fiscal_year,age_group,sex,avg,med,q1,q3
1998,68,M,4.333333333333333,5,4,5
1998,69,F,5.3125,5,2,7.5
1998,69,M,5.8,6,4,7
1998,70,F,10.333333333333334,11,6,15
1998,70,M,13.666666666666666,11,6,20
1998,71,F,6.545454545454546,4,3,8
1998,71,M,7.75,8,1.5,14.25
1998,72,F,5.777777777777778,5,2,6
1998,72,M,8.428571428571429,6,4.5,10.5
1998,73,F,7.428571428571429,6,3.5,11
1998,73,M,2.5714285714285716,2,2,3.5
1998,74,F,4.363636363636363,3.5,1.25,5
1998,74,M,3,2,2,4.25
1998,75,F,7.090909090909091,5,3,8.5
1998,75,M,4.714285714285714,5,3.5,6
1998,76,F,7.2727272727272725,5,2.5,8.5
1998,76,M,18.8,7,1,9
1998,77,F,7.25,5,2.75,9
1998,77,M,8.333333333333334,9,7.5,9.5
1998,78,F,5.636363636363637,6,2,8.5
1998,78,M,7.7,5.5,4.25,10.25
1998,79,F,12.307692307692308,4,3,6
1998,79,M,8.75,9.5,5.5,12.75
1998,80,F,12.444444444444445,9,7,23
1998,80,M,5,5,3.25,6.75
1998,81,F,9.4,6.5,3.25,9.5
1998,81,M,7,7,2,9
1998,82,F,25,8,2,18
1998,82,M,19.75,6.5,4.25,22
1998,83,F,7.461538461538462,6,3,9
1998,83,M,1.8,2,1,3
1998,84,F,15.625,8,4.5,22.25
1998,84,M,11.25,8,1,18.25
1998,85,F,6.7,6,3,9.75
1998,85,M,4.75,3.5,2,6.25
1998,86,F,13.166666666666666,7,6,17
1998,86,M,2.5,2.5,1.25,3.75
1998,87,F,10.4,4,3,9
1998,87,M,131.5,131.5,69.75,193.25
1998,88,F,2,2,2,2
1998,88,M,22.25,8,6.75,23.5
1998,89,F,5.25,6,4,7.25
1998,89,M,4,4,4,4
1998,90+,F,7.181818181818182,5,2.5,9
1998,90+,M,16.333333333333332,7,7,21
1999,0,F,3.0294117647058822,2,2,4
1999,0,M,2.8214285714285716,3,1,3
1999,1,F,2.7111111111111112,2,1,3
1999,1,M,2.1704545454545454,2,1,3
1999,2,F,2.3548387096774195,2,1,2.5
1999,2,M,1.8846153846153846,2,1,2.25
1999,3,F,1.5625,2,1,2
1999,3,M,1.9393939393939394,2,1,2
1999,4,F,1.8235294117647058,2,1,2
1999,4,M,2.275,2,1,3
1999,5,F,2.2222222222222223,2,2,3
1999,5,M,1.8095238095238095,1,1,2
1999,6,F,2.5714285714285716,2,2,3
1999,6,M,1.8928571428571428,2,1,3
1999,7,F,2.5714285714285716,2,1.5,3
1999,7,M,2.076923076923077,2,1,2
1999,8,F,2.142857142857143,2,2,2.5
1999,8,M,3.272727272727273,2,1,3
1999,9,F,2.9565217391304346,3,2,4
1999,9,M,2.4615384615384617,2,2,3
1999,10,F,2.5,1.5,1,2.75
1999,10,M,2.5714285714285716,2,2,3
1999,11,F,3.3333333333333335,3,3,4
1999,11,M,3.0526315789473686,3,2,3
1999,12,F,3.6,3,3,5
1999,12,M,2.611111111111111,2,2,3
1999,13,F,3,2.5,1.75,3.75
1999,13,M,3,2,2,3.25
1999,14,F,2.8333333333333335,2,2,3.5
1999,15,F,2.75,2.5,1.75,3.5
1999,15,M,2.5,2.5,2.25,2.75
1999,16,F,2.2222222222222223,2,2,2
1999,16,M,1.5714285714285714,2,1,2
1999,17,F,1.6666666666666667,2,1,2
1999,17,M,1.5,1,0.75,1.75
1999,18,F,1.75,1.5,1,2.25
1999,18,M,1.6666666666666667,1,1,1.75
1999,19,F,1.25,1.5,0.75,2
1999,19,M,2.1666666666666665,2,1,3
1999,20,F,1,1,0.5,1.5
1999,20,M,2.6666666666666665,2,2,3
1999,21,F,3.3333333333333335,3,2.25,4.5
1999,21,M,2,2,2,2
1999,22,F,1.8888888888888888,2,1,2
1999,22,M,3.3333333333333335,1,1,4.5
1999,23,F,3,3,3,3
1999,23,M,1.5,1,1,1.5
1999,24,F,2.5555555555555554,3,1,4
