year,sex,age,correction,type
2011,0,36,-0.30739395522236423,inc
2012,0,36,-0.3067951098497513,inc
2013,0,36,-0.30624816430335317,inc
2014,0,36,-0.305758196517299,inc
2015,0,36,-0.30532983731264324,inc
2016,0,36,-0.30496719533691535,inc
2017,0,36,-0.30467386979515376,inc
2018,0,36,-0.3044527477582897,inc
2019,0,36,-0.30430611481830305,inc
2020,0,36,-0.3042355396721246,inc
2021,0,36,-0.3042418909305616,inc
2022,0,36,-0.30432527804152665,inc
2023,0,36,-0.3044850957513383,inc
2024,0,36,-0.30472000956855133,inc
2025,0,36,-0.3050279789870573,inc
2026,0,36,-0.30538959618345135,inc
2000,1,36,0,inc
2001,1,36,-0.32021313772995436,inc
2002,1,36,-0.31964708040794926,inc
2003,1,36,-0.31905793698788004,inc
2004,1,36,-0.31844674761980435,inc
2005,1,36,-0.3178148046091421,inc
2006,1,36,-0.3171636359588432,inc
2007,1,36,-0.31649498538545573,inc
2008,1,36,-0.3158108167586746,inc
2009,1,36,-0.31511330681041794,inc
2010,1,36,-0.31440484570575195,inc
2011,1,36,-0.31368802305683047,inc
2012,1,36,-0.31296561562283803,inc
2013,1,36,-0.31224056993289634,inc
2014,1,36,-0.31151598637721584,inc
2015,1,36,-0.3107951081368704,inc
2016,1,36,-0.31008126380084466,inc
2017,1,36,-0.30937787942658906,inc
2018,1,36,-0.30868844613038016,inc
2019,1,36,-0.3080165032654233,inc
2020,1,36,-0.3073655155007172,inc
2021,1,36,-0.3067390285532768,inc
2022,1,36,-0.30614044306746224,inc
2023,1,36,-0.30557309816865075,inc
2024,1,36,-0.30504022323122965,inc
2025,1,36,-0.3045448944665553,inc
2026,1,36,-0.3040807840890943,inc
2000,0,37,0,inc
2001,0,37,-0.31489775808660825,inc
2002,0,37,-0.31410169920244974,inc
2003,0,37,-0.313299582802732,inc
2004,0,37,-0.31249668624692006,inc
2005,0,37,-0.311698583992691,inc
2006,0,37,-0.3109110883106649,inc
2007,0,37,-0.31014018315821146,inc
2008,0,37,-0.3093919561629426,inc
2009,0,37,-0.30867252351895796,inc
2010,0,37,-0.30798793563247134,inc
2011,0,37,-0.3073441161711152,inc
2012,0,37,-0.30674676127567535,inc
2013,0,37,-0.3062013141560481,inc
2014,0,37,-0.3057127894209015,inc
2015,0,37,-0.30528579008328316,inc
2016,0,37,-0.304924409236356,inc
2017,0,37,-0.3046321658286758,inc
2018,0,37,-0.30441200536958946,inc
2019,0,37,-0.3042661308157587,inc
2020,0,37,-0.3041961306805175,inc
2021,0,37,-0.3042028396335463,inc
2022,0,37,-0.3042863811054178,inc
2023,0,37,-0.3044461395160126,inc
2024,0,37,-0.3046807922478717,inc
2025,0,37,-0.3049883101100419,inc
2026,0,37,-0.30534933828702127,inc
2000,1,37,0,inc
2001,1,37,-0.3201430708473855,inc
2002,1,37,-0.3196015213126118,inc
2003,1,37,-0.3190392247047947,inc
2004,1,37,-0.31845718427571024,inc
2005,1,37,-0.31785658946929124,inc
2006,1,37,-0.3172388145796332,inc
2007,1,37,-0.3166054231875828,inc
2008,1,37,-0.31595816440987845,inc
2009,1,37,-0.3152989696601015,inc
2010,1,37,-0.3146299384440293,inc
2011,1,37,-0.31395337012679314,inc
2012,1,37,-0.31327167850915594,inc
2013,1,37,-0.31258744220869955,inc
2014,1,37,-0.3119033643807543,inc
2015,1,37,-0.31122229212824554,inc
2016,1,37,-0.31054710685024633,inc
2017,1,37,-0.309880811644631,inc
2018,1,37,-0.3092264519670401,inc
2019,1,37,-0.3085870881121737,inc
2020,1,37,-0.30796584850555575,inc
2021,1,37,-0.3073657565910206,inc
2022,1,37,-0.3067898473908211,inc
2023,1,37,-0.3062411041214356,inc
2024,1,37,-0.305722379694253,inc
2025,1,37,-0.30523643418318896,inc
2026,1,37,-0.30477658769416704,inc
2000,0,38,0,inc
2001,0,38,-0.31482407310716637,inc
2002,0,38,-0.3140262829217099,inc
2003,0,38,-0.31322264706984154,inc
2004,0,38,-0.3124184447702975,inc
2005,0,38,-0.3116192429445294,inc
2006,0,38,-0.31083086907061697,inc
2007,0,38,-0.31005926703791314,inc
2008,0,38,-0.3093105611410555,inc
2009,0,38,-0.30859080888760015,inc
2010,0,38,-0.307906061870259,inc
2011,0,38,-0.3072622263124604,inc
2012,0,38,-0.3066649758334441,inc
2013,0,38,-0.3061197370892672,inc
2014,0,38,-0.30563150278412904,inc
2015,0,38,-0.3052048575210668,inc
2016,0,38,-0.3048438729745043,inc
2017,0,38,-0.30455206892988346,inc
2018,0,38,-0.30433232894616485,inc
2019,0,38,-0.3041868932080315,inc
2020,0,38,-0.30411730803210746,inc
2021,0,38,-0.30412441734369217,inc
2022,0,38,-0.30420832847857643,inc
2023,0,38,-0.3043684330603239,inc
2024,0,38,-0.3046034038140982,inc
2025,0,38,-0.30491121573013874,inc
2026,0,38,-0.30527258632710547,inc
2000,1,38,0,inc
2001,1,38,-0.32005720484905303,inc
2002,1,38,-0.3195370751687167,inc
2003,1,38,-0.31899831528528516,inc
2004,1,38,-0.3184418783116225,inc
2005,1,38,-0.31786887287415916,inc
2006,1,38,-0.31728056454874576,inc
2007,1,38,-0.3166783969378455,inc
2008,1,38,-0.31606394443348385,inc
2009,1,38,-0.3154389544259341,inc
2010,1,38,-0.3148053185702464,inc
2011,1,38,-0.3141650697076521,inc
2012,1,38,-0.31352037449591147,inc
2013,1,38,-0.3128735212775367,inc
2014,1,38,-0.3122269074754085,inc
2015,1,38,-0.31158302751310174,inc
2016,1,38,-0.3109444568596676,inc
2017,1,38,-0.31031384178638505,inc
2018,1,38,-0.3096938629968706,inc
2019,1,38,-0.30908723379558284,inc
2020,1,38,-0.30849670018549086,inc
2021,1,38,-0.30792495904044004,inc
2022,1,38,-0.30737470310531206,inc
2023,1,38,-0.3068485677875164,inc
2024,1,38,-0.30634911864516906,inc
2025,1,38,-0.30587882290012164,inc
2026,1,38,-0.3054306586879038,inc
2000,0,39,0,inc
2001,0,39,-0.3147388575679113,inc
2002,0,39,-0.31393803678595916,inc
2003,0,39,-0.31313153003302874,inc
2004,0,39,-0.31232462125044663,inc
2005,0,39,-0.3115228852841477,inc
2006,0,39,-0.3107321347435019,inc
2007,0,39,-0.30995833599988465,inc
2008,0,39,-0.3092076015052059,inc
2009,0,39,-0.30848599016697664,inc
2010,0,39,-0.3077995455598059,inc
2011,0,39,-0.30715416694037634,inc
2012,0,39,-0.3065555347354158,inc
2013,0,39,-0.30600903024239257,inc
2014,0,39,-0.3055196749248153,inc
2015,0,39,-0.3050920312961451,inc
2016,0,39,-0.30473017186985957,inc
2017,0,39,-0.30443759509807783,inc
2018,0,39,-0.3042171902052017,inc
2019,0,39,-0.3040711956330738,inc
2020,0,39,-0.3040011589083385,inc
2021,0,39,-0.3040079063540217,inc
2022,0,39,-0.3040915652705883,inc
2023,0,39,-0.3042515231203784,inc
2024,0,39,-0.30448646814892716,inc
2025,0,39,-0.3047943731245989,inc
2026,0,39,-0.3051560368587617,inc
2000,1,39,0,inc
2001,1,39,-0.31996090427493706,inc
2002,1,39,-0.3194591849337621,inc
2003,1,39,-0.3189407213625659,inc
2004,1,39,-0.3184064185617517,inc
2005,1,39,-0.31785733635641883,inc
2006,1,39,-0.31729466778439547,inc
2007,1,39,-0.31671976088324255,inc
2008,1,39,-0.31613406832972796,inc
2009,1,39,-0.3155392093192307,inc
2010,1,39,-0.3149369075003316,inc
2011,1,39,-0.3143290182369716,inc
2012,1,39,-0.313717506953791,inc
2013,1,39,-0.31310443343964894,inc
2014,1,39,-0.312491975480604,inc
2015,1,39,-0.3118823657995215,inc
2016,1,39,-0.3112779193520373,inc
2017,1,39,-0.3106809983860054,inc
2018,1,39,-0.3100940064016202,inc
2019,1,39,-0.3095194221628348,inc
2020,1,39,-0.30895961463198063,inc
2021,1,39,-0.3084170617039584,inc
2022,1,39,-0.3078941581676706,inc
2023,1,39,-0.30739325579963833,inc
2024,1,39,-0.30691666473841245,inc
2025,1,39,-0.3064666040434259,inc
2026,1,39,-0.30603576331890403,inc
2000,0,40,0,inc
2001,0,40,-0.31464585408761775,inc
2002,0,40,-0.31384110602659454,inc
2003,0,40,-0.31303075188921603,inc
2004,0,40,-0.31222008394438483,inc
2005,0,40,-0.3114146733966425,inc
2006,0,40,-0.3106203642229235,inc
2007,0,40,-0.30984310865493436,inc
2008,0,40,-0.3090889863368443,inc
2009,0,40,-0.30836410869638375,inc
2010,0,40,-0.3076744951476561,inc
2011,0,40,-0.30702604973262765,inc
2012,0,40,-0.30642445038817473,inc
2013,0,40,-0.3058750827282729,inc
2014,0,40,-0.30538296065513076,inc
2015,0,40,-0.3049526580655083,inc
2016,0,40,-0.30458824340273394,inc
2017,0,40,-0.3042932355713781,inc
2018,0,40,-0.30407052056113004,inc
2019,0,40,-0.30392234623675946,inc
2020,0,40,-0.30385027187176994,inc
2021,0,40,-0.30385514336929637,inc
2022,0,40,-0.30393710672066515,inc
2023,0,40,-0.3040955559722245,inc
2024,0,40,-0.30432920739777247,inc
2025,0,40,-0.30463605125227233,inc
2026,0,40,-0.3049969903966484,inc
2000,1,40,0,inc
2001,1,40,-0.3198594737951676,inc
2002,1,40,-0.3193731944049212,inc
2003,1,40,-0.31887180586132885,inc
2004,1,40,-0.3183562023958105,inc
2005,1,40,-0.3178274289235195,inc
2006,1,40,-0.31728661618856885,inc
2007,1,40,-0.31673506076154184,inc
2008,1,40,-0.3161741322706936,inc
2009,1,40,-0.3156053437328251,inc
2010,1,40,-0.31503032320423174,inc
2011,1,40,-0.3144507828540411,inc
2012,1,40,-0.3138685411745117,inc
2013,1,40,-0.31328551361015433,inc
2014,1,40,-0.31270369678912974,inc
2015,1,40,-0.3121251385280545,inc
2016,1,40,-0.31155194896215427,inc
2017,1,40,-0.31098629259996463,inc
2018,1,40,-0.31043036260345225,inc
2019,1,40,-0.30988636899156,inc
2020,1,40,-0.30935652072356334,inc
2021,1,40,-0.30884303701851085,inc
2022,1,40,-0.308348096077078,inc
2023,1,40,-0.3078738277389502,inc
2024,1,40,-0.30742232442307077,inc
2025,1,40,-0.30699560376493645,inc
2026,1,40,-0.3065861005444407,inc
2000,0,41,0,inc
2001,0,41,-0.3145487784185258,inc
2002,0,41,-0.3137396012134927,inc
2003,0,41,-0.3129248125218011,inc
2004,0,41,-0.3121097022193262,inc
2005,0,41,-0.31129985047642433,inc
2006,0,41,-0.3105010671575487,inc
2007,0,41,-0.30971933469225954,inc
2008,0,41,-0.308960720839041,inc
2009,0,41,-0.3082313196959914,inc
2010,0,41,-0.30753716517530916,inc
2011,0,41,-0.30688415501006755,inc
2012,0,41,-0.3062779712437273,inc
2013,0,41,-0.30572400436650027,inc
2014,0,41,-0.30522727670052086,inc
2015,0,41,-0.3047923679412863,inc
2016,0,41,-0.3044233805196915,inc
2017,0,41,-0.30412383064279974,inc
2018,0,41,-0.3038966358556262,inc
2019,0,41,-0.3037440691435746,inc
2020,0,41,-0.30366772144804616,inc
2021,0,41,-0.3036684746240192,inc
2022,0,41,-0.30374650020211397,inc
2023,0,41,-0.3039012361527403,inc
2024,0,41,-0.30413145244010026,inc
2025,0,41,-0.3044351637089427,inc
2026,0,41,-0.3047934170024508,inc
2000,1,41,0,inc
2001,1,41,-0.3197581141200234,inc
2002,1,41,-0.31928427890929045,inc
2003,1,41,-0.31879676220448194,inc
2004,1,41,-0.31829644740014207,inc
2005,1,41,-0.3177843830834146,inc
2006,1,41,-0.317261673495674,inc
2007,1,41,-0.3167295688208798,inc
2008,1,41,-0.3161894095405413,inc
2009,1,41,-0.31564264822482735,inc
2010,1,41,-0.31509082605739225,inc
2011,1,41,-0.3145355810260748,inc
2012,1,41,-0.31397864333660097,inc
2013,1,41,-0.31342180910501144,inc
2014,1,41,-0.31286693937472393,inc
2015,1,41,-0.3123159625604564,inc
2016,1,41,-0.31177085234250745,inc
2017,1,41,-0.31123361907238967,inc
2018,1,41,-0.31070629528838783,inc
2019,1,41,-0.3101909279910038,inc
2020,1,41,-0.30968956336384507,inc
2021,1,41,-0.30920423318287543,inc
2022,1,41,-0.3087369445192672,inc
2023,1,41,-0.3082896576971523,inc
2024,1,41,-0.30786428069134425,inc
2025,1,41,-0.30746270434181067,inc
2026,1,41,-0.307077135036212,inc
2000,0,42,0,inc
2001,0,42,-0.3144512321848378,inc
2002,0,42,-0.31363753147393525,inc
2003,0,42,-0.3128181157387419,inc
2004,0,42,-0.31199825603403997,inc
2005,0,42,-0.3111835200543969,inc
2006,0,42,-0.3103797006246807,inc
2007,0,42,-0.30959275902605055,inc
2008,0,42,-0.30882875580439745,inc
2009,0,42,-0.308093768165635,inc
2010,0,42,-0.3073938223753967,inc
2011,0,42,-0.30673481226731475,inc
2012,0,42,-0.30612242302399156,inc
2013,0,42,-0.30556204764587086,inc
2014,0,42,-0.30505871971560317,inc
2015,0,42,-0.3046170424699226,inc
2016,0,42,-0.30424113259130375,inc
2017,0,42,-0.30393454357417166,inc
2018,0,42,-0.30370023258049755,inc
2019,0,42,-0.3035405150200874,inc
2020,0,42,-0.3034570378881061,inc
2021,0,42,-0.3034507419316349,inc
2022,0,42,-0.30352185194169934,inc
2023,0,42,-0.3036698898229164,inc
2024,0,42,-0.30389366579753213,inc
2025,0,42,-0.30419129637344205,inc
2026,0,42,-0.30454397123479615,inc
2000,1,42,0,inc
2001,1,42,-0.31966179621092045,inc
2002,1,42,-0.3191974206316466,inc
2003,1,42,-0.3187205531185451,inc
2004,1,42,-0.3182321354162072,inc
2005,1,42,-0.31773318106611714,inc
2006,1,42,-0.31722482455929785,inc
2007,1,42,-0.3167082964731734,inc
2008,1,42,-0.316184919109276,inc
2009,1,42,-0.3156561290649705,inc
2010,1,42,-0.31512341486877954,inc
2011,1,42,-0.3145883791477985,inc
2012,1,42,-0.31405268898867483,inc
2013,1,42,-0.31351806263379023,inc
2014,1,42,-0.31298631114362735,inc
2015,1,42,-0.31245925794213686,inc
2016,1,42,-0.3119387804629634,inc
2017,1,42,-0.3114268060848856,inc
2018,1,42,-0.31092522965386354,inc
2019,1,42,-0.3104360178950482,inc
2020,1,42,-0.30996106081402647,inc
2021,1,42,-0.3095022833504059,inc
2022,1,42,-0.3090615559638143,inc
2023,1,42,-0.30864071052753017,inc
2024,1,42,-0.3082415250570035,inc
2025,1,42,-0.3078657108021672,inc
2026,1,42,-0.30750540027303674,inc
2000,0,43,0,inc
2001,0,43,-0.3143566231540422,inc
2002,0,43,-0.3135387058855604,inc
2003,0,43,-0.31271486278445804,inc
2004,0,43,-0.3118903276989314,inc
2005,0,43,-0.3110706323118146,inc
2006,0,43,-0.3102615105257187,inc
2007,0,43,-0.3094689479492203,inc
2008,0,43,-0.30869891749021844,inc
2009,0,43,-0.3079574777440663,inc
2010,0,43,-0.30725065810782304,inc
2011,0,43,-0.3065843132968297,inc
2012,0,43,-0.3059641281884543,inc
2013,0,43,-0.30539549738492544,inc
2014,0,43,-0.3048834677987621,inc
2015,0,43,-0.30443266812893915,inc
2016,0,43,-0.3040472422124529,inc
2017,0,43,-0.303730788255024,inc
2018,0,43,-0.3034863167405013,inc
2019,0,43,-0.3033162153197662,inc
2020,0,43,-0.3032221993800618,inc
2021,0,43,-0.30320529491368214,inc
2022,0,43,-0.30326582684362735,inc
2023,0,43,-0.3034034131757885,inc
2024,0,43,-0.30361696537065647,inc
2025,0,43,-0.30390471533673574,inc
2026,0,43,-0.3042480469737674,inc
2000,1,43,0,inc
2001,1,43,-0.31957514614788385,inc
2002,1,43,-0.31911723281761456,inc
2003,1,43,-0.3186478369890001,inc
2004,1,43,-0.31816790471992196,inc
2005,1,43,-0.31767851013365817,inc
2006,1,43,-0.31718078108127523,inc
2007,1,43,-0.31667596989523356,inc
2008,1,43,-0.3161654202448063,inc
2009,1,43,-0.31565053338571436,inc
2010,1,43,-0.31513283288324706,inc
2011,1,43,-0.31461386334827995,inc
2012,1,43,-0.3140953183960714,inc
2013,1,43,-0.313578855779609,inc
2014,1,43,-0.31306623510066456,inc
2015,1,43,-0.3125592755523288,inc
2016,1,43,-0.3120597721112688,inc
2017,1,43,-0.31156959809568446,inc
2018,1,43,-0.3110905852291634,inc
2019,1,43,-0.310624614990769,inc
2020,1,43,-0.3101734785867651,inc
2021,1,43,-0.30973909388517784,inc
2022,1,43,-0.3093231465114122,inc
2023,1,43,-0.30892741861130646,inc
2024,1,43,-0.3085535658533714,inc
2025,1,43,-0.308203201206104,inc
2026,1,43,-0.30786836507630067,inc
2000,0,44,0,inc
2001,0,44,-0.3142680448832309,inc
2002,0,44,-0.3134465861517567,inc
2003,0,44,-0.31261892570908273,inc
2004,0,44,-0.3117901609204312,inc
2005,0,44,-0.31096578470809044,inc
2006,0,44,-0.3101514899664432,inc
2007,0,44,-0.3093531361923027,inc
2008,0,44,-0.30857669768940166,inc
2009,0,44,-0.3078282148892777,inc
2010,0,44,-0.3071136002559673,inc
2011,0,44,-0.30643871827718344,inc
2012,0,44,-0.30580923030469104,inc
2013,0,44,-0.30523052439576503,inc
2014,0,44,-0.3047076526319385,inc
2015,0,44,-0.30424526646067807,inc
2016,0,44,-0.30384754524464463,inc
2017,0,44,-0.3035181463378155,inc
2018,0,44,-0.3032601483014808,inc
2019,0,44,-0.30307603013364925,inc
2020,0,44,-0.3029675956324654,inc
2021,0,44,-0.3029359909102451,inc
2022,0,44,-0.3029816633184201,inc
2023,0,44,-0.3031043764376311,inc
2024,0,44,-0.3033031856545619,inc
2025,0,44,-0.30357648176929386,inc
2026,0,44,-0.30390586720091584,inc
2000,1,44,0,inc
2001,1,44,-0.31950222695080716,inc
2002,1,44,-0.3190478514413873,inc
2003,1,44,-0.31858279286947333,inc
2004,1,44,-0.3181080246570143,inc
2005,1,44,-0.3176246818859375,inc
2006,1,44,-0.3171339155817496,inc
2007,1,44,-0.316637020068604,inc
2008,1,44,-0.3161353503810137,inc
2009,1,44,-0.31563035410930623,inc
2010,1,44,-0.31512355674549636,inc
2011,1,44,-0.3146165407229761,inc
2012,1,44,-0.31411096561682,inc
2013,1,44,-0.3136085360207278,inc
2014,1,44,-0.31311099676872445,inc
2015,1,44,-0.3126201401827422,inc
2016,1,44,-0.3121377605125228,inc
2017,1,44,-0.31166568646245013,inc
2018,1,44,-0.31120574215318275,inc
2019,1,44,-0.31075973778888094,inc
2020,1,44,-0.3103294865019249,inc
2021,1,44,-0.3099167329572945,inc
2022,1,44,-0.30952321436746005,inc
2023,1,44,-0.3091505892570409,inc
2024,1,44,-0.308800461401051,inc
2025,1,44,-0.30847435102956344,inc
2026,1,44,-0.3081642627673497,inc
2000,0,45,0,inc
2001,0,45,-0.314188208582519,inc
2002,0,45,-0.3133642981201138,inc
2003,0,45,-0.31253368666446957,inc
2004,0,45,-0.3117015096406239,inc
2005,0,45,-0.310873074320391,inc
2006,0,45,-0.3100539927166574,inc
2007,0,45,-0.3092500676582687,inc
2008,0,45,-0.3084671688709442,inc
2009,0,45,-0.3077112368142467,inc
2010,0,45,-0.3069881497167439,inc
2011,0,45,-0.3063037111720341,inc
2012,0,45,-0.3056635473175098,inc
2013,0,45,-0.30507302278436077,inc
2014,0,45,-0.3045371898893488,inc
2015,0,45,-0.3040607110015514,inc
2016,0,45,-0.3036478315699529,inc
2017,0,45,-0.3033022455362257,inc
2018,0,45,-0.3030271429380469,inc
2019,0,45,-0.30282507131665676,inc
2020,0,45,-0.30269797347884947,inc
2021,0,45,-0.30264714186257874,inc
2022,0,45,-0.3026731873678581,inc
2023,0,45,-0.302776041190044,inc
2024,0,45,-0.30295495710723575,inc
2025,0,45,-0.3032085166282914,inc
2026,0,45,-0.30351860025804533,inc
2000,1,45,0,inc
2001,1,45,-0.3194463762339305,inc
2002,1,45,-0.31899274376501074,inc
2003,1,45,-0.3185290141001783,inc
2004,1,45,-0.3180562268273889,inc
2005,1,45,-0.3175755137658653,inc
2006,1,45,-0.3170881615801646,inc
2007,1,45,-0.3165954614523554,inc
2008,1,45,-0.3160988283209153,inc
2009,1,45,-0.31559975397723805,inc
2010,1,45,-0.31509981877140975,inc
2011,1,45,-0.31460062556391083,inc
2012,1,45,-0.3141038952137722,inc
2013,1,45,-0.31361133555252924,inc
2014,1,45,-0.31312473352420084,inc
2015,1,45,-0.3126458889796974,inc
2016,1,45,-0.31217662109384614,inc
2017,1,45,-0.31171875605375693,inc
2018,1,45,-0.3112741195160617,inc
2019,1,45,-0.310844519371903,inc
2020,1,45,-0.3104317348165645,inc
2021,1,45,-0.3100375063924582,inc
2022,1,45,-0.30966352399358993,inc
2023,1,45,-0.3093114071119996,inc
2024,1,45,-0.30898273064544535,inc
2025,1,45,-0.308678937255123,inc
2026,1,45,-0.3083920205435419,inc
2000,0,46,0,inc
2001,0,46,-0.31411921173114693,inc
2002,0,46,-0.31329420416861964,inc
2003,0,46,-0.31246197139548254,inc
2004,0,46,-0.31162746276609904,inc
2005,0,46,-0.3107959159270667,inc
2006,0,46,-0.3099728106987644,inc
2007,0,46,-0.30916379276442213,inc
2008,0,46,-0.3083746336517587,inc
2009,0,46,-0.3076111515115022,inc
2010,0,46,-0.3068791665000243,inc
2011,0,46,-0.3061843736272129,inc
2012,0,46,-0.305532351873609,inc
2013,0,46,-0.30492842265016895,inc
2014,0,46,-0.3043776185663608,inc
2015,0,46,-0.3038846577511479,inc
2016,0,46,-0.30345375579100486,inc
2017,0,46,-0.30308871069688553,inc
2018,0,46,-0.3027927811280173,inc
2019,0,46,-0.3025686540013557,inc
2020,0,46,-0.30241842218406734,inc
2021,0,46,-0.30234353325608915,inc
2022,0,46,-0.3023448064150433,inc
2023,0,46,-0.3024223686933507,inc
2024,0,46,-0.30257573802793974,inc
2025,0,46,-0.3028037135962533,inc
2026,0,46,-0.3030884910600281,inc
2000,1,46,0,inc
2001,1,46,-0.3194099856719819,inc
2002,1,46,-0.31895451939805214,inc
2003,1,46,-0.318489311237918,inc
2004,1,46,-0.3180154920666179,inc
2005,1,46,-0.3175342565328878,inc
2006,1,46,-0.3170469130275253,inc
2007,1,46,-0.31655485477707584,inc
2008,1,46,-0.316059555502313,inc
2009,1,46,-0.31556258692448835,inc
2010,1,46,-0.3150655553797316,inc
2011,1,46,-0.31457017261528997,inc
2012,1,46,-0.3140781694583859,inc
2013,1,46,-0.3135913396567439,inc
2014,1,46,-0.3131115075962168,inc
2015,1,46,-0.3126405227267246,inc
2016,1,46,-0.3121802379991936,inc
2017,1,46,-0.3117325267168675,inc
2018,1,46,-0.3112992405788894,inc
2019,1,46,-0.3108821880854128,inc
2020,1,46,-0.3104831758349803,inc
2021,1,46,-0.3101039303589118,inc
2022,1,46,-0.30974615373317066,inc
2023,1,46,-0.3094114338682411,inc
2024,1,46,-0.309101320353368,inc
2025,1,46,-0.30881722121396504,inc
2026,1,46,-0.30855115213907114,inc
2000,0,47,0,inc
2001,0,47,-0.31406251319959955,inc
2002,0,47,-0.3132380409278107,inc
2003,0,47,-0.3124056915481017,inc
2004,0,47,-0.3115702869447426,inc
2005,0,47,-0.3107368659549697,inc
2006,0,47,-0.3099107464063561,inc
2007,0,47,-0.30909741509646615,inc
2008,0,47,-0.30830251894884075,inc
2009,0,47,-0.30753170070151115,inc
2010,0,47,-0.3067906475206725,inc
2011,0,47,-0.30608498261692074,inc
2012,0,47,-0.30542013264328144,inc
2013,0,47,-0.30480148296835985,inc
2014,0,47,-0.3042339305194101,inc
2015,0,47,-0.3037221933108917,inc
2016,0,47,-0.3032705520527696,inc
2017,0,47,-0.30288285608291715,inc
2018,0,47,-0.30256246070620574,inc
2019,0,47,-0.3023121848720081,inc
2020,0,47,-0.30213427848957475,inc
2021,0,47,-0.30203038499960955,inc
2022,0,47,-0.30200153704231003,inc
2023,0,47,-0.3020481393188952,inc
2024,0,47,-0.30216993566244904,inc
2025,0,47,-0.3023660638617484,inc
2026,0,47,-0.30261903540197493,inc
2000,1,47,0,inc
2001,1,47,-0.3193943180274102,inc
2002,1,47,-0.318934731167209,inc
2003,1,47,-0.3184655474049341,inc
2004,1,47,-0.31798799310704357,inc
2005,1,47,-0.3175033067185009,inc
2006,1,47,-0.3170128760589271,inc
2007,1,47,-0.3165181765673043,inc
2008,1,47,-0.3160207599510747,inc
2009,1,47,-0.31552225571251424,inc
2010,1,47,-0.31502438866693505,inc
2011,1,47,-0.3145289138947813,inc
2012,1,47,-0.31403765295772973,inc
2013,1,47,-0.3135524790106085,inc
2014,1,47,-0.313075309648624,inc
2015,1,47,-0.31260802602769044,inc
2016,1,47,-0.3121525659847277,inc
2017,1,47,-0.31171084583787684,inc
2018,1,47,-0.31128477305479646,inc
2019,1,47,-0.3108762015573766,inc
2020,1,47,-0.3104869785888639,inc
2021,1,47,-0.3101188508661679,inc
2022,1,47,-0.3097735221345152,inc
2023,1,47,-0.3094526071318792,inc
2024,1,47,-0.30915762651507617,inc
2025,1,47,-0.30888999565042946,inc
2026,1,47,-0.30864173458559,inc
2000,0,48,0,inc
2001,0,48,-0.31401873636868166,inc
2002,0,48,-0.3131966293054798,inc
2003,0,48,-0.3123659266243676,inc
2004,0,48,-0.3115312426909276,inc
2005,0,48,-0.3106974218173187,inc
2006,0,48,-0.3098695826886781,inc
2007,0,48,-0.3090530152668249,inc
2008,0,48,-0.3082531467115065,inc
2009,0,48,-0.30747547642570444,inc
2010,0,48,-0.3067255271265687,inc
2011,0,48,-0.30600876085927103,inc
2012,0,48,-0.30533054371458174,inc
2013,0,48,-0.30469605384982323,inc
2014,0,48,-0.30411025514101575,inc
2015,0,48,-0.3035777885768155,inc
2016,0,48,-0.3031029694487177,inc
2017,0,48,-0.30268968658446704,inc
2018,0,48,-0.30234139261081533,inc
2019,0,48,-0.3020610404821095,inc
2020,0,48,-0.30185104863483314,inc
2021,0,48,-0.3017132765367294,inc
2022,0,48,-0.30164899418669694,inc
2023,0,48,-0.301658878980992,inc
2024,0,48,-0.3017429894000322,inc
2025,0,48,-0.30190080464469504,inc
2026,0,48,-0.30211516638658914,inc
2000,1,48,0,inc
2001,1,48,-0.3193992919231825,inc
2002,1,48,-0.3189337268682737,inc
2003,1,48,-0.3184585105549121,inc
2004,1,48,-0.317974889341985,inc
2005,1,48,-0.31748423206025683,inc
2006,1,48,-0.31698798987621846,inc
2007,1,48,-0.3164877091506374,inc
2008,1,48,-0.315985037332476,inc
2009,1,48,-0.3154817060052234,inc
2010,1,48,-0.3149795089776567,inc
2011,1,48,-0.31448031160748113,inc
2012,1,48,-0.3139860289179856,inc
2013,1,48,-0.31349862837027886,inc
2014,1,48,-0.3130200761833334,inc
2015,1,48,-0.3125524152715732,inc
2016,1,48,-0.3120976167858878,inc
2017,1,48,-0.31165769013865335,inc
2018,1,48,-0.3112346057975406,inc
2019,1,48,-0.3108302901528488,inc
2020,1,48,-0.31044664277690925,inc
2021,1,48,-0.3100854498240812,inc
2022,1,48,-0.30974847236869635,inc
2023,1,48,-0.3094373215243896,inc
2024,1,48,-0.3091535586910042,inc
2025,1,48,-0.3088985798116197,inc
2026,1,48,-0.30866446299283534,inc
2000,0,49,0,inc
2001,0,49,-0.31398757744348027,inc
2002,0,49,-0.31316978402782547,inc
2003,0,49,-0.3123426127893273,inc
2004,0,49,-0.31151043234135184,inc
2005,0,49,-0.3106778608050611,inc
2006,0,49,-0.3098498075656107,inc
2007,0,49,-0.3090312893895809,inc
2008,0,49,-0.3082275241942994,inc
2009,0,49,-0.30744379314591014,inc
2010,0,49,-0.30668541651218406,inc
2011,0,49,-0.30595769201995915,inc
2012,0,49,-0.3052658256591967,inc
2013,0,49,-0.30461488959455096,inc
2014,0,49,-0.30400975454431123,inc
2015,0,49,-0.30345501711165224,inc
2016,0,49,-0.30295499792243813,inc
2017,0,49,-0.30251360100630037,inc
2018,0,49,-0.3021344051962855,inc
2019,0,49,-0.3018204423015029,inc
