year,sex,age,correction,type
2026,0,27,-0.3194563420187375,prev
2000,1,27,-0.3344503741477178,prev
2001,1,27,-0.3335014645278959,prev
2002,1,27,-0.3324992701042174,prev
2003,1,27,-0.3314473949218024,prev
2004,1,27,-0.3303504130900613,prev
2005,1,27,-0.3292139198466606,prev
2006,1,27,-0.32804451862610745,prev
2007,1,27,-0.32684973295188624,prev
2008,1,27,-0.3256380346592617,prev
2009,1,27,-0.3244186955628716,prev
2010,1,27,-0.3232017007373781,prev
2011,1,27,-0.3219976183621937,prev
2012,1,27,-0.3208174384909684,prev
2013,1,27,-0.31967241609104574,prev
2014,1,27,-0.3185739049446453,prev
2015,1,27,-0.31753314723446513,prev
2016,1,27,-0.31656110163432494,prev
2017,1,27,-0.31566824754854833,prev
2018,1,27,-0.3148644097617052,prev
2019,1,27,-0.314158605684573,prev
2020,1,27,-0.31355883339465274,prev
2021,1,27,-0.31307198820577053,prev
2022,1,27,-0.3127037132680487,prev
2023,1,27,-0.31245830651574485,prev
2024,1,27,-0.31233863234414067,prev
2025,1,27,-0.3123461354513339,prev
2026,1,27,-0.3123461354513339,prev
2000,0,28,-0.3299676977871817,prev
2001,0,28,-0.3290384401492186,prev
2002,0,28,-0.32810181561538626,prev
2003,0,28,-0.32716438914420737,prev
2004,0,28,-0.3262331185850081,prev
2005,0,28,-0.32531527820239936,prev
2006,0,28,-0.3244183680779666,prev
2007,0,28,-0.3235500109924823,prev
2008,0,28,-0.32271784844489304,prev
2009,0,28,-0.3219294281153383,prev
2010,0,28,-0.321192097347707,prev
2011,0,28,-0.3205128817776292,prev
2012,0,28,-0.31989838566653767,prev
2013,0,28,-0.3193546844025882,prev
2014,0,28,-0.3188872435598194,prev
2015,0,28,-0.31850079645412244,prev
2016,0,28,-0.3181993085727839,prev
2017,0,28,-0.3179858928067421,prev
2018,0,28,-0.3178627664159887,prev
2019,0,28,-0.31783121080186094,prev
2020,0,28,-0.3178915557316888,prev
2021,0,28,-0.3180431716773788,prev
2022,0,28,-0.3182844783849266,prev
2023,0,28,-0.3186129801002408,prev
2024,0,28,-0.3190252857045688,prev
2025,0,28,-0.31951718260673195,prev
2026,0,28,-0.31951718260673195,prev
2000,1,28,-0.3347441386945429,prev
2001,1,28,-0.33385710495994947,prev
2002,1,28,-0.33292124705961124,prev
2003,1,28,-0.3319395391703508,prev
2004,1,28,-0.3309157687456696,prev
2005,1,28,-0.3298546230520164,prev
2006,1,28,-0.32876146963395736,prev
2007,1,28,-0.327642741394637,prev
2008,1,28,-0.3265054123420837,prev
2009,1,28,-0.3253573110526565,prev
2010,1,28,-0.32420688701678124,prev
2011,1,28,-0.32306310745789285,prev
2012,1,28,-0.32193538529589105,prev
2013,1,28,-0.3208334321514989,prev
2014,1,28,-0.31976712176906363,prev
2015,1,28,-0.31874635280835467,prev
2016,1,28,-0.31778088052271936,prev
2017,1,28,-0.31688018480068963,prev
2018,1,28,-0.31605330100961404,prev
2019,1,28,-0.31530869256551675,prev
2020,1,28,-0.31465409522791243,prev
2021,1,28,-0.3140964067218615,prev
2022,1,28,-0.313641566364324,prev
2023,1,28,-0.3132944604135219,prev
2024,1,28,-0.3130588424830278,prev
2025,1,28,-0.3129372440509184,prev
2026,1,28,-0.3129372440509184,prev
2000,0,29,-0.33013495725380815,prev
2001,0,29,-0.3292264597764233,prev
2002,0,29,-0.3283105926122534,prev
2003,0,29,-0.3273935874246865,prev
2004,0,29,-0.32648203275816345,prev
2005,0,29,-0.32558287636541416,prev
2006,0,29,-0.3247032545993339,prev
2007,0,29,-0.32385047703772246,prev
2008,0,29,-0.32303180976176754,prev
2009,0,29,-0.32225449446774285,prev
2010,0,29,-0.3215255780059816,prev
2011,0,29,-0.32085182657907974,prev
2012,0,29,-0.32023962101677306,prev
2013,0,29,-0.31969485887976445,prev
2014,0,29,-0.31922287105419284,prev
2015,0,29,-0.31882832491625956,prev
2016,0,29,-0.3185151661189038,prev
2017,0,29,-0.31828654808755225,prev
2018,0,29,-0.3181447928995612,prev
2019,0,29,-0.3180913365841032,prev
2020,0,29,-0.3181267222269968,prev
2021,0,29,-0.31825060506365555,prev
2022,0,29,-0.31846170627702364,prev
2023,0,29,-0.31875789077056865,prev
2024,0,29,-0.3191361392286719,prev
2025,0,29,-0.3195927568406977,prev
2026,0,29,-0.3195927568406977,prev
2000,1,29,-0.33496963639341626,prev
2001,1,29,-0.33413802829427003,prev
2002,1,29,-0.33326199854320293,prev
2003,1,29,-0.33234391455334955,prev
2004,1,29,-0.3313870021876667,prev
2005,1,29,-0.330395083047812,prev
2006,1,29,-0.32937273176437615,prev
2007,1,29,-0.32832521836333073,prev
2008,1,29,-0.3272584629736017,prev
2009,1,29,-0.326178996331715,prev
2010,1,29,-0.3250939177662764,prev
2011,1,29,-0.32401090278300537,prev
2012,1,29,-0.32293786172283423,prev
2013,1,29,-0.3218831585088208,prev
2014,1,29,-0.32085530617366387,prev
2015,1,29,-0.3198629122851028,prev
2016,1,29,-0.3189145467154335,prev
2017,1,29,-0.31801869704892455,prev
2018,1,29,-0.31718347159654603,prev
2019,1,29,-0.3164166575795063,prev
2020,1,29,-0.3157255011448153,prev
2021,1,29,-0.31511669253187863,prev
2022,1,29,-0.31459611057497544,prev
2023,1,29,-0.3141689018425568,prev
2024,1,29,-0.3138392929810737,prev
2025,1,29,-0.3136105834803176,prev
2026,1,29,-0.3136105834803176,prev
2000,0,30,-0.33025852549174506,prev
2001,0,30,-0.32936708644512797,prev
2002,0,30,-0.3284683734345528,prev
2003,0,30,-0.32756832933717217,prev
2004,0,30,-0.326673330407979,prev
2005,0,30,-0.3257900265444319,prev
2006,0,30,-0.3249252836398226,prev
2007,0,30,-0.3240860943076965,prev
2008,0,30,-0.32327947988339695,prev
2009,0,30,-0.3225124046088752,prev
2010,0,30,-0.3217916915410536,prev
2011,0,30,-0.3211238554462678,prev
2012,0,30,-0.32051509196775335,prev
2013,0,30,-0.3199711375768716,prev
2014,0,30,-0.31949720815400035,prev
2015,0,30,-0.31909788445859943,prev
2016,0,30,-0.31877707872906236,prev
2017,0,30,-0.3185379263931183,prev
2018,0,30,-0.3183828919513534,prev
2019,0,30,-0.3183134268108533,prev
2020,0,30,-0.3183302395380053,prev
2021,0,30,-0.3184332251898822,prev
2022,0,30,-0.31862130075466777,prev
2023,0,30,-0.31889259663752867,prev
2024,0,30,-0.3192444336010582,prev
2025,0,30,-0.31967334542655107,prev
2026,0,30,-0.31967334542655107,prev
2000,1,30,-0.3351348643805224,prev
2001,1,30,-0.3343529644127587,prev
2002,1,30,-0.3335307281116273,prev
2003,1,30,-0.33267019466387326,prev
2004,1,30,-0.3317740967706116,prev
2005,1,30,-0.3308455507078407,prev
2006,1,30,-0.32988850276868015,prev
2007,1,30,-0.3289072707233653,prev
2008,1,30,-0.32790684620650357,prev
2009,1,30,-0.3268927171582601,prev
2010,1,30,-0.32587087126447595,prev
2011,1,30,-0.32484771622989805,prev
2012,1,30,-0.3238300433839139,prev
2013,1,30,-0.3228249321645737,prev
2014,1,30,-0.321839706614725,prev
2015,1,30,-0.32088178288131797,prev
2016,1,30,-0.31995864110070227,prev
2017,1,30,-0.31907769840779726,prev
2018,1,30,-0.31824621500735506,prev
2019,1,30,-0.3174711985572479,prev
2020,1,30,-0.3167593091317215,prev
2021,1,30,-0.31611677497951574,prev
2022,1,30,-0.31554928258380927,prev
2023,1,30,-0.31506192659251003,prev
2024,1,30,-0.31465912199951795,prev
2025,1,30,-0.31434454894336883,prev
2026,1,30,-0.31434454894336883,prev
2000,0,31,-0.3303416173708187,prev
2001,0,31,-0.3294637450691518,prev
2002,0,31,-0.3285787186656076,prev
2003,0,31,-0.32769236194697754,prev
2004,0,31,-0.326810833131636,prev
2005,0,31,-0.3259405591497042,prev
2006,0,31,-0.32508821133694954,prev
2007,0,31,-0.32426052468830124,prev
2008,0,31,-0.32346432977370193,prev
2009,0,31,-0.3227064115117365,prev
2010,0,31,-0.32199330105825985,prev
2011,0,31,-0.32133138735483435,prev
2012,0,31,-0.3207266940413815,prev
2013,0,31,-0.3201848212549745,prev
2014,0,31,-0.31971086024801276,prev
2015,0,31,-0.31930933384667054,prev
2016,0,31,-0.31898409569565234,prev
2017,0,31,-0.3187383070063421,prev
2018,0,31,-0.3185743565596082,prev
2019,0,31,-0.31849386750460124,prev
2020,0,31,-0.318497618468168,prev
2021,0,31,-0.3185855642810961,prev
2022,0,31,-0.3187568778622963,prev
2023,0,31,-0.31900983934546406,prev
2024,0,31,-0.31934197404131237,prev
2025,0,31,-0.3197501377843179,prev
2026,0,31,-0.3197501377843179,prev
2000,1,31,-0.33524685723598957,prev
2001,1,31,-0.33450954561879404,prev
2002,1,31,-0.33373571738971863,prev
2003,1,31,-0.3329272559254035,prev
2004,1,31,-0.33208630657551425,prev
2005,1,31,-0.33121563781594987,prev
2006,1,31,-0.3303184892732487,prev
2007,1,31,-0.3293985379057998,prev
2008,1,31,-0.3284599876709138,prev
2009,1,31,-0.3275074369208932,prev
2010,1,31,-0.32654592826139417,prev
2011,1,31,-0.32558088189055867,prev
