year,age,F,M,province
2023,91,0.9728424243821302,0.9975673467493604,BC
2023,92,0.9728424243821302,0.9975673467493604,BC
2023,93,0.9728424243821302,0.9975673467493604,BC
2023,94,0.9728424243821302,0.9975673467493604,BC
2023,95,0.9728424243821302,0.9975673467493604,BC
2023,96,0.9728424243821302,0.9975673467493604,BC
2023,97,0.9728424243821302,0.9975673467493604,BC
2023,98,0.9728424243821302,0.9975673467493604,BC
2023,99,0.9728424243821302,0.9975673467493604,BC
2023,100,0.9728424243821302,0.9975673467493604,BC
2023,101,0.9728424243821302,0.9975673467493604,BC
2023,102,0.9728424243821302,0.9975673467493604,BC
2023,103,0.9728424243821302,0.9975673467493604,BC
2023,104,0.9728424243821302,0.9975673467493604,BC
2023,105,0.9728424243821302,0.9975673467493604,BC
2023,106,0.9728424243821302,0.9975673467493604,BC
2023,107,0.9728424243821302,0.9975673467493604,BC
2023,108,0.9728424243821302,0.9975673467493604,BC
2023,109,0.9728424243821302,0.9975673467493604,BC
2023,110,0.9728424243821302,0.9975673467493604,BC
2024,4,0.3022847227489992,0.15474465861943565,BC
2024,5,0.629546139470042,0.540174406893171,BC
2024,6,0.7908204552817751,0.735160315732998,BC
2024,7,0.8723441719800289,0.8368554191063537,BC
2024,8,0.9138738144917445,0.8910935111830874,BC
2024,9,0.9346953734310675,0.9204296645711185,BC
2024,10,0.9445831773368598,0.9363910986033857,BC
2024,11,0.9486737024279577,0.9450663909504027,BC
2024,12,0.9497427508720059,0.9497608475737005,BC
2024,13,0.9493183294116498,0.9523066497668992,BC
2024,14,0.9482472160152615,0.9537324370973285,BC
2024,15,0.9469943025643967,0.9546168840837531,BC
2024,16,0.9458061607990517,0.955281141360114,BC
2024,17,0.9448031794489158,0.9558965369327218,BC
2024,18,0.9440329079559854,0.9565464145004908,BC
2024,19,0.9435017012364891,0.9572624787886488,BC
2024,20,0.9431938844413604,0.9580466165892786,BC
2024,21,0.9430835405592483,0.9588842528238597,BC
2024,22,0.9431418110830242,0.9597526697725747,BC
2024,23,0.943341380677772,0.9606262723683366,BC
2024,24,0.943659131068475,0.96147996967997,BC
2024,25,0.9440775582759825,0.9622913748668358,BC
2024,26,0.9445853231286003,0.9630422500430202,BC
2024,27,0.9451771772415751,0.9637194555543733,BC
2024,28,0.9458534351655026,0.9643155591936212,BC
