,1,2,3,4,5
1,1.653678953,1.70682846,1.759977966,1.813127472,1.866276978
2,1.428366263,1.481515769,1.534665275,1.587814781,1.640964288
3,1.203053572,1.256203078,1.309352585,1.362502091,1.415651597
4,0.977740882,1.030890388,1.084039894,1.1371894,1.190338906
5,0.752428191,0.805577697,0.858727204,0.91187671,0.965026216
6,0.527115501,0.580265007,0.633414513,0.686564019,0.739713525
7,0.30180281,0.354952316,0.408101822,0.461251329,0.514400835
