year,age,F,M,province,proj_scenario
2001,1,0,0,BC,FA
2001,2,0,0,BC,FA
2001,3,0,0,BC,FA
2001,4,0,0,BC,FA
2001,5,0.0031609165808446577,0.001126929006085047,BC,FA
2001,6,0,0,BC,FA
2001,7,0,0,BC,FA
2001,8,0,0,BC,FA
2001,9,0,0,BC,FA
2001,10,0,0,BC,FA
2001,11,0,0,BC,FA
2001,12,0,0,BC,FA
2001,13,0,0,BC,FA
2001,14,0,0,BC,FA
2001,15,0,0,BC,FA
2001,16,0,0,BC,FA
2001,17,0,0,BC,FA
2001,18,0,0,BC,FA
2001,19,0,0,BC,FA
2001,20,0,0,BC,FA
2001,21,0,0,BC,FA
2001,22,0,0,BC,FA
2001,23,0,0,BC,FA
2001,24,0,0,BC,FA
2001,25,0,0,BC,FA
2001,26,0,0.0027498249404051393,BC,FA
2001,27,0,0,BC,FA
2001,28,0,0,BC,FA
2001,29,0,0,BC,FA
2001,30,0,0,BC,FA
2001,31,0,0,BC,FA
2001,32,0,0,BC,FA
2001,33,0,0,BC,FA
2001,34,0,0,BC,FA
2001,35,0,0,BC,FA
2001,36,0,4.037366279906609e-6,BC,FA
2001,37,0,0,BC,FA
2001,38,0,7.792151211131207e-4,BC,FA
2001,39,0,0,BC,FA
2001,40,0,5.706974828117328e-4,BC,FA
2001,41,0,0,BC,FA
2001,42,0,0,BC,FA
2001,43,0,0.0014717130745333228,BC,FA
2001,44,0,0,BC,FA
2001,45,0,0,BC,FA
2001,46,0,0,BC,FA
2001,47,0,0,BC,FA
2001,48,0,0,BC,FA
2001,49,0,0,BC,FA
2001,50,0,0,BC,FA
2001,51,7.848953876217408e-4,0.0010812955302188616,BC,FA
2001,52,0,0,BC,FA
2001,53,0,0,BC,FA
2001,54,0.01345025982256008,0.013233574853862696,BC,FA
2001,55,0,0,BC,FA
2001,56,0,0,BC,FA
2001,57,0,0,BC,FA
2001,58,0,0,BC,FA
2001,59,0,0,BC,FA
2001,60,0,0,BC,FA
2001,61,0,0,BC,FA
2001,62,0,0,BC,FA
2001,63,0,0,BC,FA
2001,64,0,0,BC,FA
2001,65,0,0,BC,FA
2001,66,0,0,BC,FA
2001,67,0,0,BC,FA
2001,68,0.0023605836729328825,0,BC,FA
2001,69,0,0,BC,FA
2001,70,8.58815197246429e-4,0,BC,FA
2001,71,0,0,BC,FA
2001,72,0.0014452174522027418,0,BC,FA
2001,73,0,0,BC,FA
2001,74,0,0,BC,FA
2001,75,0.0011075797852370518,0,BC,FA
2001,76,0,0,BC,FA
2001,77,0.0013761496420600903,9.191702836377982e-4,BC,FA
2001,78,0,0,BC,FA
2001,79,0.00460829064771972,0.0051384831524842346,BC,FA
2001,80,0.0019366014204052285,0.008583183137700406,BC,FA
2001,81,0.008132375424688565,0.011398167723749103,BC,FA
2001,82,0,0,BC,FA
2001,83,5.754857804655945e-4,0.01230878762365816,BC,FA
2001,84,0.007852070387682292,0.01797719348659004,BC,FA
2001,85,0.0021399079162333946,0.011175141980046282,BC,FA
2001,86,0.022565779150579526,0.020001945288753566,BC,FA
2001,87,0.014687490961677294,0.02371341619079602,BC,FA
2001,88,0.02555244565217396,0.01265144082332751,BC,FA
2001,89,0.009443653745416605,0.004373245614035164,BC,FA
2001,90,0.052791006172839515,0.03912805755395678,BC,FA
2001,91,0,0,BC,FA
2001,92,0,0,BC,FA
2001,93,0,0,BC,FA
2001,94,0,0,BC,FA
2001,95,0,0,BC,FA
2001,96,0,0,BC,FA
2001,97,0,0,BC,FA
2001,98,0,0,BC,FA
2001,99,0,0,BC,FA
2001,100,0,0,BC,FA
2002,1,0,0,BC,FA
2002,2,0,0,BC,FA
2002,3,0,2.3348995728462134e-4,BC,FA
2002,4,0.0013192614807874742,8.392512077292388e-4,BC,FA
2002,5,0,0,BC,FA
2002,6,0,6.607055862292763e-4,BC,FA
2002,7,0,0,BC,FA
2002,8,0,0,BC,FA
2002,9,0,0,BC,FA
2002,10,0,0,BC,FA
2002,11,0,0,BC,FA
2002,12,0,0,BC,FA
2002,13,0,0,BC,FA
2002,14,0,0,BC,FA
2002,15,0,0,BC,FA
2002,16,0,0,BC,FA
2002,17,0,0,BC,FA
2002,18,0,0,BC,FA
2002,19,0,0,BC,FA
2002,20,0,0,BC,FA
2002,21,0,0,BC,FA
2002,22,0,0,BC,FA
2002,23,0,0,BC,FA
2002,24,0,0,BC,FA
2002,25,0,0.0073578558848875555,BC,FA
2002,26,5.373280312009779e-4,0.012587784440285694,BC,FA
2002,27,0,0.012087751282825457,BC,FA
2002,28,0,0.0065800758035172895,BC,FA
2002,29,0,0.0034442331785689436,BC,FA
2002,30,0.0016148440584287259,0.004784502121287711,BC,FA
2002,31,0.003623895608729877,0.001840755742649688,BC,FA
2002,32,0.00345315849227982,0.0036003860060588094,BC,FA
2002,33,0,0.0023388347710684948,BC,FA
2002,34,0,0.003607086811070315,BC,FA
2002,35,9.99241648295673e-4,0.0017816800269451892,BC,FA
2002,36,8.012388645855125e-5,0,BC,FA
2002,37,0,0,BC,FA
2002,38,0,0,BC,FA
2002,39,0,0,BC,FA
2002,40,0,0.0014745401606425961,BC,FA
2002,41,0,0.0041498354003542326,BC,FA
2002,42,0,0.004445399335395906,BC,FA
2002,43,0,0.004599122863782023,BC,FA
2002,44,0,0.001626214995483229,BC,FA
2002,45,0,0.0010582843107891087,BC,FA
2002,46,0,0,BC,FA
2002,47,0,0,BC,FA
2002,48,0,0,BC,FA
2002,49,0,0,BC,FA
2002,50,0,0.0018346631699721738,BC,FA
2002,51,0,3.4461991434687073e-4,BC,FA
2002,52,0,0,BC,FA
2002,53,0,0,BC,FA
2002,54,0,0,BC,FA
2002,55,0,0,BC,FA
2002,56,0,0,BC,FA
2002,57,0,0,BC,FA
2002,58,0,0,BC,FA
2002,59,0,0,BC,FA
2002,60,0,0,BC,FA
2002,61,0,0,BC,FA
2002,62,0,0,BC,FA
2002,63,0,0,BC,FA
2002,64,0,0,BC,FA
2002,65,0,0,BC,FA
2002,66,0,0,BC,FA
2002,67,0,0,BC,FA
2002,68,0,0,BC,FA
2002,69,0,0,BC,FA
2002,70,0,0,BC,FA
2002,71,0,0,BC,FA
2002,72,0,0.00218269481709562,BC,FA
2002,73,0,0,BC,FA
2002,74,7.088371407515828e-4,0.0019920435428006146,BC,FA
2002,75,7.324369999253187e-4,0.0022828757187084952,BC,FA
2002,76,0,0.0038137165473048572,BC,FA
2002,77,0,0.003847218288489023,BC,FA
2002,78,0,0.0022849253257070886,BC,FA
2002,79,0.004428817721518998,0.0033605880326176914,BC,FA
2002,80,0.0031865910652918482,0.0021861329780794485,BC,FA
2002,81,0.0066544309312033855,0.008896368442456346,BC,FA
2002,82,0.0076160429722471005,0,BC,FA
2002,83,0.010625257357393851,0.007758367752184276,BC,FA
2002,84,0.01036901610017887,0.013388410411341025,BC,FA
2002,85,0.006685546540787864,0.00476019057702486,BC,FA
2002,86,0.01654755353666457,0.012960461095100604,BC,FA
2002,87,0.01646697310180438,0.018629242712294162,BC,FA
2002,88,0.021198470564434645,0.011406603334625792,BC,FA
2002,89,0.010733122105776153,0.012003541247484774,BC,FA
2002,90,0.01363396834876066,0.014617952755905475,BC,FA
2002,91,0.017269321851453086,0.029566310160427923,BC,FA
2002,92,0.024928929055580827,0.008229988726042789,BC,FA
2002,93,0.011068205424119754,0.02911289763779538,BC,FA
2002,94,0.028164153846153988,0,BC,FA
2002,95,0.0210564705882352,0,BC,FA
2002,96,0.012605056179775224,0.037837725118483496,BC,FA
2002,97,0.016563366733466985,0,BC,FA
2002,98,0,0,BC,FA
2002,99,0,0,BC,FA
2002,100,0,0,BC,FA
2003,1,0,0,BC,FA
2003,2,0,0,BC,FA
2003,3,0,0,BC,FA
2003,4,0,0,BC,FA
2003,5,0,0,BC,FA
2003,6,0,0,BC,FA
2003,7,0,0,BC,FA
2003,8,0,0,BC,FA
2003,9,0,0,BC,FA
2003,10,0,0,BC,FA
2003,11,0,0,BC,FA
2003,12,0,0,BC,FA
2003,13,0,0,BC,FA
2003,14,0,0,BC,FA
2003,15,0,0,BC,FA
2003,16,0,0,BC,FA
2003,17,0,0,BC,FA
2003,18,0,0,BC,FA
2003,19,0,0,BC,FA
2003,20,0,0,BC,FA
2003,21,0,0,BC,FA
2003,22,0,0,BC,FA
2003,23,0,0,BC,FA
2003,24,0.003071412202154862,0,BC,FA
2003,25,0,0.004539788249554946,BC,FA
2003,26,0,0.009655471826719324,BC,FA
2003,27,0.0013463845270012787,0.011784843550570507,BC,FA
2003,28,0,0.007856110223034035,BC,FA
2003,29,0,0,BC,FA
2003,30,0,0.003655943584808017,BC,FA
2003,31,0.003142258517611498,0.002686261852792834,BC,FA
2003,32,0.003568328933474136,0.0029227313566935645,BC,FA
2003,33,0.00399921673400222,0.0020281993138375858,BC,FA
2003,34,0.0016858490196079636,9.357824395757178e-4,BC,FA
2003,35,7.521920175466594e-4,0.002994943503783371,BC,FA
2003,36,0.0026123860234076196,0.002456524237712142,BC,FA
2003,37,0,3.7082116196037883e-4,BC,FA
2003,38,0,0,BC,FA
2003,39,0,0,BC,FA
2003,40,0,0,BC,FA
2003,41,0,6.864692351925581e-4,BC,FA
2003,42,0,0.0013217083727464103,BC,FA
2003,43,0,0.004055156475131132,BC,FA
2003,44,7.04381001079403e-4,0.003054724611973375,BC,FA
2003,45,0,9.894109565014002e-4,BC,FA
2003,46,0,3.26621215761735e-4,BC,FA
2003,47,0,0,BC,FA
2003,48,0,0,BC,FA
2003,49,0,0,BC,FA
2003,50,0,3.2668019846654987e-4,BC,FA
2003,51,0,0.0016279105018618134,BC,FA
2003,52,0,0,BC,FA
2003,53,0,0,BC,FA
2003,54,0,6.175684232744773e-4,BC,FA
2003,55,0,0,BC,FA
2003,56,0,0,BC,FA
2003,57,0,0,BC,FA
2003,58,0,0,BC,FA
2003,59,0,0,BC,FA
2003,60,0,0,BC,FA
2003,61,0,0,BC,FA
2003,62,0,0,BC,FA
2003,63,0,0,BC,FA
2003,64,0,0,BC,FA
2003,65,0,0,BC,FA
2003,66,0,0,BC,FA
2003,67,0,0,BC,FA
2003,68,0,0,BC,FA
2003,69,0,0,BC,FA
2003,70,0,0,BC,FA
2003,71,0,0,BC,FA
2003,72,0,0,BC,FA
2003,73,0,0.0017628660835467898,BC,FA
2003,74,0.0013336478443894744,0,BC,FA
2003,75,0.0018349468446050364,0.002141404796449668,BC,FA
2003,76,0,0.005458427794673318,BC,FA
2003,77,0,0.004134782009644762,BC,FA
2003,78,2.989027531795892e-4,0.0036318354363269,BC,FA
2003,79,0.0054159801346246915,0.005485491729995511,BC,FA
2003,80,0,0.006021954905545393,BC,FA
2003,81,0.0022132902878666577,0.0058449657489980655,BC,FA
2003,82,9.12541599315409e-4,0.0037200653879686154,BC,FA
2003,83,0.004243013352959845,0.002928718867003189,BC,FA
2003,84,0.008888496182218333,0.011071315331010573,BC,FA
2003,85,0.004107869988207717,0.007581479107920947,BC,FA
2003,86,0.004106300780627493,0.013145060812815022,BC,FA
2003,87,0.01425217577706332,0.023541168702542088,BC,FA
2003,88,0.012343021936460126,0.02303132352941174,BC,FA
2003,89,0.01437976749487094,0.021905218978102155,BC,FA
2003,90,0.011765608333333325,0.02692888082274635,BC,FA
2003,91,0.007687912504305719,0.007343551696921732,BC,FA
2003,92,0.00780833895446886,0.040286923076923116,BC,FA
2003,93,0.015721097161572196,0.008962499999999903,BC,FA
2003,94,0.019311208005718554,0,BC,FA
2003,95,0.007694310511089722,0.020526611570247977,BC,FA
2003,96,0,0.027013466135458197,BC,FA
2003,97,0.06023021359223297,0,BC,FA
2003,98,0.0201063835616436,0,BC,FA
2003,99,0.030704182509505684,0,BC,FA
2003,100,0,0,BC,FA
2004,1,0,0,BC,FA
2004,2,0,0,BC,FA
2004,3,0,0,BC,FA
2004,4,0,0,BC,FA
2004,5,0,0,BC,FA
2004,6,0,0,BC,FA
2004,7,0,0,BC,FA
2004,8,0,0,BC,FA
2004,9,0,0,BC,FA
2004,10,0,0,BC,FA
2004,11,0,0,BC,FA
2004,12,0,0,BC,FA
2004,13,0,0,BC,FA
2004,14,0,0,BC,FA
2004,15,0,0,BC,FA
2004,16,0,0,BC,FA
2004,17,0,0,BC,FA
2004,18,0,0,BC,FA
2004,19,0,0,BC,FA
2004,20,0,0.0029998139158575908,BC,FA
2004,21,0,0.006360942552690873,BC,FA
2004,22,0,0,BC,FA
2004,23,0,0,BC,FA
2004,24,0,0,BC,FA
2004,25,0,0.003325722390038815,BC,FA
2004,26,0,0.009524519771848577,BC,FA
2004,27,0,0.003275028901734327,BC,FA
2004,28,0,0,BC,FA
2004,29,0,0,BC,FA
2004,30,0,0,BC,FA
2004,31,0,0,BC,FA
2004,32,0.00329794085749407,0.0014993181981206635,BC,FA
2004,33,0,0.001192302767589352,BC,FA
2004,34,0,0,BC,FA
2004,35,0,0,BC,FA
2004,36,0,0,BC,FA
2004,37,0,0,BC,FA
2004,38,0,0,BC,FA
2004,39,0,0,BC,FA
2004,40,0,0,BC,FA
2004,41,0,0,BC,FA
2004,42,0,0,BC,FA
2004,43,0,8.079030867391881e-4,BC,FA
2004,44,0,0,BC,FA
2004,45,0,0.0019485291935053054,BC,FA
2004,46,0,0,BC,FA
2004,47,0,0,BC,FA
2004,48,0,0,BC,FA
2004,49,0,0,BC,FA
2004,50,0,0,BC,FA
2004,51,0,0,BC,FA
2004,52,0,0.001877317937843815,BC,FA
2004,53,0,0,BC,FA
2004,54,0,0,BC,FA
2004,55,0,3.676472668127722e-4,BC,FA
2004,56,0,0,BC,FA
2004,57,0,0,BC,FA
2004,58,0,0,BC,FA
2004,59,0,0,BC,FA
2004,60,0,0,BC,FA
2004,61,0,0,BC,FA
2004,62,0,0,BC,FA
2004,63,0,0,BC,FA
2004,64,0,0,BC,FA
2004,65,0,0,BC,FA
2004,66,0,0,BC,FA
2004,67,0,0,BC,FA
2004,68,0,0,BC,FA
2004,69,0,0,BC,FA
2004,70,0,0,BC,FA
2004,71,0,0,BC,FA
2004,72,0,0,BC,FA
2004,73,0,0,BC,FA
2004,74,0,0.0018642227233844437,BC,FA
2004,75,0,0,BC,FA
2004,76,7.936751872732688e-4,0,BC,FA
2004,77,0,0.0029039878892732876,BC,FA
2004,78,0,0.004342690957885895,BC,FA
2004,79,0,0.003152768664211539,BC,FA
2004,80,0.0028082666211487364,9.367700837561299e-4,BC,FA
2004,81,0.0033441982640475022,0.002679714841218403,BC,FA
2004,82,0.0045465808823529335,0.008458256574370535,BC,FA
2004,83,0.0027395505167050853,0.009103222449944739,BC,FA
2004,84,0.002695343306910647,0.0036793908269878786,BC,FA
2004,85,0.006388612114476149,0.02038368894289191,BC,FA
2004,86,0.014610107769020433,0.01797095416546574,BC,FA
2004,87,0.006406870322019102,0.009799521419009607,BC,FA
2004,88,0.012741215008933665,0.02723316193399841,BC,FA
2004,89,0.0187549315068494,0.015750364337762425,BC,FA
2004,90,0.019650026191723517,0.018501810298102935,BC,FA
2004,91,0.022381262199089196,0.006094924078091316,BC,FA
2004,92,0.01470031810766724,0.02976517241379307,BC,FA
2004,93,0.032274735751295476,0.023841951219512197,BC,FA
2004,94,0.010243489932885734,0.004148426763110322,BC,FA
2004,95,0.0093558543165466,0.022156072351421256,BC,FA
2004,96,0.018962957393483963,0,BC,FA
2004,97,0.03451496466431101,0.021902817679558095,BC,FA
2004,98,0.024256300268096793,0,BC,FA
2004,99,0.018024612403100788,0.09439776119402993,BC,FA
2004,100,0,0,BC,FA
2005,1,0,0,BC,FA
2005,2,0,0,BC,FA
2005,3,0,0,BC,FA
2005,4,0,0,BC,FA
2005,5,0,0,BC,FA
2005,6,0,0,BC,FA
2005,7,0,0,BC,FA
2005,8,0,0,BC,FA
2005,9,0,0,BC,FA
2005,10,0,0,BC,FA
2005,11,0,0,BC,FA
2005,12,0,0,BC,FA
2005,13,0,0,BC,FA
2005,14,0,0,BC,FA
2005,15,0,0,BC,FA
2005,16,0,0,BC,FA
2005,17,0,0,BC,FA
2005,18,0,0,BC,FA
2005,19,0,0,BC,FA
2005,20,0,0,BC,FA
2005,21,0,0.001469469842878946,BC,FA
2005,22,0,0.0010453331087908917,BC,FA
2005,23,0,0,BC,FA
2005,24,0,0,BC,FA
2005,25,0,0,BC,FA
2005,26,0,0.0034558173610595567,BC,FA
2005,27,0,0,BC,FA
2005,28,0,0,BC,FA
2005,29,0,0,BC,FA
2005,30,0,0,BC,FA
2005,31,0,0,BC,FA
2005,32,0,0,BC,FA
2005,33,0,0,BC,FA
2005,34,0,0,BC,FA
2005,35,0,0,BC,FA
2005,36,0,0,BC,FA
2005,37,0,0,BC,FA
2005,38,0,0,BC,FA
2005,39,0,0,BC,FA
2005,40,0,0,BC,FA
2005,41,0,0,BC,FA
2005,42,0,0,BC,FA
2005,43,0,0,BC,FA
2005,44,0,0,BC,FA
2005,45,0,0,BC,FA
2005,46,0,0,BC,FA
2005,47,0,0,BC,FA
2005,48,0,0,BC,FA
2005,49,0,0,BC,FA
2005,50,0,0,BC,FA
2005,51,0,0,BC,FA
2005,52,0,0,BC,FA
2005,53,0,0.0010832518321118691,BC,FA
2005,54,0,0,BC,FA
2005,55,0,0,BC,FA
2005,56,0,4.072203450115783e-4,BC,FA
2005,57,0,0,BC,FA
2005,58,0,0,BC,FA
2005,59,0,0,BC,FA
2005,60,0,0,BC,FA
2005,61,0,0,BC,FA
2005,62,0,0,BC,FA
2005,63,0,0,BC,FA
2005,64,0,0,BC,FA
2005,65,0,0,BC,FA
2005,66,0,0,BC,FA
2005,67,0,0,BC,FA
2005,68,0,0,BC,FA
2005,69,0,0,BC,FA
2005,70,0,0,BC,FA
2005,71,0,0,BC,FA
2005,72,0,0,BC,FA
2005,73,0,0,BC,FA
2005,74,0,0.0012816009575823027,BC,FA
2005,75,0,0.0032420843392886012,BC,FA
2005,76,1.7573495984210639e-4,0.0037674838709677834,BC,FA
2005,77,0,0.005652682724252608,BC,FA
2005,78,9.602277315666983e-5,0.006797735849056542,BC,FA
2005,79,0.003781286084846486,0.0084476092881282,BC,FA
2005,80,0,0.009249089615931582,BC,FA
2005,81,0,0.0015834675503313504,BC,FA
2005,82,0.002636246047714795,0.008848252332544139,BC,FA
2005,83,0.0034965380023875277,0.003135663822780789,BC,FA
2005,84,0.0021506202787531384,0.005469278739078447,BC,FA
2005,85,0.005925982527524873,0.008226394782947476,BC,FA
2005,86,0.01071645248868764,0.02721168224299074,BC,FA
2005,87,0.006359829794700832,0.020440494595479686,BC,FA
2005,88,0.018042546583850818,0.009058750952018187,BC,FA
2005,89,0.02622618563685629,0.030879357466063503,BC,FA
2005,90,0.018024681684623,0.039768538860103696,BC,FA
2005,91,0.00861519903498197,0.038636599999999965,BC,FA
2005,92,0.022654565133358912,0.027955444743935225,BC,FA
2005,93,0.02414980702622461,0.040934600760456324,BC,FA
2005,94,0.016040509554140027,0.035267725563909766,BC,FA
2005,95,0.010685390428211618,0.029127657004830936,BC,FA
2005,96,0.017357589803012753,0.02177472027972013,BC,FA
2005,97,0.03227670588235282,0.08197058823529423,BC,FA
2005,98,0,0.004437751937984572,BC,FA
2005,99,0.03577259541984724,0,BC,FA
2005,100,0,0,BC,FA
2006,1,0,0,BC,FA
2006,2,0,0,BC,FA
2006,3,0,0,BC,FA
2006,4,0,0,BC,FA
2006,5,0,0,BC,FA
2006,6,0,0,BC,FA
2006,7,0,0,BC,FA
2006,8,0,0,BC,FA
2006,9,0,0,BC,FA
2006,10,0,0,BC,FA
2006,11,0,0,BC,FA
2006,12,0,0,BC,FA
2006,13,0,0,BC,FA
2006,14,0,0,BC,FA
2006,15,0,0,BC,FA
2006,16,0,0,BC,FA
2006,17,0,0,BC,FA
2006,18,0,0,BC,FA
2006,19,0,0,BC,FA
2006,20,0,0,BC,FA
2006,21,0,0.0011803838350241944,BC,FA
2006,22,0,0,BC,FA
2006,23,0,0.003299232096343081,BC,FA
2006,24,0,0.006288970628229818,BC,FA
2006,25,0,0.001980287656903886,BC,FA
2006,26,0,0.002944545127392982,BC,FA
2006,27,0,0.0016414119829346364,BC,FA
2006,28,0,0,BC,FA
2006,29,0,0,BC,FA
2006,30,0,0,BC,FA
2006,31,0,0,BC,FA
2006,32,0,0,BC,FA
2006,33,0,0,BC,FA
2006,34,0,0,BC,FA
2006,35,0,0,BC,FA
2006,36,0,0,BC,FA
2006,37,0,0,BC,FA
2006,38,0,0,BC,FA
2006,39,0,0,BC,FA
2006,40,0,0,BC,FA
2006,41,0,0,BC,FA
2006,42,0,0,BC,FA
2006,43,0,0,BC,FA
2006,44,0,0,BC,FA
2006,45,0,0,BC,FA
2006,46,0,0,BC,FA
2006,47,0,0,BC,FA
2006,48,0,0,BC,FA
2006,49,0,0,BC,FA
2006,50,0,0,BC,FA
2006,51,0,0,BC,FA
2006,52,0,0,BC,FA
2006,53,0,0,BC,FA
2006,54,0,0,BC,FA
2006,55,0,0,BC,FA
2006,56,0,0,BC,FA
2006,57,0,0,BC,FA
2006,58,0,0,BC,FA
2006,59,0.005859342391868188,0.006529076407270214,BC,FA
2006,60,0,0,BC,FA
2006,61,0,0,BC,FA
2006,62,0,0,BC,FA
2006,63,0,0,BC,FA
2006,64,0,0,BC,FA
2006,65,0,0,BC,FA
2006,66,0,0,BC,FA
2006,67,0,0,BC,FA
2006,68,0,0,BC,FA
2006,69,0,0,BC,FA
2006,70,0,4.084208408771173e-4,BC,FA
2006,71,0,0,BC,FA
2006,72,0,0,BC,FA
2006,73,0.00137177747158127,0,BC,FA
2006,74,0,0,BC,FA
2006,75,0.00413071901540233,0.004757495156165062,BC,FA
2006,76,0.0026068556434324826,0.00805234203239068,BC,FA
2006,77,0,0,BC,FA
2006,78,7.393301357615545e-4,0.0029415242137756873,BC,FA
2006,79,0.002577538602787727,0.0062172247023809454,BC,FA
2006,80,8.004721885288628e-4,0.004337820276497724,BC,FA
2006,81,0.002517328797780201,1.597139631162886e-4,BC,FA
2006,82,0.007481633834375924,0.0025127165932452298,BC,FA
2006,83,0.007324793438638903,0.00372532453904987,BC,FA
2006,84,0.007017394798054793,0.008835362389813766,BC,FA
2006,85,0.014613317274604494,0.0113421621621618,BC,FA
2006,86,0.010893053504339969,0.009009095238095193,BC,FA
2006,87,0.00864487179487182,0,BC,FA
2006,88,0.008786860510046117,0,BC,FA
2006,89,0.01776726003490428,0.004825078947368511,BC,FA
2006,90,0.0164945015416239,0.03821588170865272,BC,FA
2006,91,0.030252537998279216,0.024568201892744564,BC,FA
2006,92,0.007800492264416492,0.03370711297071127,BC,FA
2006,93,0.0034388380603844614,0,BC,FA
2006,94,0.01090176506024092,0.031906800000000055,BC,FA
2006,95,0.009838431061806768,0,BC,FA
2006,96,0.0246587149028078,0.057296655290102735,BC,FA
2006,97,0.016352484848484856,0.04588331658291451,BC,FA
2006,98,0,0,BC,FA
2006,99,0.016495114006514728,0,BC,FA
2006,100,0,0,BC,FA
2007,1,0,0,BC,FA
2007,2,0,0,BC,FA
2007,3,0,0,BC,FA
2007,4,0,0,BC,FA
2007,5,0,0,BC,FA
2007,6,0,0,BC,FA
2007,7,0,0,BC,FA
2007,8,0,0,BC,FA
2007,9,0,0,BC,FA
2007,10,0,0,BC,FA
2007,11,0,0,BC,FA
2007,12,0,0,BC,FA
2007,13,0,0,BC,FA
2007,14,0,0,BC,FA
2007,15,5.680481355151994e-4,0,BC,FA
2007,16,0,0,BC,FA
2007,17,0,0.0034550227612446063,BC,FA
2007,18,0,0.00463861429387419,BC,FA
2007,19,0,0,BC,FA
2007,20,0,0,BC,FA
2007,21,0,0,BC,FA
2007,22,0,0,BC,FA
2007,23,0,0,BC,FA
2007,24,0,0,BC,FA
2007,25,0,0,BC,FA
2007,26,0,0,BC,FA
2007,27,0,0,BC,FA
2007,28,0,0,BC,FA
2007,29,0,0,BC,FA
2007,30,0,0,BC,FA
2007,31,0,0,BC,FA
2007,32,0,0,BC,FA
2007,33,0,0,BC,FA
2007,34,0,0,BC,FA
2007,35,0,0,BC,FA
2007,36,0,0,BC,FA
2007,37,0,0,BC,FA
2007,38,0,0,BC,FA
2007,39,0,0,BC,FA
2007,40,0,0,BC,FA
2007,41,0,0,BC,FA
2007,42,0,0,BC,FA
2007,43,0,0,BC,FA
2007,44,0,0,BC,FA
2007,45,0,0,BC,FA
2007,46,0,0,BC,FA
2007,47,0,0,BC,FA
2007,48,0,0,BC,FA
2007,49,0,0,BC,FA
2007,50,0,0,BC,FA
2007,51,0,0,BC,FA
2007,52,2.950633505396556e-4,0,BC,FA
2007,53,0.0033036593194952714,0,BC,FA
2007,54,0.004562063647878649,0,BC,FA
2007,55,0.003214353235468551,0,BC,FA
2007,56,0.0020924235231184005,0,BC,FA
2007,57,0,0,BC,FA
2007,58,0,0,BC,FA
2007,59,0,0,BC,FA
2007,60,0,0,BC,FA
2007,61,0,0,BC,FA
2007,62,0,0,BC,FA
2007,63,0,0,BC,FA
2007,64,0,0,BC,FA
2007,65,9.734054988054733e-4,0,BC,FA
2007,66,0,0,BC,FA
2007,67,5.449246486424724e-4,0,BC,FA
2007,68,0,0,BC,FA
2007,69,0,0,BC,FA
2007,70,0,0,BC,FA
2007,71,0,0,BC,FA
2007,72,6.8260633971289115e-6,0,BC,FA
2007,73,0.0036752453900708586,0.0031706753942279536,BC,FA
2007,74,0.0021140504284308677,0.002442929805942943,BC,FA
2007,75,0.002765579125073328,0.001828857696781646,BC,FA
2007,76,0.0013008127208485533,0.0026080502488359052,BC,FA
2007,77,0.004171181880367896,0.006222456017505378,BC,FA
2007,78,0.0076332811370753905,0.003442085114290993,BC,FA
2007,79,0.00341885471809076,0.008334839365595809,BC,FA
2007,80,0.005788470016488587,0.004557478972748685,BC,FA
2007,81,0.006053475074640365,0.009015369506506348,BC,FA
2007,82,0.006859868421052421,0.006270587525150898,BC,FA
2007,83,0.00808727999210708,0.012492876355748538,BC,FA
2007,84,0.0077600903906167,0.017168457744162965,BC,FA
2007,85,0.009800455730642558,0.014609091891892079,BC,FA
2007,86,0.010693099255582914,0.021463803563852555,BC,FA
2007,87,0,0.015418221787982363,BC,FA
2007,88,0.008785981545141881,0.021428233638282824,BC,FA
2007,89,0.015781586475943004,0.02791264527320032,BC,FA
2007,90,0.027722902334923586,0.040003815580286185,BC,FA
2007,91,0.019309579731743562,0.005705531637312454,BC,FA
2007,92,0.023268452380952435,0.020066004672897233,BC,FA
2007,93,0,0.0017649013499482307,BC,FA
2007,94,0.015452846715328343,0.03118596491228082,BC,FA
2007,95,0.012988670694863964,0.026200892857142857,BC,FA
2007,96,0.007479738430583573,0.04521200000000003,BC,FA
2007,97,0.03238325648414983,0,BC,FA
2007,98,0.020574127310061772,0.05256037593984968,BC,FA
2007,99,0.0527503134796239,2.651063829788161e-4,BC,FA
2007,100,0,0,BC,FA
2008,1,0,0,BC,FA
2008,2,0,0,BC,FA
2008,3,0,0,BC,FA
2008,4,0,0,BC,FA
2008,5,0,0,BC,FA
2008,6,0,0,BC,FA
2008,7,0,0,BC,FA
2008,8,0,0,BC,FA
2008,9,0,0,BC,FA
2008,10,0,0,BC,FA
2008,11,0,0,BC,FA
2008,12,0,0,BC,FA
2008,13,0,0,BC,FA
2008,14,0,0,BC,FA
2008,15,0,0,BC,FA
2008,16,0,0,BC,FA
2008,17,0,0,BC,FA
2008,18,0,6.578193443067164e-4,BC,FA
2008,19,0,0,BC,FA
2008,20,0,0.0013178782872556923,BC,FA
2008,21,0,0,BC,FA
2008,22,0,0,BC,FA
2008,23,0,0,BC,FA
2008,24,0,0,BC,FA
2008,25,0,0,BC,FA
2008,26,0,0,BC,FA
2008,27,0,0,BC,FA
2008,28,0,0,BC,FA
2008,29,0,0,BC,FA
2008,30,0,0,BC,FA
2008,31,0,0,BC,FA
