age,prob_death,se,sex,year,province
61,0.00858,0.00107,M,2008,BC
62,0.00938,0.00123,M,2008,BC
63,0.01026,0.00133,M,2008,BC
64,0.01124,0.00139,M,2008,BC
65,0.01231,0.00149,M,2008,BC
66,0.01349,0.00163,M,2008,BC
67,0.0148,0.00175,M,2008,BC
68,0.01625,0.0019,M,2008,BC
69,0.01786,0.00203,M,2008,BC
70,0.01963,0.00218,M,2008,BC
71,0.0216,0.00234,M,2008,BC
72,0.02378,0.00247,M,2008,BC
73,0.02621,0.00266,M,2008,BC
74,0.0289,0.00285,M,2008,BC
75,0.03189,0.00302,M,2008,BC
76,0.03521,0.00321,M,2008,BC
77,0.03891,0.00342,M,2008,BC
78,0.04303,0.00376,M,2008,BC
79,0.04762,0.00408,M,2008,BC
80,0.05273,0.00449,M,2008,BC
81,0.05844,0.00495,M,2008,BC
82,0.06482,0.00546,M,2008,BC
83,0.07194,0.006,M,2008,BC
84,0.0799,0.00654,M,2008,BC
85,0.08881,0.00735,M,2008,BC
86,0.09878,0.00809,M,2008,BC
87,0.10995,0.0092,M,2008,BC
88,0.12247,0.01041,M,2008,BC
89,0.13652,0.01316,M,2008,BC
90,0.15228,0.01523,M,2008,BC
91,0.1695,0.0179,M,2008,BC
92,0.1877,0.02066,M,2008,BC
93,0.20678,0.02376,M,2008,BC
94,0.22664,0.0286,M,2008,BC
95,0.23953,0.03435,M,2008,BC
96,0.25879,0.04443,M,2008,BC
97,0.27859,0.05625,M,2008,BC
98,0.2988,0.06562,M,2008,BC
99,0.31927,0.08879,M,2008,BC
100,0.33984,0.10403,M,2008,BC
101,0.36037,0.13105,M,2008,BC
102,0.38069,0.19603,M,2008,BC
103,0.40065,0.29243,M,2008,BC
104,0.42013,0.26778,M,2008,BC
105,0.43899,0.32811,M,2008,BC
106,0.45713,0.49789,M,2008,BC
107,0.47445,0.85478,M,2008,BC
108,0.49089,0.85114,M,2008,BC
109,0.50641,0.84682,M,2008,BC
110,1,0,M,2008,BC
0,0.00335,7.7e-4,F,2008,BC
1,1.8e-4,1.8e-4,F,2008,BC
2,1.6e-4,1.7e-4,F,2008,BC
3,1.5e-4,1.7e-4,F,2008,BC
4,1.4e-4,1.6e-4,F,2008,BC
5,1.3e-4,1.6e-4,F,2008,BC
6,1.2e-4,1.5e-4,F,2008,BC
7,1.2e-4,1.5e-4,F,2008,BC
8,1.1e-4,1.4e-4,F,2008,BC
9,1e-4,1.3e-4,F,2008,BC
10,1e-4,1.3e-4,F,2008,BC
11,1e-4,1.3e-4,F,2008,BC
12,1.1e-4,1.3e-4,F,2008,BC
13,1.2e-4,1.4e-4,F,2008,BC
14,1.4e-4,1.5e-4,F,2008,BC
15,1.8e-4,1.6e-4,F,2008,BC
16,2.2e-4,1.8e-4,F,2008,BC
17,2.5e-4,1.9e-4,F,2008,BC
18,2.7e-4,1.9e-4,F,2008,BC
19,2.9e-4,2e-4,F,2008,BC
20,3e-4,2e-4,F,2008,BC
21,3.2e-4,2.1e-4,F,2008,BC
22,3.4e-4,2.1e-4,F,2008,BC
23,3.5e-4,2.1e-4,F,2008,BC
24,3.7e-4,2.2e-4,F,2008,BC
25,3.9e-4,2.2e-4,F,2008,BC
26,4e-4,2.3e-4,F,2008,BC
27,4.1e-4,2.3e-4,F,2008,BC
28,4.2e-4,2.4e-4,F,2008,BC
29,4.2e-4,2.4e-4,F,2008,BC
30,4.2e-4,2.4e-4,F,2008,BC
31,4.3e-4,2.4e-4,F,2008,BC
32,4.3e-4,2.4e-4,F,2008,BC
33,4.5e-4,2.5e-4,F,2008,BC
34,4.7e-4,2.5e-4,F,2008,BC
35,5e-4,2.6e-4,F,2008,BC
36,5.4e-4,2.7e-4,F,2008,BC
37,5.9e-4,2.7e-4,F,2008,BC
38,6.5e-4,2.8e-4,F,2008,BC
39,7.2e-4,2.9e-4,F,2008,BC
40,8.1e-4,3.1e-4,F,2008,BC
41,9.1e-4,3.4e-4,F,2008,BC
42,0.00102,3.5e-4,F,2008,BC
43,0.00113,3.5e-4,F,2008,BC
44,0.00126,3.6e-4,F,2008,BC
45,0.00139,3.8e-4,F,2008,BC
46,0.00153,4e-4,F,2008,BC
47,0.00167,4.2e-4,F,2008,BC
48,0.00183,4.4e-4,F,2008,BC
49,0.00198,4.6e-4,F,2008,BC
50,0.00214,4.8e-4,F,2008,BC
51,0.00231,5e-4,F,2008,BC
52,0.0025,5.3e-4,F,2008,BC
53,0.00271,5.5e-4,F,2008,BC
54,0.00293,5.9e-4,F,2008,BC
55,0.00318,6.2e-4,F,2008,BC
56,0.00346,6.6e-4,F,2008,BC
57,0.00376,6.9e-4,F,2008,BC
58,0.0041,7.3e-4,F,2008,BC
59,0.00447,7.7e-4,F,2008,BC
60,0.00487,8.1e-4,F,2008,BC
61,0.00533,8.4e-4,F,2008,BC
62,0.00583,9.7e-4,F,2008,BC
63,0.00639,0.00104,F,2008,BC
64,0.007,0.0011,F,2008,BC
65,0.00769,0.00118,F,2008,BC
66,0.00846,0.00128,F,2008,BC
67,0.00931,0.00135,F,2008,BC
68,0.01026,0.00149,F,2008,BC
69,0.01132,0.0016,F,2008,BC
70,0.01251,0.0017,F,2008,BC
71,0.01384,0.00182,F,2008,BC
72,0.01533,0.00195,F,2008,BC
73,0.017,0.00209,F,2008,BC
74,0.01887,0.00226,F,2008,BC
75,0.02098,0.00237,F,2008,BC
76,0.02335,0.00255,F,2008,BC
77,0.02602,0.00269,F,2008,BC
78,0.02903,0.00289,F,2008,BC
79,0.03242,0.00314,F,2008,BC
80,0.03626,0.00339,F,2008,BC
81,0.0406,0.00364,F,2008,BC
82,0.04552,0.00394,F,2008,BC
83,0.051090000000000003,0.00424,F,2008,BC
84,0.05741,0.0046,F,2008,BC
85,0.0646,0.0051,F,2008,BC
86,0.07277,0.00554,F,2008,BC
87,0.08208,0.00615,F,2008,BC
88,0.09268,0.00689,F,2008,BC
89,0.10479,0.00832,F,2008,BC
90,0.11862,0.00961,F,2008,BC
91,0.13401,0.01098,F,2008,BC
92,0.15058,0.01257,F,2008,BC
93,0.16831,0.01418,F,2008,BC
94,0.18712,0.01635,F,2008,BC
95,0.20339,0.01975,F,2008,BC
96,0.22309,0.0237,F,2008,BC
97,0.24369,0.02908,F,2008,BC
98,0.26506,0.03611,F,2008,BC
99,0.28704,0.04386,F,2008,BC
100,0.30943,0.05455,F,2008,BC
101,0.33204,0.07046,F,2008,BC
102,0.35466,0.08669,F,2008,BC
103,0.37709,0.11956,F,2008,BC
104,0.39912,0.14951,F,2008,BC
105,0.42056,0.18896,F,2008,BC
106,0.44126,0.2281,F,2008,BC
107,0.46107,0.38302,F,2008,BC
108,0.47988,0.50192,F,2008,BC
109,0.4976,0.63255,F,2008,BC
110,1,0,F,2008,BC
0,0.00326,7.3e-4,M,2009,BC
1,1.2e-4,1.4e-4,M,2009,BC
2,1.4e-4,1.5e-4,M,2009,BC
3,1.5e-4,1.6e-4,M,2009,BC
4,1.5e-4,1.6e-4,M,2009,BC
5,1.5e-4,1.6e-4,M,2009,BC
6,1.5e-4,1.6e-4,M,2009,BC
7,1.3e-4,1.5e-4,M,2009,BC
8,1.2e-4,1.4e-4,M,2009,BC
9,1e-4,1.3e-4,M,2009,BC
10,9e-5,1.2e-4,M,2009,BC
11,9e-5,1.2e-4,M,2009,BC
12,9e-5,1.2e-4,M,2009,BC
13,1.1e-4,1.2e-4,M,2009,BC
14,1.5e-4,1.4e-4,M,2009,BC
15,2.2e-4,1.7e-4,M,2009,BC
16,3.2e-4,2.1e-4,M,2009,BC
17,4.4e-4,2.4e-4,M,2009,BC
18,5.4e-4,2.7e-4,M,2009,BC
19,6.3e-4,2.8e-4,M,2009,BC
20,7.1e-4,3e-4,M,2009,BC
21,7.8e-4,3.2e-4,M,2009,BC
22,8.3e-4,3.3e-4,M,2009,BC
23,8.7e-4,3.3e-4,M,2009,BC
24,8.8e-4,3.2e-4,M,2009,BC
25,8.8e-4,3.3e-4,M,2009,BC
26,8.8e-4,3.3e-4,M,2009,BC
27,8.9e-4,3.3e-4,M,2009,BC
28,9e-4,3.4e-4,M,2009,BC
29,9.1e-4,3.4e-4,M,2009,BC
30,0.00093000000000000005,3.5e-4,M,2009,BC
31,9.5e-4,3.6e-4,M,2009,BC
32,9.7e-4,3.6e-4,M,2009,BC
33,9.8e-4,3.7e-4,M,2009,BC
34,0.001,3.7e-4,M,2009,BC
35,0.001,3.7e-4,M,2009,BC
36,0.00102,3.7e-4,M,2009,BC
37,0.00106,3.7e-4,M,2009,BC
38,0.00113,3.7e-4,M,2009,BC
39,0.00123,3.8e-4,M,2009,BC
40,0.00136,4.1e-4,M,2009,BC
41,0.00153,4.3e-4,M,2009,BC
42,0.0017,4.6e-4,M,2009,BC
43,0.00189,4.7e-4,M,2009,BC
44,0.00209,4.8e-4,M,2009,BC
45,0.00229,4.9e-4,M,2009,BC
46,0.00251,5.1e-4,M,2009,BC
47,0.00274,5.4e-4,M,2009,BC
48,0.00297,5.6e-4,M,2009,BC
49,0.00321,5.9e-4,M,2009,BC
50,0.00346,6.2e-4,M,2009,BC
51,0.0037200000000000002,6.4e-4,M,2009,BC
52,0.004,6.7e-4,M,2009,BC
53,0.00431,7e-4,M,2009,BC
54,0.00464,7.3e-4,M,2009,BC
55,0.00501,7.7e-4,M,2009,BC
56,0.00541,8.2e-4,M,2009,BC
57,0.00586,8.6e-4,M,2009,BC
58,0.00634,9e-4,M,2009,BC
59,0.00688,9.4e-4,M,2009,BC
60,0.00746,0.001,M,2009,BC
61,0.00811,0.00104,M,2009,BC
62,0.00882,0.00108,M,2009,BC
63,0.00961,0.00125,M,2009,BC
64,0.01048,0.00135,M,2009,BC
65,0.01144,0.00141,M,2009,BC
66,0.0125,0.00151,M,2009,BC
67,0.01368,0.00165,M,2009,BC
68,0.01498,0.00177,M,2009,BC
69,0.01643,0.00192,M,2009,BC
70,0.01803,0.00206,M,2009,BC
71,0.01982,0.00221,M,2009,BC
72,0.02181,0.00237,M,2009,BC
73,0.02402,0.0025,M,2009,BC
74,0.02649,0.00271,M,2009,BC
75,0.02924,0.00291,M,2009,BC
76,0.03232,0.00309,M,2009,BC
77,0.03577,0.0033,M,2009,BC
78,0.03962,0.00352,M,2009,BC
79,0.04394,0.00389,M,2009,BC
80,0.04879,0.00425,M,2009,BC
81,0.05423,0.00469,M,2009,BC
82,0.06034,0.0052,M,2009,BC
83,0.06723,0.00577,M,2009,BC
84,0.07498,0.00638,M,2009,BC
85,0.08372,0.00701,M,2009,BC
86,0.09359,0.00797,M,2009,BC
87,0.10474,0.00881,M,2009,BC
88,0.11735,0.01008,M,2009,BC
89,0.13162,0.01152,M,2009,BC
90,0.1478,0.01475,M,2009,BC
91,0.16559,0.01747,M,2009,BC
92,0.18446,0.02032,M,2009,BC
93,0.20432,0.02378,M,2009,BC
94,0.22502,0.02764,M,2009,BC
95,0.23722,0.03344,M,2009,BC
96,0.25694,0.04008,M,2009,BC
97,0.27725,0.05312,M,2009,BC
98,0.298,0.0704,M,2009,BC
99,0.31902,0.07914,M,2009,BC
100,0.34016,0.09569,M,2009,BC
101,0.36125,0.12291,M,2009,BC
102,0.38211,0.18887,M,2009,BC
103,0.40259,0.25983,M,2009,BC
104,0.42254,0.27028,M,2009,BC
105,0.44182,0.35833,M,2009,BC
106,0.46033,0.51018,M,2009,BC
107,0.47796,0.85409,M,2009,BC
108,0.49464,0.85017,M,2009,BC
109,0.51034,0.84559,M,2009,BC
110,1,0,M,2009,BC
0,0.0039,8.3e-4,F,2009,BC
1,3.7e-4,2.6e-4,F,2009,BC
2,2.1e-4,2e-4,F,2009,BC
3,1.4e-4,1.6e-4,F,2009,BC
4,1e-4,1.3e-4,F,2009,BC
5,8e-5,1.2e-4,F,2009,BC
6,6e-5,1.1e-4,F,2009,BC
7,6e-5,1.1e-4,F,2009,BC
8,6e-5,1.1e-4,F,2009,BC
9,7e-5,1.1e-4,F,2009,BC
10,9e-5,1.2e-4,F,2009,BC
11,1e-4,1.3e-4,F,2009,BC
12,1e-4,1.3e-4,F,2009,BC
13,1.1e-4,1.3e-4,F,2009,BC
14,1e-4,1.2e-4,F,2009,BC
15,9e-5,1.2e-4,F,2009,BC
16,9e-5,1.2e-4,F,2009,BC
17,1.1e-4,1.2e-4,F,2009,BC
18,1.4e-4,1.4e-4,F,2009,BC
19,1.9e-4,1.6e-4,F,2009,BC
20,2.5e-4,1.8e-4,F,2009,BC
21,3e-4,2e-4,F,2009,BC
22,3.4e-4,2.1e-4,F,2009,BC
23,3.6e-4,2.2e-4,F,2009,BC
24,3.6e-4,2.1e-4,F,2009,BC
25,3.4e-4,2.1e-4,F,2009,BC
26,3.4e-4,2e-4,F,2009,BC
27,3.4e-4,2e-4,F,2009,BC
28,3.5e-4,2.1e-4,F,2009,BC
29,3.6e-4,2.2e-4,F,2009,BC
30,3.9e-4,2.3e-4,F,2009,BC
31,4.2e-4,2.4e-4,F,2009,BC
32,4.5e-4,2.5e-4,F,2009,BC
33,4.9e-4,2.6e-4,F,2009,BC
34,5.2e-4,2.6e-4,F,2009,BC
35,5.6e-4,2.7e-4,F,2009,BC
36,6e-4,2.8e-4,F,2009,BC
37,6.5e-4,2.9e-4,F,2009,BC
38,7e-4,2.9e-4,F,2009,BC
39,7.7e-4,3e-4,F,2009,BC
40,8.5e-4,3.2e-4,F,2009,BC
41,0.00093000000000000005,3.3e-4,F,2009,BC
42,0.00103,3.6e-4,F,2009,BC
43,0.00113,3.6e-4,F,2009,BC
44,0.00124,3.7e-4,F,2009,BC
45,0.00135,3.7e-4,F,2009,BC
46,0.00147,3.9e-4,F,2009,BC
47,0.0016,4.1e-4,F,2009,BC
48,0.00174,4.3e-4,F,2009,BC
49,0.00188,4.5e-4,F,2009,BC
50,0.00203,4.7e-4,F,2009,BC
51,0.00219,4.9e-4,F,2009,BC
52,0.00237,5.1e-4,F,2009,BC
53,0.00256,5.4e-4,F,2009,BC
54,0.00277,5.6e-4,F,2009,BC
55,0.00301,6e-4,F,2009,BC
56,0.00327,6.3e-4,F,2009,BC
57,0.00355,6.7e-4,F,2009,BC
58,0.00386,7.1e-4,F,2009,BC
59,0.00421,7.4e-4,F,2009,BC
60,0.0046,7.8e-4,F,2009,BC
61,0.00502,8.2e-4,F,2009,BC
62,0.00549,8.5e-4,F,2009,BC
63,0.00602,9.9e-4,F,2009,BC
64,0.0066,0.00107,F,2009,BC
65,0.00725,0.00112,F,2009,BC
66,0.00797,0.0012,F,2009,BC
67,0.00877,0.00131,F,2009,BC
68,0.00967,0.00138,F,2009,BC
69,0.01067,0.00152,F,2009,BC
70,0.0118,0.00164,F,2009,BC
71,0.01305,0.00175,F,2009,BC
72,0.01446,0.00187,F,2009,BC
73,0.01604,0.00201,F,2009,BC
74,0.01781,0.00216,F,2009,BC
75,0.01981,0.00234,F,2009,BC
76,0.02206,0.00245,F,2009,BC
77,0.02459,0.00265,F,2009,BC
78,0.02745,0.0028,F,2009,BC
79,0.03069,0.00302,F,2009,BC
80,0.03434,0.00329,F,2009,BC
81,0.03848,0.00356,F,2009,BC
82,0.04317,0.00384,F,2009,BC
83,0.0485,0.00416,F,2009,BC
84,0.05455,0.00451,F,2009,BC
85,0.06143,0.00491,F,2009,BC
86,0.06927,0.00547,F,2009,BC
87,0.07821,0.00598,F,2009,BC
88,0.08841,0.00667,F,2009,BC
89,0.10007,0.0074400000000000004,F,2009,BC
90,0.11341,0.00914,F,2009,BC
91,0.12828,0.01057,F,2009,BC
92,0.14434,0.01222,F,2009,BC
93,0.16158,0.01413,F,2009,BC
94,0.17993,0.01594,F,2009,BC
95,0.19731,0.01868,F,2009,BC
96,0.21685,0.02285,F,2009,BC
97,0.23734,0.02744,F,2009,BC
98,0.25866,0.03482,F,2009,BC
99,0.28064,0.0434,F,2009,BC
100,0.3031,0.05158,F,2009,BC
101,0.32585,0.06736,F,2009,BC
102,0.34866,0.08578,F,2009,BC
103,0.37133,0.11892,F,2009,BC
104,0.39364,0.14422,F,2009,BC
105,0.41542,0.18816,F,2009,BC
106,0.43647,0.23254,F,2009,BC
107,0.45665,0.46887,F,2009,BC
108,0.47583,0.33761,F,2009,BC
109,0.49393,0.39762,F,2009,BC
110,1,0,F,2009,BC
0,0.00398,8.2e-4,M,2010,BC
1,1.4e-4,1.5e-4,M,2010,BC
2,1.1e-4,1.4e-4,M,2010,BC
3,9e-5,1.2e-4,M,2010,BC
4,8e-5,1.2e-4,M,2010,BC
5,7e-5,1.1e-4,M,2010,BC
6,7e-5,1.1e-4,M,2010,BC
7,7e-5,1.1e-4,M,2010,BC
8,7e-5,1.1e-4,M,2010,BC
9,8e-5,1.1e-4,M,2010,BC
10,9e-5,1.2e-4,M,2010,BC
11,1e-4,1.3e-4,M,2010,BC
12,1.2e-4,1.4e-4,M,2010,BC
13,1.6e-4,1.5e-4,M,2010,BC
14,2e-4,1.7e-4,M,2010,BC
15,2.7e-4,1.9e-4,M,2010,BC
16,3.6e-4,2.2e-4,M,2010,BC
17,4.4e-4,2.4e-4,M,2010,BC
18,5.2e-4,2.6e-4,M,2010,BC
19,5.9e-4,2.7e-4,M,2010,BC
20,6.6e-4,2.9e-4,M,2010,BC
21,7.1e-4,3e-4,M,2010,BC
22,7.5e-4,3.1e-4,M,2010,BC
23,7.7e-4,3.1e-4,M,2010,BC
24,7.8e-4,3.1e-4,M,2010,BC
25,7.8e-4,3e-4,M,2010,BC
26,7.9e-4,3.1e-4,M,2010,BC
27,8e-4,3.1e-4,M,2010,BC
28,8.3e-4,3.2e-4,M,2010,BC
29,8.6e-4,3.2e-4,M,2010,BC
30,9e-4,3.4e-4,M,2010,BC
31,9.5e-4,3.5e-4,M,2010,BC
32,9.8e-4,3.6e-4,M,2010,BC
33,0.001,3.6e-4,M,2010,BC
34,0.00101,3.7e-4,M,2010,BC
35,0.00101,3.7e-4,M,2010,BC
36,0.00101,3.7e-4,M,2010,BC
37,0.00104,3.7e-4,M,2010,BC
38,0.00109,3.8e-4,M,2010,BC
39,0.00118,3.7e-4,M,2010,BC
40,0.0013,3.9e-4,M,2010,BC
41,0.00145,4.2e-4,M,2010,BC
42,0.00161,4.4e-4,M,2010,BC
43,0.00178,4.7e-4,M,2010,BC
44,0.00196,4.8e-4,M,2010,BC
45,0.00215,4.9e-4,M,2010,BC
46,0.00236,5e-4,M,2010,BC
47,0.00256,5.1e-4,M,2010,BC
48,0.00278,5.5e-4,M,2010,BC
49,0.003,5.6e-4,M,2010,BC
50,0.00323,5.9e-4,M,2010,BC
51,0.00347,6.2e-4,M,2010,BC
52,0.00374,6.4e-4,M,2010,BC
53,0.00403,6.7e-4,M,2010,BC
54,0.00434,7e-4,M,2010,BC
55,0.00469,7.4e-4,M,2010,BC
56,0.00507,7.8e-4,M,2010,BC
57,0.00549,8.2e-4,M,2010,BC
58,0.00595,8.7e-4,M,2010,BC
59,0.00645,9.1e-4,M,2010,BC
60,0.00701,9.5e-4,M,2010,BC
61,0.00762,0.00101,M,2010,BC
62,0.0083,0.00105,M,2010,BC
63,0.00905,0.0011,M,2010,BC
64,0.00988,0.00127,M,2010,BC
65,0.0108,0.00137,M,2010,BC
66,0.01182,0.00144,M,2010,BC
67,0.01294,0.00155,M,2010,BC
68,0.0142,0.00169,M,2010,BC
69,0.01559,0.00182,M,2010,BC
70,0.01714,0.00197,M,2010,BC
71,0.01887,0.00212,M,2010,BC
72,0.0208,0.00228,M,2010,BC
73,0.02295,0.00246,M,2010,BC
74,0.02536,0.0026,M,2010,BC
75,0.02805,0.00282,M,2010,BC
76,0.03106,0.00304,M,2010,BC
77,0.03444,0.00324,M,2010,BC
78,0.03824,0.00346,M,2010,BC
79,0.0425,0.00373,M,2010,BC
80,0.04729,0.00413,M,2010,BC
81,0.05269,0.00455,M,2010,BC
82,0.05878,0.00501,M,2010,BC
83,0.06565,0.00558,M,2010,BC
84,0.07341,0.00626,M,2010,BC
85,0.08218,0.00697,M,2010,BC
86,0.09212,0.0077,M,2010,BC
87,0.10338,0.00888,M,2010,BC
88,0.11615,0.00983,M,2010,BC
89,0.13067,0.01124,M,2010,BC
90,0.14717,0.01295,M,2010,BC
91,0.16539,0.01682,M,2010,BC
92,0.18482,0.01993,M,2010,BC
93,0.20538,0.02413,M,2010,BC
94,0.22694,0.02811,M,2010,BC
95,0.24489,0.03237,M,2010,BC
96,0.26665,0.04004,M,2010,BC
97,0.28901,0.04938,M,2010,BC
98,0.31179,0.06494,M,2010,BC
99,0.33477,0.09154,M,2010,BC
100,0.35774,0.09184,M,2010,BC
101,0.38048,0.11995,M,2010,BC
102,0.40278,0.18918,M,2010,BC
103,0.42444,0.24077,M,2010,BC
104,0.44531,0.28539,M,2010,BC
105,0.46523,0.43063,M,2010,BC
106,0.4841,0.54843,M,2010,BC
107,0.50182,0.84818,M,2010,BC
108,0.51835,0.84293,M,2010,BC
109,0.53366,0.83722,M,2010,BC
110,1,0,M,2010,BC
0,0.00349,7.9e-4,F,2010,BC
1,9e-5,1.3e-4,F,2010,BC
2,1.1e-4,1.4e-4,F,2010,BC
3,1.3e-4,1.5e-4,F,2010,BC
4,1.4e-4,1.6e-4,F,2010,BC
5,1.4e-4,1.6e-4,F,2010,BC
6,1.3e-4,1.5e-4,F,2010,BC
7,1.1e-4,1.4e-4,F,2010,BC
8,9e-5,1.3e-4,F,2010,BC
9,7e-5,1.1e-4,F,2010,BC
10,6e-5,1e-4,F,2010,BC
11,5e-5,9e-5,F,2010,BC
12,5e-5,9e-5,F,2010,BC
13,7e-5,1e-4,F,2010,BC
14,9e-5,1.2e-4,F,2010,BC
15,1.5e-4,1.5e-4,F,2010,BC
16,2.4e-4,1.9e-4,F,2010,BC
17,3.2e-4,2.1e-4,F,2010,BC
18,3.4e-4,2.2e-4,F,2010,BC
19,3.4e-4,2.2e-4,F,2010,BC
20,3.4e-4,2.1e-4,F,2010,BC
21,3.4e-4,2.1e-4,F,2010,BC
22,3.3e-4,2.1e-4,F,2010,BC
23,3.3e-4,2.1e-4,F,2010,BC
24,3.3e-4,2e-4,F,2010,BC
25,3.3e-4,2e-4,F,2010,BC
26,3.3e-4,2e-4,F,2010,BC
27,3.4e-4,2e-4,F,2010,BC
28,3.5e-4,2e-4,F,2010,BC
29,3.6e-4,2.1e-4,F,2010,BC
30,3.8e-4,2.2e-4,F,2010,BC
31,4e-4,2.3e-4,F,2010,BC
32,4.2e-4,2.4e-4,F,2010,BC
33,4.5e-4,2.4e-4,F,2010,BC
34,4.8e-4,2.5e-4,F,2010,BC
35,5.1e-4,2.6e-4,F,2010,BC
36,5.5e-4,2.7e-4,F,2010,BC
37,5.9e-4,2.8e-4,F,2010,BC
38,6.5e-4,2.9e-4,F,2010,BC
39,7.1e-4,2.9e-4,F,2010,BC
40,7.8e-4,3e-4,F,2010,BC
41,8.6e-4,3.2e-4,F,2010,BC
42,9.5e-4,3.4e-4,F,2010,BC
43,0.00105,3.6e-4,F,2010,BC
44,0.00115,3.7e-4,F,2010,BC
45,0.00126,3.7e-4,F,2010,BC
46,0.00137,3.8e-4,F,2010,BC
47,0.0015,3.9e-4,F,2010,BC
48,0.00163,4.2e-4,F,2010,BC
49,0.00177,4.3e-4,F,2010,BC
50,0.00192,4.5e-4,F,2010,BC
51,0.00207,4.7e-4,F,2010,BC
52,0.00225,4.9e-4,F,2010,BC
53,0.00244,5.2e-4,F,2010,BC
54,0.00265,5.5e-4,F,2010,BC
55,0.00288,5.7e-4,F,2010,BC
56,0.00314,6.1e-4,F,2010,BC
57,0.00342,6.5e-4,F,2010,BC
58,0.00374,6.9e-4,F,2010,BC
59,0.00408,7.3e-4,F,2010,BC
60,0.00446,7.6e-4,F,2010,BC
61,0.00489,8.1e-4,F,2010,BC
62,0.00536,8.5e-4,F,2010,BC
63,0.00588,8.8e-4,F,2010,BC
64,0.00646,0.00103,F,2010,BC
65,0.0071,0.00111,F,2010,BC
66,0.00782,0.00117,F,2010,BC
67,0.00862,0.00125,F,2010,BC
68,0.00952,0.00137,F,2010,BC
69,0.01051,0.00145,F,2010,BC
70,0.01163,0.0016,F,2010,BC
71,0.01288,0.00173,F,2010,BC
72,0.01427,0.00183,F,2010,BC
73,0.01584,0.00197,F,2010,BC
74,0.0176,0.00212,F,2010,BC
75,0.01957,0.00228,F,2010,BC
76,0.0218,0.00248,F,2010,BC
77,0.0243,0.0026,F,2010,BC
78,0.02711,0.00282,F,2010,BC
79,0.03029,0.00298,F,2010,BC
80,0.03388,0.00322,F,2010,BC
81,0.03794,0.00351,F,2010,BC
82,0.04253,0.00382,F,2010,BC
83,0.04772,0.00413,F,2010,BC
84,0.05362,0.00449,F,2010,BC
85,0.0603,0.00488,F,2010,BC
86,0.0679,0.00532,F,2010,BC
87,0.07654,0.00597,F,2010,BC
88,0.08638,0.00654,F,2010,BC
89,0.09759,0.00734,F,2010,BC
90,0.11038,0.00817,F,2010,BC
91,0.12461,0.01012,F,2010,BC
92,0.13999,0.0117,F,2010,BC
93,0.1565,0.01373,F,2010,BC
94,0.17412,0.01588,F,2010,BC
95,0.1906,0.01816,F,2010,BC
96,0.20972,0.02128,F,2010,BC
97,0.22983,0.02674,F,2010,BC
98,0.25081,0.03186,F,2010,BC
99,0.27251,0.04134,F,2010,BC
100,0.29476,0.04891,F,2010,BC
101,0.31736,0.06455,F,2010,BC
102,0.34011,0.08523,F,2010,BC
103,0.3628,0.11886,F,2010,BC
104,0.38521,0.13956,F,2010,BC
105,0.40716,0.18842,F,2010,BC
106,0.42845,0.23955,F,2010,BC
107,0.44893,0.29211,F,2010,BC
108,0.46846,0.43786,F,2010,BC
109,0.48694,0.51611,F,2010,BC
110,1,0,F,2010,BC
0,0.00446,8.7e-4,M,2011,BC
1,2.6e-4,2.1e-4,M,2011,BC
2,1.7e-4,1.6e-4,M,2011,BC
3,1.1e-4,1.4e-4,M,2011,BC
4,8e-5,1.2e-4,M,2011,BC
5,7e-5,1.1e-4,M,2011,BC
6,6e-5,1e-4,M,2011,BC
7,5e-5,1e-4,M,2011,BC
8,5e-5,1e-4,M,2011,BC
9,6e-5,1e-4,M,2011,BC
10,7e-5,1e-4,M,2011,BC
11,8e-5,1.1e-4,M,2011,BC
12,9e-5,1.2e-4,M,2011,BC
13,1.1e-4,1.3e-4,M,2011,BC
14,1.4e-4,1.4e-4,M,2011,BC
15,1.8e-4,1.6e-4,M,2011,BC
16,2.5e-4,1.8e-4,M,2011,BC
17,3.4e-4,2.1e-4,M,2011,BC
18,4.7e-4,2.4e-4,M,2011,BC
19,6.4e-4,2.8e-4,M,2011,BC
20,8e-4,3.2e-4,M,2011,BC
21,9.4e-4,3.4e-4,M,2011,BC
22,0.00102,3.6e-4,M,2011,BC
23,0.00102,3.6e-4,M,2011,BC
24,9.5e-4,3.5e-4,M,2011,BC
25,8.6e-4,3.2e-4,M,2011,BC
26,8e-4,3.1e-4,M,2011,BC
27,7.7e-4,3e-4,M,2011,BC
28,7.5e-4,3e-4,M,2011,BC
29,7.6e-4,3.1e-4,M,2011,BC
30,7.9e-4,3.1e-4,M,2011,BC
31,8.4e-4,3.2e-4,M,2011,BC
32,8.8e-4,3.4e-4,M,2011,BC
33,9.2e-4,3.5e-4,M,2011,BC
34,9.5e-4,3.6e-4,M,2011,BC
35,9.9e-4,3.6e-4,M,2011,BC
36,0.00102,3.7e-4,M,2011,BC
37,0.00107,3.8e-4,M,2011,BC
38,0.00114,3.9e-4,M,2011,BC
39,0.00122,4e-4,M,2011,BC
40,0.00132,4e-4,M,2011,BC
41,0.00143,4.1e-4,M,2011,BC
42,0.00155,4.3e-4,M,2011,BC
43,0.00169,4.5e-4,M,2011,BC
44,0.00183,4.7e-4,M,2011,BC
45,0.00199,4.9e-4,M,2011,BC
