age,prob_death,se,sex,year,province
0,0.00554,9.4e-4,M,1996,BC
1,4.5e-4,2.6e-4,M,1996,BC
2,3e-4,2.2e-4,M,1996,BC
3,2.2e-4,1.8e-4,M,1996,BC
4,1.6e-4,1.6e-4,M,1996,BC
5,1.3e-4,1.4e-4,M,1996,BC
6,1.1e-4,1.3e-4,M,1996,BC
7,1e-4,1.2e-4,M,1996,BC
8,1e-4,1.2e-4,M,1996,BC
9,1e-4,1.2e-4,M,1996,BC
10,1.1e-4,1.3e-4,M,1996,BC
11,1.3e-4,1.4e-4,M,1996,BC
12,1.5e-4,1.5e-4,M,1996,BC
13,1.9e-4,1.7e-4,M,1996,BC
14,2.5e-4,1.9e-4,M,1996,BC
15,3.4e-4,2.2e-4,M,1996,BC
16,4.6e-4,2.6e-4,M,1996,BC
17,6.1e-4,3e-4,M,1996,BC
18,7.8e-4,3.4e-4,M,1996,BC
19,9.5e-4,3.7e-4,M,1996,BC
20,0.0011,4.1e-4,M,1996,BC
21,0.00122,4.2e-4,M,1996,BC
22,0.00129,4.4e-4,M,1996,BC
23,0.00129,4.3e-4,M,1996,BC
24,0.00124,4.1e-4,M,1996,BC
25,0.00118,3.9e-4,M,1996,BC
26,0.00116,3.8e-4,M,1996,BC
27,0.00117,3.9e-4,M,1996,BC
28,0.00123,4e-4,M,1996,BC
29,0.00133,4.1e-4,M,1996,BC
30,0.00148,4.3e-4,M,1996,BC
31,0.00165,4.4e-4,M,1996,BC
32,0.00179,4.5e-4,M,1996,BC
33,0.00189,4.5e-4,M,1996,BC
34,0.00194,4.6e-4,M,1996,BC
35,0.00193,4.6e-4,M,1996,BC
36,0.0019,4.6e-4,M,1996,BC
37,0.0019,4.6e-4,M,1996,BC
38,0.00193,4.7e-4,M,1996,BC
39,0.00199,4.8e-4,M,1996,BC
40,0.00208,4.9e-4,M,1996,BC
41,0.00219,5.1e-4,M,1996,BC
42,0.00232,5.3e-4,M,1996,BC
43,0.00246,5.5e-4,M,1996,BC
44,0.00263,5.8e-4,M,1996,BC
45,0.00281,6e-4,M,1996,BC
46,0.00302,6.2e-4,M,1996,BC
47,0.00326,6.6e-4,M,1996,BC
48,0.00353,6.8e-4,M,1996,BC
49,0.00384,7.1e-4,M,1996,BC
50,0.0042,8.3e-4,M,1996,BC
51,0.0046,8.9e-4,M,1996,BC
52,0.00503,0.00093000000000000005,M,1996,BC
53,0.00551,9.9e-4,M,1996,BC
54,0.00603,0.00108,M,1996,BC
55,0.00661,0.00115,M,1996,BC
56,0.00724,0.00124,M,1996,BC
57,0.00794,0.00132,M,1996,BC
58,0.0087,0.0014,M,1996,BC
59,0.00953,0.00149,M,1996,BC
60,0.01045,0.00156,M,1996,BC
61,0.01146,0.00166,M,1996,BC
62,0.01257,0.00174,M,1996,BC
63,0.01379,0.00182,M,1996,BC
64,0.01513,0.0019,M,1996,BC
65,0.0166,0.00199,M,1996,BC
66,0.01822,0.00212,M,1996,BC
67,0.02001,0.00228,M,1996,BC
68,0.02197,0.00243,M,1996,BC
69,0.02412,0.0026,M,1996,BC
70,0.0265,0.00277,M,1996,BC
71,0.02911,0.00296,M,1996,BC
72,0.03198,0.00315,M,1996,BC
73,0.03515,0.00339,M,1996,BC
74,0.03864,0.00358,M,1996,BC
75,0.04248,0.00387,M,1996,BC
76,0.04671,0.0042,M,1996,BC
77,0.05137,0.00491,M,1996,BC
78,0.05651,0.00538,M,1996,BC
79,0.06217,0.0058,M,1996,BC
80,0.06841,0.00619,M,1996,BC
81,0.07529,0.00654,M,1996,BC
82,0.08289,0.00728,M,1996,BC
83,0.09126,0.00828,M,1996,BC
84,0.1005,0.00939,M,1996,BC
85,0.11069,0.01071,M,1996,BC
86,0.12194,0.01221,M,1996,BC
87,0.13435,0.01391,M,1996,BC
88,0.14806,0.01583,M,1996,BC
89,0.16319,0.01854,M,1996,BC
90,0.17991,0.02158,M,1996,BC
91,0.19788,0.02535,M,1996,BC
92,0.21659,0.02993,M,1996,BC
93,0.23593,0.03552,M,1996,BC
94,0.25576,0.04238,M,1996,BC
95,0.26362,0.05027,M,1996,BC
96,0.28195,0.06072,M,1996,BC
97,0.3006,0.0738,M,1996,BC
98,0.31946,0.09011,M,1996,BC
99,0.3384,0.1107,M,1996,BC
100,0.35732,0.13666,M,1996,BC
101,0.37608,0.16468,M,1996,BC
102,0.39457,0.23365,M,1996,BC
103,0.41267,0.41862,M,1996,BC
104,0.4303,0.29604,M,1996,BC
105,0.44735,0.33058,M,1996,BC
106,0.46375,0.38429,M,1996,BC
107,0.47944,0.85378,M,1996,BC
108,0.49437,0.85024,M,1996,BC
109,0.50849,0.84618,M,1996,BC
110,1,0,M,1996,BC
0,0.00458,8.9e-4,F,1996,BC
1,2.2e-4,1.9e-4,F,1996,BC
2,2.1e-4,1.9e-4,F,1996,BC
3,2e-4,1.8e-4,F,1996,BC
4,1.8e-4,1.7e-4,F,1996,BC
5,1.7e-4,1.6e-4,F,1996,BC
6,1.6e-4,1.6e-4,F,1996,BC
7,1.5e-4,1.5e-4,F,1996,BC
8,1.4e-4,1.5e-4,F,1996,BC
9,1.3e-4,1.4e-4,F,1996,BC
10,1.3e-4,1.4e-4,F,1996,BC
11,1.3e-4,1.4e-4,F,1996,BC
12,1.4e-4,1.5e-4,F,1996,BC
13,1.7e-4,1.6e-4,F,1996,BC
14,2.1e-4,1.8e-4,F,1996,BC
15,2.8e-4,2.1e-4,F,1996,BC
16,3.7e-4,2.4e-4,F,1996,BC
17,4.2e-4,2.6e-4,F,1996,BC
18,4.3e-4,2.6e-4,F,1996,BC
19,4.1e-4,2.5e-4,F,1996,BC
20,3.9e-4,2.5e-4,F,1996,BC
21,3.8e-4,2.4e-4,F,1996,BC
22,3.7e-4,2.4e-4,F,1996,BC
23,3.7e-4,2.3e-4,F,1996,BC
24,3.7e-4,2.3e-4,F,1996,BC
25,3.7e-4,2.2e-4,F,1996,BC
26,3.8e-4,2.2e-4,F,1996,BC
27,4e-4,2.3e-4,F,1996,BC
28,4.3e-4,2.4e-4,F,1996,BC
29,4.6e-4,2.5e-4,F,1996,BC
30,5e-4,2.5e-4,F,1996,BC
31,5.5e-4,2.6e-4,F,1996,BC
32,5.9e-4,2.6e-4,F,1996,BC
33,6.2e-4,2.6e-4,F,1996,BC
34,6.4e-4,2.7e-4,F,1996,BC
35,6.5e-4,2.7e-4,F,1996,BC
36,6.6e-4,2.7e-4,F,1996,BC
37,6.8e-4,2.8e-4,F,1996,BC
38,7.2e-4,2.9e-4,F,1996,BC
39,7.8e-4,3e-4,F,1996,BC
40,8.7e-4,3.2e-4,F,1996,BC
41,9.7e-4,3.4e-4,F,1996,BC
42,0.00109,3.6e-4,F,1996,BC
43,0.00121,3.9e-4,F,1996,BC
44,0.00135,4.1e-4,F,1996,BC
45,0.00149,4.4e-4,F,1996,BC
46,0.00165,4.6e-4,F,1996,BC
47,0.00181,4.9e-4,F,1996,BC
48,0.00199,5.2e-4,F,1996,BC
49,0.00217,5.4e-4,F,1996,BC
50,0.00237,6.2e-4,F,1996,BC
51,0.00258,6.7e-4,F,1996,BC
52,0.00282,7e-4,F,1996,BC
53,0.00307,7.5e-4,F,1996,BC
54,0.00336,8.1e-4,F,1996,BC
55,0.00367,8.6e-4,F,1996,BC
56,0.00401,0.00093000000000000005,F,1996,BC
57,0.00439,9.9e-4,F,1996,BC
58,0.00481,0.00104,F,1996,BC
59,0.00528,0.00111,F,1996,BC
60,0.00579,0.00117,F,1996,BC
61,0.00636,0.00125,F,1996,BC
62,0.00699,0.00133,F,1996,BC
63,0.00769,0.00137,F,1996,BC
64,0.00847,0.00145,F,1996,BC
65,0.00933,0.0015,F,1996,BC
66,0.01028,0.00159,F,1996,BC
67,0.01135,0.00168,F,1996,BC
68,0.01253,0.00179,F,1996,BC
69,0.01385,0.00189,F,1996,BC
70,0.01532,0.00199,F,1996,BC
71,0.01695,0.00209,F,1996,BC
72,0.01878,0.0022,F,1996,BC
73,0.02082,0.00236,F,1996,BC
74,0.0231,0.00248,F,1996,BC
75,0.02566,0.00265,F,1996,BC
76,0.02851,0.00289,F,1996,BC
77,0.03171,0.00331,F,1996,BC
78,0.0353,0.00363,F,1996,BC
79,0.03932,0.00388,F,1996,BC
80,0.04384,0.00416,F,1996,BC
81,0.04891,0.00438,F,1996,BC
82,0.05461,0.00487,F,1996,BC
83,0.06103,0.00543,F,1996,BC
84,0.06826,0.00613,F,1996,BC
85,0.0764,0.00681,F,1996,BC
86,0.08558,0.00777,F,1996,BC
87,0.09594,0.00885,F,1996,BC
88,0.10764,0.00999,F,1996,BC
89,0.12086,0.01172,F,1996,BC
90,0.13581,0.01345,F,1996,BC
91,0.15228,0.01553,F,1996,BC
92,0.16987,0.01802,F,1996,BC
93,0.18851,0.021,F,1996,BC
94,0.20811,0.02458,F,1996,BC
95,0.22391,0.02875,F,1996,BC
96,0.24401,0.03399,F,1996,BC
97,0.26483,0.04043,F,1996,BC
98,0.28623,0.04838,F,1996,BC
99,0.30803,0.05818,F,1996,BC
100,0.33005,0.07396,F,1996,BC
101,0.35209,0.09325,F,1996,BC
102,0.37398,0.10742,F,1996,BC
103,0.39552,0.1467,F,1996,BC
104,0.41653,0.19387,F,1996,BC
105,0.43685,0.23102,F,1996,BC
106,0.45636,0.26857,F,1996,BC
107,0.47495,0.33727,F,1996,BC
108,0.49251,0.70482,F,1996,BC
109,0.509,0.49431,F,1996,BC
110,1,0,F,1996,BC
0,0.00491,9.1e-4,M,1997,BC
1,2.1e-4,1.8e-4,M,1997,BC
2,1.8e-4,1.7e-4,M,1997,BC
3,1.6e-4,1.6e-4,M,1997,BC
4,1.5e-4,1.5e-4,M,1997,BC
5,1.4e-4,1.4e-4,M,1997,BC
6,1.3e-4,1.4e-4,M,1997,BC
7,1.3e-4,1.4e-4,M,1997,BC
8,1.3e-4,1.4e-4,M,1997,BC
9,1.3e-4,1.4e-4,M,1997,BC
10,1.4e-4,1.4e-4,M,1997,BC
11,1.6e-4,1.5e-4,M,1997,BC
12,1.8e-4,1.6e-4,M,1997,BC
13,2.2e-4,1.8e-4,M,1997,BC
14,2.9e-4,2e-4,M,1997,BC
15,4e-4,2.4e-4,M,1997,BC
16,5.4e-4,2.8e-4,M,1997,BC
17,7.2e-4,3.2e-4,M,1997,BC
18,9.2e-4,3.6e-4,M,1997,BC
19,0.00113,4.1e-4,M,1997,BC
20,0.0013,4.3e-4,M,1997,BC
21,0.00143,4.6e-4,M,1997,BC
22,0.00148,4.6e-4,M,1997,BC
23,0.00146,4.6e-4,M,1997,BC
24,0.00136,4.4e-4,M,1997,BC
25,0.00125,4.1e-4,M,1997,BC
26,0.00118,3.9e-4,M,1997,BC
27,0.00115,3.8e-4,M,1997,BC
28,0.00114,3.8e-4,M,1997,BC
29,0.00117,3.9e-4,M,1997,BC
30,0.00124,4e-4,M,1997,BC
31,0.00132,4e-4,M,1997,BC
32,0.0014,4e-4,M,1997,BC
33,0.00149,4e-4,M,1997,BC
34,0.00157,4.1e-4,M,1997,BC
35,0.00166,4.3e-4,M,1997,BC
36,0.00174,4.3e-4,M,1997,BC
37,0.00182,4.4e-4,M,1997,BC
38,0.00189,4.6e-4,M,1997,BC
39,0.00196,4.7e-4,M,1997,BC
40,0.00202,4.8e-4,M,1997,BC
41,0.00208,4.9e-4,M,1997,BC
42,0.00216,5e-4,M,1997,BC
43,0.00226,5.2e-4,M,1997,BC
44,0.00238,5.4e-4,M,1997,BC
45,0.00252,5.6e-4,M,1997,BC
46,0.00269,5.8e-4,M,1997,BC
47,0.00289,6.1e-4,M,1997,BC
48,0.00313,6.4e-4,M,1997,BC
49,0.00341,6.7e-4,M,1997,BC
50,0.00373,7e-4,M,1997,BC
51,0.00411,8.2e-4,M,1997,BC
52,0.00452,8.8e-4,M,1997,BC
53,0.00497,9.2e-4,M,1997,BC
54,0.00547,9.9e-4,M,1997,BC
55,0.00602,0.00108,M,1997,BC
56,0.00663,0.00115,M,1997,BC
57,0.00729,0.00125,M,1997,BC
58,0.00803,0.00133,M,1997,BC
59,0.00883,0.00141,M,1997,BC
60,0.00972,0.00151,M,1997,BC
61,0.0107,0.00158,M,1997,BC
62,0.01178,0.00168,M,1997,BC
63,0.01297,0.00177,M,1997,BC
64,0.01428,0.0018600000000000001,M,1997,BC
65,0.01572,0.00194,M,1997,BC
66,0.01731,0.00203,M,1997,BC
67,0.01906,0.00218,M,1997,BC
68,0.02099,0.00234,M,1997,BC
69,0.02311,0.00251,M,1997,BC
70,0.02545,0.00269,M,1997,BC
71,0.02803,0.00288,M,1997,BC
72,0.03087,0.00309,M,1997,BC
73,0.034,0.00329,M,1997,BC
74,0.03746,0.00355,M,1997,BC
75,0.04126,0.00376,M,1997,BC
76,0.04546,0.00408,M,1997,BC
77,0.05008,0.00443,M,1997,BC
78,0.05517,0.0052,M,1997,BC
79,0.06079,0.00574,M,1997,BC
80,0.06699,0.0062,M,1997,BC
81,0.07381,0.00668,M,1997,BC
82,0.08134,0.00706,M,1997,BC
83,0.08965,0.00788,M,1997,BC
84,0.0988,0.00902,M,1997,BC
85,0.1089,0.0103,M,1997,BC
86,0.12003,0.01187,M,1997,BC
87,0.13231,0.01367,M,1997,BC
88,0.14585,0.01568,M,1997,BC
89,0.16079,0.01794,M,1997,BC
90,0.17727,0.02103,M,1997,BC
91,0.19498,0.02473,M,1997,BC
92,0.21346,0.02927,M,1997,BC
93,0.2326,0.03474,M,1997,BC
94,0.25227,0.04154,M,1997,BC
95,0.26222,0.04999,M,1997,BC
96,0.28076,0.05995,M,1997,BC
97,0.29965,0.07282,M,1997,BC
98,0.31875,0.08924,M,1997,BC
99,0.33795,0.11191,M,1997,BC
100,0.35712,0.13557,M,1997,BC
101,0.37613,0.16337,M,1997,BC
102,0.39487,0.2318,M,1997,BC
103,0.41321,0.41531,M,1997,BC
104,0.43105,0.29368,M,1997,BC
105,0.4483,0.32792,M,1997,BC
106,0.46487,0.53416,M,1997,BC
107,0.48071,0.85351,M,1997,BC
108,0.49577,0.84987,M,1997,BC
109,0.51,0.8457,M,1997,BC
110,1,0,M,1997,BC
0,0.00445,8.8e-4,F,1997,BC
1,1.9e-4,1.8e-4,F,1997,BC
2,2.2e-4,1.9e-4,F,1997,BC
3,2.4e-4,2e-4,F,1997,BC
4,2.4e-4,2e-4,F,1997,BC
5,2.4e-4,1.9e-4,F,1997,BC
6,2.2e-4,1.8e-4,F,1997,BC
7,1.9e-4,1.7e-4,F,1997,BC
8,1.5e-4,1.5e-4,F,1997,BC
9,1.2e-4,1.4e-4,F,1997,BC
10,1e-4,1.2e-4,F,1997,BC
11,9e-5,1.2e-4,F,1997,BC
12,9e-5,1.2e-4,F,1997,BC
13,1.1e-4,1.3e-4,F,1997,BC
14,1.5e-4,1.5e-4,F,1997,BC
15,2.4e-4,1.9e-4,F,1997,BC
16,3.6e-4,2.3e-4,F,1997,BC
17,4e-4,2.5e-4,F,1997,BC
18,3.5e-4,2.3e-4,F,1997,BC
19,2.7e-4,2.1e-4,F,1997,BC
20,2.3e-4,1.9e-4,F,1997,BC
21,2.1e-4,1.8e-4,F,1997,BC
22,2.1e-4,1.8e-4,F,1997,BC
23,2.3e-4,1.8e-4,F,1997,BC
24,2.7e-4,2e-4,F,1997,BC
25,3.2e-4,2.1e-4,F,1997,BC
26,3.7e-4,2.2e-4,F,1997,BC
27,4.2e-4,2.3e-4,F,1997,BC
28,4.6e-4,2.4e-4,F,1997,BC
29,4.8e-4,2.5e-4,F,1997,BC
30,4.8e-4,2.5e-4,F,1997,BC
31,4.9e-4,2.5e-4,F,1997,BC
32,5e-4,2.4e-4,F,1997,BC
33,5.3e-4,2.4e-4,F,1997,BC
34,5.7e-4,2.5e-4,F,1997,BC
35,6.3e-4,2.6e-4,F,1997,BC
36,7e-4,2.8e-4,F,1997,BC
37,7.7e-4,2.9e-4,F,1997,BC
38,8.5e-4,3.1e-4,F,1997,BC
39,0.00093000000000000005,3.2e-4,F,1997,BC
40,0.00102,3.4e-4,F,1997,BC
41,0.00112,3.6e-4,F,1997,BC
42,0.00122,3.7e-4,F,1997,BC
43,0.00134,4e-4,F,1997,BC
44,0.00146,4.2e-4,F,1997,BC
45,0.00159,4.5e-4,F,1997,BC
46,0.00173,4.7e-4,F,1997,BC
47,0.00188,4.9e-4,F,1997,BC
48,0.00205,5.2e-4,F,1997,BC
49,0.00223,5.5e-4,F,1997,BC
50,0.00242,5.7e-4,F,1997,BC
51,0.00262,6.6e-4,F,1997,BC
52,0.00285,7e-4,F,1997,BC
53,0.0031,7.4e-4,F,1997,BC
54,0.00337,7.8e-4,F,1997,BC
55,0.00367,8.5e-4,F,1997,BC
56,0.00401,8.9e-4,F,1997,BC
57,0.00437,9.7e-4,F,1997,BC
58,0.00478,0.00103,F,1997,BC
59,0.00522,0.00109,F,1997,BC
60,0.00572,0.00115,F,1997,BC
61,0.00626,0.00121,F,1997,BC
62,0.00687,0.00129,F,1997,BC
63,0.00753,0.00137,F,1997,BC
64,0.00828,0.00142,F,1997,BC
65,0.0091,0.0015,F,1997,BC
66,0.01001,0.00156,F,1997,BC
67,0.01103,0.00165,F,1997,BC
68,0.01216,0.00174,F,1997,BC
69,0.01341,0.0018600000000000001,F,1997,BC
70,0.01482,0.00196,F,1997,BC
71,0.01638,0.00207,F,1997,BC
72,0.01812,0.00218,F,1997,BC
73,0.02007,0.00229,F,1997,BC
74,0.02225,0.00246,F,1997,BC
75,0.02468,0.00258,F,1997,BC
76,0.02741,0.00277,F,1997,BC
77,0.03047,0.00302,F,1997,BC
78,0.0339,0.00346,F,1997,BC
79,0.03775,0.00381,F,1997,BC
80,0.04207,0.00408,F,1997,BC
81,0.04693,0.00441,F,1997,BC
82,0.05241,0.00464,F,1997,BC
83,0.05857,0.00518,F,1997,BC
84,0.06552,0.00581,F,1997,BC
85,0.07336,0.00658,F,1997,BC
86,0.08222,0.0073,F,1997,BC
87,0.09222,0.00844,F,1997,BC
88,0.10354,0.00963,F,1997,BC
89,0.11636,0.01096,F,1997,BC
90,0.13088,0.01292,F,1997,BC
91,0.14688,0.01502,F,1997,BC
92,0.16398,0.01749,F,1997,BC
93,0.1821,0.0204,F,1997,BC
94,0.20115,0.02406,F,1997,BC
95,0.21445,0.02804,F,1997,BC
96,0.23351,0.03337,F,1997,BC
97,0.25331,0.03939,F,1997,BC
98,0.27373,0.04793,F,1997,BC
99,0.29462,0.05719,F,1997,BC
100,0.31583,0.07296,F,1997,BC
101,0.33718,0.09212,F,1997,BC
102,0.3585,0.10629,F,1997,BC
103,0.37961,0.14539,F,1997,BC
104,0.40035,0.19243,F,1997,BC
105,0.42057,0.22965,F,1997,BC
106,0.44011,0.26735,F,1997,BC
107,0.45888,0.38198,F,1997,BC
108,0.47676,0.39025,F,1997,BC
109,0.49368,0.68851,F,1997,BC
110,1,0,F,1997,BC
0,0.0045,8.8e-4,M,1998,BC
1,4.1e-4,2.6e-4,M,1998,BC
2,3e-4,2.2e-4,M,1998,BC
3,2.3e-4,1.9e-4,M,1998,BC
4,1.9e-4,1.7e-4,M,1998,BC
5,1.6e-4,1.6e-4,M,1998,BC
6,1.4e-4,1.4e-4,M,1998,BC
7,1.3e-4,1.4e-4,M,1998,BC
8,1.2e-4,1.3e-4,M,1998,BC
9,1.2e-4,1.3e-4,M,1998,BC
10,1.3e-4,1.4e-4,M,1998,BC
11,1.4e-4,1.4e-4,M,1998,BC
12,1.7e-4,1.5e-4,M,1998,BC
13,2.1e-4,1.7e-4,M,1998,BC
14,2.8e-4,2e-4,M,1998,BC
15,3.9e-4,2.3e-4,M,1998,BC
16,5.4e-4,2.7e-4,M,1998,BC
17,6.8e-4,3.1e-4,M,1998,BC
18,7.7e-4,3.3e-4,M,1998,BC
19,8.4e-4,3.5e-4,M,1998,BC
20,9e-4,3.6e-4,M,1998,BC
21,9.7e-4,3.7e-4,M,1998,BC
22,0.00102,3.9e-4,M,1998,BC
23,0.00108,3.9e-4,M,1998,BC
24,0.00112,4e-4,M,1998,BC
25,0.00116,4.1e-4,M,1998,BC
26,0.0012,4.1e-4,M,1998,BC
27,0.00123,4e-4,M,1998,BC
28,0.00125,3.9e-4,M,1998,BC
29,0.00126,4e-4,M,1998,BC
30,0.00126,4e-4,M,1998,BC
31,0.00128,4e-4,M,1998,BC
32,0.00131,4e-4,M,1998,BC
33,0.00138,4e-4,M,1998,BC
34,0.00147,4e-4,M,1998,BC
35,0.00159,4.1e-4,M,1998,BC
36,0.00173,4.4e-4,M,1998,BC
37,0.0018600000000000001,4.5e-4,M,1998,BC
38,0.00196,4.6e-4,M,1998,BC
39,0.00205,4.8e-4,M,1998,BC
40,0.0021,4.8e-4,M,1998,BC
41,0.00216,5e-4,M,1998,BC
42,0.00222,5.1e-4,M,1998,BC
43,0.00231,5.2e-4,M,1998,BC
44,0.00242,5.4e-4,M,1998,BC
45,0.00255,5.6e-4,M,1998,BC
46,0.00271,5.8e-4,M,1998,BC
47,0.0029,6.1e-4,M,1998,BC
48,0.00313,6.3e-4,M,1998,BC
49,0.00339,6.7e-4,M,1998,BC
50,0.00371,7e-4,M,1998,BC
51,0.00407,7.3e-4,M,1998,BC
52,0.00447,8.5e-4,M,1998,BC
53,0.00491,9.2e-4,M,1998,BC
54,0.00539,9.6e-4,M,1998,BC
55,0.00591,0.00103,M,1998,BC
56,0.0065,0.00112,M,1998,BC
57,0.00713,0.0012,M,1998,BC
58,0.00784,0.00129,M,1998,BC
59,0.00861,0.00138,M,1998,BC
60,0.00946,0.00147,M,1998,BC
61,0.0104,0.00156,M,1998,BC
62,0.01143,0.00163,M,1998,BC
63,0.01256,0.00174,M,1998,BC
64,0.01381,0.00183,M,1998,BC
65,0.01519,0.00192,M,1998,BC
66,0.01671,0.00201,M,1998,BC
67,0.01837,0.00211,M,1998,BC
68,0.02021,0.00225,M,1998,BC
69,0.02224,0.00243,M,1998,BC
70,0.02447,0.0026,M,1998,BC
71,0.02693,0.00279,M,1998,BC
72,0.02964,0.00299,M,1998,BC
73,0.03263,0.00322,M,1998,BC
74,0.03593,0.00342,M,1998,BC
75,0.03956,0.0037,M,1998,BC
76,0.04357,0.00393,M,1998,BC
77,0.04799,0.00427,M,1998,BC
78,0.05287,0.00467,M,1998,BC
79,0.05824,0.0055,M,1998,BC
80,0.06418,0.00606,M,1998,BC
81,0.07073,0.0066,M,1998,BC
82,0.07796,0.00712,M,1998,BC
83,0.08594,0.00756,M,1998,BC
84,0.09476,0.00848,M,1998,BC
85,0.10449,0.00978,M,1998,BC
86,0.11523,0.01125,M,1998,BC
87,0.1271,0.01311,M,1998,BC
88,0.14021,0.0152,M,1998,BC
89,0.15469,0.01752,M,1998,BC
90,0.1707,0.02014,M,1998,BC
91,0.18792,0.02372,M,1998,BC
92,0.20589,0.02816,M,1998,BC
93,0.22451,0.03346,M,1998,BC
94,0.24365,0.04011,M,1998,BC
95,0.25231,0.04884,M,1998,BC
96,0.27000999999999997,0.05815,M,1998,BC
97,0.28808,0.07065,M,1998,BC
98,0.30644,0.08695,M,1998,BC
99,0.32496,0.1116,M,1998,BC
100,0.34353,0.1326,M,1998,BC
101,0.36204,0.15998,M,1998,BC
102,0.38037,0.22727,M,1998,BC
103,0.39841,0.40769,M,1998,BC
104,0.41607,0.28864,M,1998,BC
105,0.43325,0.32266,M,1998,BC
106,0.44986,0.52617,M,1998,BC
107,0.46584,0.85631,M,1998,BC
108,0.48112,0.85342,M,1998,BC
109,0.49567,0.8499,M,1998,BC
110,1,0,M,1998,BC
0,0.00397,8.5e-4,F,1998,BC
1,1.5e-4,1.6e-4,F,1998,BC
2,1.3e-4,1.4e-4,F,1998,BC
3,1.1e-4,1.4e-4,F,1998,BC
4,1e-4,1.3e-4,F,1998,BC
5,9e-5,1.2e-4,F,1998,BC
6,7e-5,1.1e-4,F,1998,BC
7,7e-5,1e-4,F,1998,BC
8,6e-5,9e-5,F,1998,BC
9,5e-5,9e-5,F,1998,BC
10,5e-5,9e-5,F,1998,BC
11,5e-5,9e-5,F,1998,BC
12,6e-5,9e-5,F,1998,BC
13,7e-5,1e-4,F,1998,BC
14,1e-4,1.2e-4,F,1998,BC
15,1.4e-4,1.5e-4,F,1998,BC
16,2.1e-4,1.8e-4,F,1998,BC
17,2.7e-4,2e-4,F,1998,BC
18,3e-4,2.1e-4,F,1998,BC
19,3.1e-4,2.2e-4,F,1998,BC
20,3.1e-4,2.2e-4,F,1998,BC
21,3.2e-4,2.2e-4,F,1998,BC
22,3.2e-4,2.2e-4,F,1998,BC
23,3.2e-4,2.2e-4,F,1998,BC
24,3.1e-4,2.2e-4,F,1998,BC
25,3.1e-4,2.1e-4,F,1998,BC
26,3.2e-4,2.1e-4,F,1998,BC
27,3.3e-4,2.1e-4,F,1998,BC
28,3.5e-4,2.1e-4,F,1998,BC
29,3.9e-4,2.2e-4,F,1998,BC
30,4.4e-4,2.4e-4,F,1998,BC
31,5.1e-4,2.6e-4,F,1998,BC
32,5.7e-4,2.7e-4,F,1998,BC
33,6.4e-4,2.7e-4,F,1998,BC
34,7e-4,2.8e-4,F,1998,BC
35,7.7e-4,2.9e-4,F,1998,BC
36,8.4e-4,3e-4,F,1998,BC
37,9e-4,3.1e-4,F,1998,BC
38,9.7e-4,3.2e-4,F,1998,BC
39,0.00104,3.4e-4,F,1998,BC
40,0.00111,3.5e-4,F,1998,BC
41,0.00119,3.6e-4,F,1998,BC
42,0.00127,3.8e-4,F,1998,BC
43,0.00136,3.9e-4,F,1998,BC
44,0.00146,4.1e-4,F,1998,BC
45,0.00157,4.4e-4,F,1998,BC
46,0.00169,4.6e-4,F,1998,BC
47,0.00183,4.8e-4,F,1998,BC
48,0.00198,5e-4,F,1998,BC
49,0.00214,5.3e-4,F,1998,BC
50,0.00233,5.6e-4,F,1998,BC
51,0.00254,5.8e-4,F,1998,BC
52,0.00276,6.7e-4,F,1998,BC
53,0.00301,7.2e-4,F,1998,BC
54,0.00329,7.6e-4,F,1998,BC
55,0.00359,8e-4,F,1998,BC
56,0.00392,8.8e-4,F,1998,BC
57,0.00429,9.2e-4,F,1998,BC
58,0.0047,0.001,F,1998,BC
59,0.00515,0.00107,F,1998,BC
60,0.00565,0.00113,F,1998,BC
61,0.0062,0.0012,F,1998,BC
62,0.00681,0.00127,F,1998,BC
63,0.00749,0.00135,F,1998,BC
64,0.00825,0.00144,F,1998,BC
65,0.00909,0.00149,F,1998,BC
66,0.01002,0.00158,F,1998,BC
67,0.01105,0.00164,F,1998,BC
68,0.01221,0.00174,F,1998,BC
69,0.0135,0.00185,F,1998,BC
70,0.01493,0.00197,F,1998,BC
71,0.01653,0.00208,F,1998,BC
72,0.01832,0.0022,F,1998,BC
73,0.02032,0.00232,F,1998,BC
74,0.02256,0.00244,F,1998,BC
75,0.02507,0.00264,F,1998,BC
76,0.02788,0.00277,F,1998,BC
77,0.03103,0.00298,F,1998,BC
78,0.03457,0.00325,F,1998,BC
79,0.03855,0.00374,F,1998,BC
80,0.04302,0.00414,F,1998,BC
81,0.04805,0.00445,F,1998,BC
82,0.05371,0.00482,F,1998,BC
83,0.06009,0.00509,F,1998,BC
84,0.06729,0.00572,F,1998,BC
85,0.07541,0.00643,F,1998,BC
86,0.08459,0.00735,F,1998,BC
87,0.09497,0.00811,F,1998,BC
88,0.10672,0.00947,F,1998,BC
89,0.12002,0.01087,F,1998,BC
90,0.13509,0.01266,F,1998,BC
91,0.15173,0.0148,F,1998,BC
92,0.16954,0.01728,F,1998,BC
93,0.18847,0.02015,F,1998,BC
94,0.20842,0.02391,F,1998,BC
95,0.22675,0.02797,F,1998,BC
96,0.2476,0.03348,F,1998,BC
97,0.26918,0.03914,F,1998,BC
98,0.29134,0.04835,F,1998,BC
99,0.31389,0.05703,F,1998,BC
