fam_history,abx_exposure,year,sex,age,prob,OR,calibrated_prev,prev,calibrated_inc,province
0,0,2028,0,7,0.59681160584048365,1,0.04318435277264158,0.06216193129080209,0.00533535681448714,CA
1,0,2028,0,7,0.24700576475311453,2.4,0.09773365609853309,0.06216193129080209,0.01270991961604015,CA
0,1,2028,0,7,0.10133823550764948,1.352294541455884,0.05752283446004747,0.06216193129080209,0.00720143795115912,CA
1,1,2028,0,7,0.04194142358382442,3.2455068994941216,0.12776558839666893,0.06216193129080209,0.01711093837736693,CA
0,2,2028,0,7,0.00861541248240222,1.4261126499045345,0.06047296461671988,0.06216193129080209,0.00759156071227204,CA
1,2,2028,0,7,0.00356570905802404,3.4226703597708825,0.13380674804419113,0.06216193129080209,0.01802813930971434,CA
0,3,2028,0,7,5.105461694647221e-4,1.5074569426824072,0.06370256174730951,0.06216193129080209,0.00802110382299095,CA
1,3,2028,0,7,2.1130260503699576e-4,3.617896662437777,0.1403676571113018,0.06216193129080209,0.01903687373817165,CA
0,0,2028,1,7,0.5688327345647823,1,0.07191333755901645,0.102596620132636,0.00740310900141523,CA
1,0,2028,1,7,0.23542599246190557,2.4,0.15680508257389147,0.102596620132636,0.0175852023655033,CA
0,1,2028,1,7,0.12389270639125964,1.352294541455884,0.09484514284815204,0.102596620132636,0.00998514189455846,CA
1,1,2028,1,7,0.05127616887813264,3.2455068994941216,0.20094607938932552,0.102596620132636,0.02363395677030638,CA
0,2,2028,1,7,0.01351056646298491,1.4261126499045345,0.09950730000278832,0.102596620132636,0.0105244673487218,CA
1,2,2028,1,7,0.00559169387588842,3.4226703597708825,0.20961588495701697,0.102596620132636,0.02489195720967372,CA
0,3,2028,1,7,0.0010397925809732,1.5084769942747327,0.10465285010701174,0.102596620132636,0.01112553962784299,CA
1,3,2028,1,7,4.3034478407336335e-4,3.6203447862593583,0.21907001782333935,0.102596620132636,0.02629178075861993,CA
0,0,2029,0,3,0.6194584247060725,1,0.01337227277980706,0.01772698819797203,0.01337227277980706,CA
1,0,2029,0,3,0.25637873062438343,1.13,0.01508444550957078,0.01772698819797203,0.01508444550957078,CA
0,1,2029,0,3,0.08211727955678437,3.3302706334622383,0.04318752038950835,0.01772698819797203,0.04318752038950835,CA
1,1,2029,0,3,0.03398633880084128,3.763205815812329,0.04852943546228699,0.01772698819797203,0.04852943546228699,CA
0,2,2029,0,3,0.00545034008377157,3.5120611171534653,0.04543789116032702,0.01772698819797203,0.04543789116032702,CA
1,2,2029,0,3,0.00225576280250217,3.9686290623834153,0.05104330797577491,0.01772698819797203,0.05104330797577491,CA
0,3,2029,0,3,2.4975565337157917e-4,3.710460720691525,0.04788181552881229,0.01772698819797203,0.04788181552881229,CA
1,3,2029,0,3,1.0336777227309744e-4,4.192820614381422,0.05377174202535614,0.01772698819797203,0.05377174202535614,CA
0,0,2029,1,3,0.6123078469212853,1,0.02707778174670541,0.03613198451106966,0.02707778174670541,CA
1,0,2029,1,3,0.2534192809138326,1.13,0.03049056318778382,0.03613198451106966,0.03049056318778382,CA
0,1,2029,1,3,0.08827717255242752,3.3302706334622383,0.08482406504461507,0.03613198451106966,0.08482406504461507,CA
1,1,2029,1,3,0.03653576824439816,3.763205815812329,0.09480575822610622,0.03613198451106966,0.09480575822610622,CA
0,2,2029,1,3,0.00637226257489141,3.5120611171534653,0.08904208869715194,0.03613198451106966,0.08904208869715194,CA
1,2,2029,1,3,0.00263732403176388,3.9686290623834153,0.099466192152263,0.03613198451106966,0.099466192152263,CA
0,3,2029,1,3,3.1851795139575454e-4,3.7110587826863943,0.0936150124409445,0.03613198451106966,0.0936150124409445,CA
1,3,2029,1,3,1.3182681000532058e-4,4.193496424435625,0.10451304535294288,0.03613198451106966,0.10451304535294288,CA
