year,proj_scenario,sex,age,VALUE
2036,M3,F,74,253.6
2036,M3,F,75,251.8
2036,M3,F,76,244.4
2036,M3,F,77,235.1
2036,M3,F,78,226.9
2036,M3,F,79,217.2
2036,M3,F,80,205.5
2036,M3,F,81,196.8
2036,M3,F,82,183.3
2036,M3,F,83,168.2
2036,M3,F,84,154.4
2036,M3,F,85,143
2036,M3,F,86,131.7
2036,M3,F,87,120.5
2036,M3,F,88,111
2036,M3,F,89,100.5
2036,M3,F,90,77.5
2036,M3,F,91,63.8
2036,M3,F,92,54
2036,M3,F,93,44.3
2036,M3,F,94,34.7
2036,M3,F,95,27.3
2036,M3,F,96,20.6
2036,M3,F,97,15.5
2036,M3,F,98,11.3
2036,M3,F,99,7.9
2036,M3,F,100,15.6
2036,M4,B,0,425.4
2036,M4,B,1,426
2036,M4,B,2,427.5
2036,M4,B,3,429.2
2036,M4,B,4,431.4
2036,M4,B,5,434
2036,M4,B,6,436.9
2036,M4,B,7,439.7
2036,M4,B,8,442.3
2036,M4,B,9,444.7
2036,M4,B,10,446.9
2036,M4,B,11,449
2036,M4,B,12,451.1
2036,M4,B,13,453.6
2036,M4,B,14,457.4
2036,M4,B,15,463.6
2036,M4,B,16,472.9
2036,M4,B,17,488.1
2036,M4,B,18,513.6
2036,M4,B,19,533.5
2036,M4,B,20,549
2036,M4,B,21,552.8
2036,M4,B,22,554.1
2036,M4,B,23,556.3
2036,M4,B,24,556.8
2036,M4,B,25,554.5
2036,M4,B,26,559.8
2036,M4,B,27,560.1
2036,M4,B,28,558.6
2036,M4,B,29,548.7
2036,M4,B,30,540
2036,M4,B,31,536.5
2036,M4,B,32,541.1
2036,M4,B,33,539.3
2036,M4,B,34,543.8
2036,M4,B,35,549.5
2036,M4,B,36,564
2036,M4,B,37,573.3
2036,M4,B,38,573.5
2036,M4,B,39,575.2
2036,M4,B,40,586.6
2036,M4,B,41,594.5
2036,M4,B,42,593
2036,M4,B,43,595.7
2036,M4,B,44,600
2036,M4,B,45,604.9
2036,M4,B,46,604.9
2036,M4,B,47,588
2036,M4,B,48,573.7
2036,M4,B,49,571
2036,M4,B,50,573.9
2036,M4,B,51,567.9
2036,M4,B,52,560.6
2036,M4,B,53,551.6
2036,M4,B,54,542.8
2036,M4,B,55,535.7
2036,M4,B,56,524.8
2036,M4,B,57,508.6
2036,M4,B,58,495.9
2036,M4,B,59,490.1
2036,M4,B,60,485.1
2036,M4,B,61,480.1
2036,M4,B,62,467.5
2036,M4,B,63,463.2
2036,M4,B,64,466.2
2036,M4,B,65,478.6
2036,M4,B,66,474.7
2036,M4,B,67,465.8
2036,M4,B,68,458.7
2036,M4,B,69,458.9
2036,M4,B,70,477.4
2036,M4,B,71,501.1
2036,M4,B,72,508.8
2036,M4,B,73,504.8
2036,M4,B,74,486.2
2036,M4,B,75,480.3
2036,M4,B,76,464.2
2036,M4,B,77,444
2036,M4,B,78,427.5
2036,M4,B,79,405.6
2036,M4,B,80,381.5
2036,M4,B,81,362.1
2036,M4,B,82,333.8
2036,M4,B,83,304
2036,M4,B,84,277
2036,M4,B,85,254.5
2036,M4,B,86,231.7
2036,M4,B,87,209.4
2036,M4,B,88,190.4
2036,M4,B,89,170.2
2036,M4,B,90,129.4
2036,M4,B,91,104.9
2036,M4,B,92,87.2
2036,M4,B,93,70.2
2036,M4,B,94,53.7
2036,M4,B,95,41.2
2036,M4,B,96,30.3
2036,M4,B,97,22.3
2036,M4,B,98,15.9
2036,M4,B,99,10.9
2036,M4,B,100,20.3
2036,M4,M,0,217.9
2036,M4,M,1,218.2
2036,M4,M,2,218.9
2036,M4,M,3,219.8
2036,M4,M,4,221
2036,M4,M,5,222.4
2036,M4,M,6,223.9
2036,M4,M,7,225.4
2036,M4,M,8,226.8
2036,M4,M,9,228
2036,M4,M,10,229.2
2036,M4,M,11,230.3
2036,M4,M,12,231.4
2036,M4,M,13,232.7
2036,M4,M,14,234.7
2036,M4,M,15,237.8
2036,M4,M,16,242.4
2036,M4,M,17,250.3
2036,M4,M,18,264.3
2036,M4,M,19,275.9
2036,M4,M,20,284.3
2036,M4,M,21,286.5
2036,M4,M,22,286.3
2036,M4,M,23,287.3
2036,M4,M,24,285.9
2036,M4,M,25,283.7
2036,M4,M,26,284.8
2036,M4,M,27,283.9
2036,M4,M,28,281.5
2036,M4,M,29,275.7
2036,M4,M,30,270.5
2036,M4,M,31,268.5
2036,M4,M,32,270.1
2036,M4,M,33,269.3
2036,M4,M,34,271.6
2036,M4,M,35,274.9
2036,M4,M,36,282.6
2036,M4,M,37,288.5
2036,M4,M,38,288.3
2036,M4,M,39,290.1
2036,M4,M,40,295.1
2036,M4,M,41,300.7
2036,M4,M,42,299.8
2036,M4,M,43,300.7
2036,M4,M,44,302.2
2036,M4,M,45,305
2036,M4,M,46,304.6
2036,M4,M,47,295.7
2036,M4,M,48,287.1
2036,M4,M,49,285.5
2036,M4,M,50,287.4
2036,M4,M,51,283.5
2036,M4,M,52,279
2036,M4,M,53,273.3
2036,M4,M,54,267.9
2036,M4,M,55,264.1
2036,M4,M,56,257.9
2036,M4,M,57,248.7
2036,M4,M,58,242.7
2036,M4,M,59,239.1
2036,M4,M,60,236.6
2036,M4,M,61,234.2
2036,M4,M,62,227.2
2036,M4,M,63,225.6
2036,M4,M,64,227.1
2036,M4,M,65,232.9
2036,M4,M,66,230.7
2036,M4,M,67,225.4
2036,M4,M,68,221.8
2036,M4,M,69,221.7
2036,M4,M,70,231.2
2036,M4,M,71,242
2036,M4,M,72,245.4
2036,M4,M,73,242.6
2036,M4,M,74,232.6
2036,M4,M,75,228.6
2036,M4,M,76,219.8
2036,M4,M,77,208.9
2036,M4,M,78,200.6
2036,M4,M,79,188.4
2036,M4,M,80,176.1
2036,M4,M,81,165.3
2036,M4,M,82,150.4
2036,M4,M,83,135.9
2036,M4,M,84,122.6
2036,M4,M,85,111.5
2036,M4,M,86,99.9
2036,M4,M,87,88.9
2036,M4,M,88,79.4
2036,M4,M,89,69.7
2036,M4,M,90,51.9
2036,M4,M,91,41.1
2036,M4,M,92,33.2
2036,M4,M,93,25.9
2036,M4,M,94,19
2036,M4,M,95,13.9
2036,M4,M,96,9.8
2036,M4,M,97,6.9
2036,M4,M,98,4.6
2036,M4,M,99,3
2036,M4,M,100,4.8
2036,M4,F,0,207.6
2036,M4,F,1,207.9
2036,M4,F,2,208.6
2036,M4,F,3,209.4
2036,M4,F,4,210.4
2036,M4,F,5,211.7
2036,M4,F,6,213
2036,M4,F,7,214.3
2036,M4,F,8,215.5
2036,M4,F,9,216.7
2036,M4,F,10,217.7
2036,M4,F,11,218.7
2036,M4,F,12,219.7
2036,M4,F,13,220.9
2036,M4,F,14,222.7
2036,M4,F,15,225.8
2036,M4,F,16,230.5
2036,M4,F,17,237.8
2036,M4,F,18,249.3
2036,M4,F,19,257.6
2036,M4,F,20,264.6
2036,M4,F,21,266.3
2036,M4,F,22,267.8
2036,M4,F,23,268.9
2036,M4,F,24,270.8
2036,M4,F,25,270.8
2036,M4,F,26,275
2036,M4,F,27,276.2
2036,M4,F,28,277.1
2036,M4,F,29,273
2036,M4,F,30,269.5
2036,M4,F,31,268
2036,M4,F,32,271
2036,M4,F,33,270
2036,M4,F,34,272.1
2036,M4,F,35,274.6
2036,M4,F,36,281.4
2036,M4,F,37,284.8
2036,M4,F,38,285.2
2036,M4,F,39,285.1
2036,M4,F,40,291.5
2036,M4,F,41,293.7
2036,M4,F,42,293.2
2036,M4,F,43,295
2036,M4,F,44,297.8
2036,M4,F,45,299.9
2036,M4,F,46,300.2
2036,M4,F,47,292.2
2036,M4,F,48,286.6
2036,M4,F,49,285.5
2036,M4,F,50,286.5
2036,M4,F,51,284.4
2036,M4,F,52,281.6
2036,M4,F,53,278.3
2036,M4,F,54,274.9
2036,M4,F,55,271.7
2036,M4,F,56,266.9
2036,M4,F,57,259.9
2036,M4,F,58,253.2
2036,M4,F,59,251
2036,M4,F,60,248.5
2036,M4,F,61,245.9
2036,M4,F,62,240.4
2036,M4,F,63,237.6
2036,M4,F,64,239.1
2036,M4,F,65,245.7
2036,M4,F,66,244
2036,M4,F,67,240.4
2036,M4,F,68,236.9
2036,M4,F,69,237.2
2036,M4,F,70,246.2
2036,M4,F,71,259.1
2036,M4,F,72,263.5
2036,M4,F,73,262.2
2036,M4,F,74,253.6
2036,M4,F,75,251.7
2036,M4,F,76,244.4
2036,M4,F,77,235.1
2036,M4,F,78,226.9
2036,M4,F,79,217.2
2036,M4,F,80,205.5
2036,M4,F,81,196.8
2036,M4,F,82,183.3
2036,M4,F,83,168.2
2036,M4,F,84,154.4
2036,M4,F,85,143
2036,M4,F,86,131.7
2036,M4,F,87,120.5
2036,M4,F,88,111
2036,M4,F,89,100.5
2036,M4,F,90,77.5
2036,M4,F,91,63.7
2036,M4,F,92,54
2036,M4,F,93,44.3
2036,M4,F,94,34.7
2036,M4,F,95,27.3
2036,M4,F,96,20.6
2036,M4,F,97,15.5
2036,M4,F,98,11.3
2036,M4,F,99,7.9
2036,M4,F,100,15.6
2036,M5,B,0,424.5
2036,M5,B,1,425.2
2036,M5,B,2,426.7
2036,M5,B,3,428.5
2036,M5,B,4,430.7
2036,M5,B,5,433.4
2036,M5,B,6,436.3
2036,M5,B,7,439.2
2036,M5,B,8,441.8
2036,M5,B,9,444.3
2036,M5,B,10,446.5
2036,M5,B,11,448.6
2036,M5,B,12,450.7
2036,M5,B,13,453.3
2036,M5,B,14,457.2
2036,M5,B,15,463.4
2036,M5,B,16,472.8
2036,M5,B,17,488
2036,M5,B,18,513.6
2036,M5,B,19,533.5
2036,M5,B,20,549
2036,M5,B,21,552.8
2036,M5,B,22,554.1
2036,M5,B,23,556.3
2036,M5,B,24,556.7
2036,M5,B,25,554.5
2036,M5,B,26,559.8
2036,M5,B,27,560
2036,M5,B,28,558.6
2036,M5,B,29,548.6
2036,M5,B,30,539.9
2036,M5,B,31,536.4
2036,M5,B,32,541
2036,M5,B,33,539.3
2036,M5,B,34,543.7
2036,M5,B,35,549.4
2036,M5,B,36,563.9
2036,M5,B,37,573.2
2036,M5,B,38,573.4
2036,M5,B,39,575.1
2036,M5,B,40,586.5
2036,M5,B,41,594.4
2036,M5,B,42,592.9
2036,M5,B,43,595.6
2036,M5,B,44,599.9
2036,M5,B,45,604.8
2036,M5,B,46,604.8
2036,M5,B,47,587.9
2036,M5,B,48,573.7
2036,M5,B,49,571
2036,M5,B,50,573.8
2036,M5,B,51,567.9
2036,M5,B,52,560.5
2036,M5,B,53,551.5
2036,M5,B,54,542.8
2036,M5,B,55,535.7
2036,M5,B,56,524.8
2036,M5,B,57,508.6
2036,M5,B,58,495.8
2036,M5,B,59,490
2036,M5,B,60,485.1
2036,M5,B,61,480
2036,M5,B,62,467.5
2036,M5,B,63,463.2
2036,M5,B,64,466.2
2036,M5,B,65,478.6
2036,M5,B,66,474.7
2036,M5,B,67,465.8
2036,M5,B,68,458.7
2036,M5,B,69,458.9
2036,M5,B,70,477.4
2036,M5,B,71,501.1
2036,M5,B,72,508.8
2036,M5,B,73,504.8
2036,M5,B,74,486.2
2036,M5,B,75,480.3
2036,M5,B,76,464.2
2036,M5,B,77,444
2036,M5,B,78,427.6
2036,M5,B,79,405.6
2036,M5,B,80,381.6
2036,M5,B,81,362.1
2036,M5,B,82,333.8
2036,M5,B,83,304.1
2036,M5,B,84,277
2036,M5,B,85,254.5
2036,M5,B,86,231.7
2036,M5,B,87,209.5
2036,M5,B,88,190.4
2036,M5,B,89,170.2
2036,M5,B,90,129.4
2036,M5,B,91,104.9
2036,M5,B,92,87.2
2036,M5,B,93,70.2
2036,M5,B,94,53.7
2036,M5,B,95,41.2
2036,M5,B,96,30.3
2036,M5,B,97,22.3
2036,M5,B,98,15.9
2036,M5,B,99,10.9
2036,M5,B,100,20.3
2036,M5,M,0,217.4
2036,M5,M,1,217.7
2036,M5,M,2,218.5
2036,M5,M,3,219.5
2036,M5,M,4,220.6
2036,M5,M,5,222.1
2036,M5,M,6,223.6
2036,M5,M,7,225.1
2036,M5,M,8,226.5
2036,M5,M,9,227.8
2036,M5,M,10,229
2036,M5,M,11,230.1
2036,M5,M,12,231.2
2036,M5,M,13,232.6
2036,M5,M,14,234.6
2036,M5,M,15,237.7
2036,M5,M,16,242.3
2036,M5,M,17,250.3
2036,M5,M,18,264.3
2036,M5,M,19,275.9
2036,M5,M,20,284.3
2036,M5,M,21,286.5
2036,M5,M,22,286.3
2036,M5,M,23,287.3
2036,M5,M,24,285.9
2036,M5,M,25,283.7
2036,M5,M,26,284.8
2036,M5,M,27,283.9
2036,M5,M,28,281.5
2036,M5,M,29,275.6
2036,M5,M,30,270.4
2036,M5,M,31,268.4
2036,M5,M,32,270.1
2036,M5,M,33,269.3
2036,M5,M,34,271.6
2036,M5,M,35,274.8
2036,M5,M,36,282.6
2036,M5,M,37,288.4
2036,M5,M,38,288.2
2036,M5,M,39,290.1
2036,M5,M,40,295.1
2036,M5,M,41,300.7
2036,M5,M,42,299.8
2036,M5,M,43,300.7
2036,M5,M,44,302.1
2036,M5,M,45,305
2036,M5,M,46,304.6
2036,M5,M,47,295.7
2036,M5,M,48,287.1
2036,M5,M,49,285.5
2036,M5,M,50,287.4
2036,M5,M,51,283.5
2036,M5,M,52,278.9
2036,M5,M,53,273.2
2036,M5,M,54,267.9
2036,M5,M,55,264.1
2036,M5,M,56,257.9
2036,M5,M,57,248.7
2036,M5,M,58,242.7
2036,M5,M,59,239.1
2036,M5,M,60,236.6
2036,M5,M,61,234.1
2036,M5,M,62,227.2
2036,M5,M,63,225.6
2036,M5,M,64,227.1
2036,M5,M,65,232.9
2036,M5,M,66,230.7
2036,M5,M,67,225.4
2036,M5,M,68,221.8
2036,M5,M,69,221.7
2036,M5,M,70,231.2
2036,M5,M,71,242
2036,M5,M,72,245.4
2036,M5,M,73,242.6
2036,M5,M,74,232.6
2036,M5,M,75,228.6
2036,M5,M,76,219.8
2036,M5,M,77,208.9
2036,M5,M,78,200.6
2036,M5,M,79,188.4
2036,M5,M,80,176.1
2036,M5,M,81,165.3
2036,M5,M,82,150.5
2036,M5,M,83,135.9
2036,M5,M,84,122.6
2036,M5,M,85,111.5
2036,M5,M,86,99.9
2036,M5,M,87,88.9
2036,M5,M,88,79.4
2036,M5,M,89,69.7
2036,M5,M,90,51.9
2036,M5,M,91,41.1
2036,M5,M,92,33.2
2036,M5,M,93,25.9
2036,M5,M,94,19
2036,M5,M,95,13.9
2036,M5,M,96,9.8
2036,M5,M,97,6.9
2036,M5,M,98,4.6
2036,M5,M,99,3
2036,M5,M,100,4.8
2036,M5,F,0,207.1
2036,M5,F,1,207.5
2036,M5,F,2,208.2
2036,M5,F,3,209.1
2036,M5,F,4,210.1
2036,M5,F,5,211.4
2036,M5,F,6,212.7
2036,M5,F,7,214.1
2036,M5,F,8,215.3
2036,M5,F,9,216.5
2036,M5,F,10,217.5
2036,M5,F,11,218.5
2036,M5,F,12,219.5
2036,M5,F,13,220.7
2036,M5,F,14,222.6
2036,M5,F,15,225.7
2036,M5,F,16,230.5
2036,M5,F,17,237.8
2036,M5,F,18,249.3
2036,M5,F,19,257.6
2036,M5,F,20,264.6
2036,M5,F,21,266.3
2036,M5,F,22,267.8
2036,M5,F,23,268.9
2036,M5,F,24,270.8
2036,M5,F,25,270.8
2036,M5,F,26,275
2036,M5,F,27,276.2
2036,M5,F,28,277.1
2036,M5,F,29,273
2036,M5,F,30,269.5
2036,M5,F,31,268
2036,M5,F,32,270.9
2036,M5,F,33,270
2036,M5,F,34,272.1
2036,M5,F,35,274.6
2036,M5,F,36,281.3
2036,M5,F,37,284.8
2036,M5,F,38,285.1
2036,M5,F,39,285
2036,M5,F,40,291.4
2036,M5,F,41,293.7
2036,M5,F,42,293.1
2036,M5,F,43,295
2036,M5,F,44,297.7
2036,M5,F,45,299.9
2036,M5,F,46,300.2
2036,M5,F,47,292.2
2036,M5,F,48,286.6
2036,M5,F,49,285.5
2036,M5,F,50,286.5
2036,M5,F,51,284.4
2036,M5,F,52,281.6
2036,M5,F,53,278.3
2036,M5,F,54,274.9
2036,M5,F,55,271.6
2036,M5,F,56,266.9
2036,M5,F,57,259.9
2036,M5,F,58,253.2
2036,M5,F,59,251
2036,M5,F,60,248.5
2036,M5,F,61,245.9
2036,M5,F,62,240.4
2036,M5,F,63,237.6
2036,M5,F,64,239.1
2036,M5,F,65,245.7
2036,M5,F,66,244
2036,M5,F,67,240.4
2036,M5,F,68,236.9
2036,M5,F,69,237.2
2036,M5,F,70,246.2
2036,M5,F,71,259.1
2036,M5,F,72,263.5
2036,M5,F,73,262.2
2036,M5,F,74,253.6
2036,M5,F,75,251.8
2036,M5,F,76,244.4
2036,M5,F,77,235.1
2036,M5,F,78,226.9
2036,M5,F,79,217.2
2036,M5,F,80,205.5
2036,M5,F,81,196.8
2036,M5,F,82,183.3
2036,M5,F,83,168.2
2036,M5,F,84,154.4
2036,M5,F,85,143
2036,M5,F,86,131.7
2036,M5,F,87,120.5
2036,M5,F,88,111
2036,M5,F,89,100.5
2036,M5,F,90,77.5
2036,M5,F,91,63.7
2036,M5,F,92,54
2036,M5,F,93,44.3
2036,M5,F,94,34.7
2036,M5,F,95,27.3
2036,M5,F,96,20.6
2036,M5,F,97,15.5
2036,M5,F,98,11.3
2036,M5,F,99,7.9
2036,M5,F,100,15.6
2036,HG,B,0,509.9
2036,HG,B,1,508.2
2036,HG,B,2,507.6
2036,HG,B,3,507.2
2036,HG,B,4,507.2
2036,HG,B,5,507.9
2036,HG,B,6,508.6
2036,HG,B,7,509.1
2036,HG,B,8,509.2
2036,HG,B,9,509
2036,HG,B,10,508.3
2036,HG,B,11,507.3
2036,HG,B,12,506.1
2036,HG,B,13,505.1
2036,HG,B,14,505.7
2036,HG,B,15,508.6
2036,HG,B,16,514.6
2036,HG,B,17,526.6
2036,HG,B,18,547.7
2036,HG,B,19,574
2036,HG,B,20,593.2
2036,HG,B,21,597.5
2036,HG,B,22,598.7
2036,HG,B,23,600.9
2036,HG,B,24,601.4
2036,HG,B,25,599
2036,HG,B,26,604.1
2036,HG,B,27,604.1
2036,HG,B,28,602.5
2036,HG,B,29,592.7
2036,HG,B,30,584.4
2036,HG,B,31,581.3
2036,HG,B,32,586.4
2036,HG,B,33,585.1
2036,HG,B,34,589.8
2036,HG,B,35,595.6
2036,HG,B,36,609.9
2036,HG,B,37,618.6
2036,HG,B,38,617.8
2036,HG,B,39,618.3
2036,HG,B,40,628.4
2036,HG,B,41,634.7
2036,HG,B,42,631.5
2036,HG,B,43,632.2
2036,HG,B,44,634.5
2036,HG,B,45,637.5
2036,HG,B,46,635.4
2036,HG,B,47,616.3
2036,HG,B,48,600
2036,HG,B,49,595.3
2036,HG,B,50,596.4
2036,HG,B,51,588.8
2036,HG,B,52,579.9
2036,HG,B,53,569.5
2036,HG,B,54,559.5
2036,HG,B,55,551.2
2036,HG,B,56,539.2
2036,HG,B,57,522
2036,HG,B,58,508.4
2036,HG,B,59,501.9
2036,HG,B,60,496.5
2036,HG,B,61,491
2036,HG,B,62,478.1
2036,HG,B,63,473.5
2036,HG,B,64,476.4
2036,HG,B,65,488.9
2036,HG,B,66,485
2036,HG,B,67,476.1
2036,HG,B,68,469.1
2036,HG,B,69,469.5
2036,HG,B,70,488.6
2036,HG,B,71,513
2036,HG,B,72,521.3
2036,HG,B,73,517.7
2036,HG,B,74,499.3
2036,HG,B,75,493.9
2036,HG,B,76,478.2
2036,HG,B,77,458.2
2036,HG,B,78,442.1
2036,HG,B,79,420.3
2036,HG,B,80,396.4
2036,HG,B,81,377.2
2036,HG,B,82,348.8
2036,HG,B,83,318.7
2036,HG,B,84,291.4
2036,HG,B,85,268.7
2036,HG,B,86,245.6
2036,HG,B,87,222.9
2036,HG,B,88,203.5
2036,HG,B,89,182.6
2036,HG,B,90,139.5
2036,HG,B,91,113.6
2036,HG,B,92,94.8
2036,HG,B,93,76.7
2036,HG,B,94,58.9
2036,HG,B,95,45.4
2036,HG,B,96,33.6
2036,HG,B,97,24.9
2036,HG,B,98,17.8
2036,HG,B,99,12.3
2036,HG,B,100,23.1
2036,HG,M,0,261.1
2036,HG,M,1,260.2
2036,HG,M,2,259.9
2036,HG,M,3,259.7
2036,HG,M,4,259.8
2036,HG,M,5,260.2
2036,HG,M,6,260.6
2036,HG,M,7,260.9
2036,HG,M,8,261.1
2036,HG,M,9,261
2036,HG,M,10,260.7
2036,HG,M,11,260.2
2036,HG,M,12,259.7
2036,HG,M,13,259.2
2036,HG,M,14,259.5
2036,HG,M,15,260.9
2036,HG,M,16,263.7
2036,HG,M,17,270.1
2036,HG,M,18,282.2
2036,HG,M,19,297.4
2036,HG,M,20,308
2036,HG,M,21,310.5
2036,HG,M,22,310.2
2036,HG,M,23,311.2
2036,HG,M,24,309.7
2036,HG,M,25,307
2036,HG,M,26,307.7
2036,HG,M,27,306.3
2036,HG,M,28,303.6
2036,HG,M,29,297.5
2036,HG,M,30,292.4
2036,HG,M,31,290.5
2036,HG,M,32,292.3
2036,HG,M,33,291.7
2036,HG,M,34,294.3
2036,HG,M,35,297.6
2036,HG,M,36,305.4
2036,HG,M,37,311
2036,HG,M,38,310.4
2036,HG,M,39,311.8
2036,HG,M,40,316.2
2036,HG,M,41,321.2
2036,HG,M,42,319.5
2036,HG,M,43,319.4
2036,HG,M,44,320
2036,HG,M,45,321.9
2036,HG,M,46,320.5
2036,HG,M,47,310.6
2036,HG,M,48,300.9
2036,HG,M,49,298.4
2036,HG,M,50,299.4
2036,HG,M,51,294.7
2036,HG,M,52,289.4
2036,HG,M,53,282.9
2036,HG,M,54,276.9
2036,HG,M,55,272.4
2036,HG,M,56,265.6
2036,HG,M,57,255.8
2036,HG,M,58,249.3
2036,HG,M,59,245.3
2036,HG,M,60,242.5
2036,HG,M,61,239.8
2036,HG,M,62,232.5
2036,HG,M,63,230.8
2036,HG,M,64,232.2
2036,HG,M,65,238
2036,HG,M,66,235.8
2036,HG,M,67,230.5
2036,HG,M,68,226.8
2036,HG,M,69,226.9
2036,HG,M,70,236.6
2036,HG,M,71,247.8
2036,HG,M,72,251.4
2036,HG,M,73,248.9
2036,HG,M,74,239
2036,HG,M,75,235.2
2036,HG,M,76,226.6
2036,HG,M,77,215.7
2036,HG,M,78,207.7
2036,HG,M,79,195.5
2036,HG,M,80,183.2
2036,HG,M,81,172.4
2036,HG,M,82,157.4
2036,HG,M,83,142.6
2036,HG,M,84,129.1
2036,HG,M,85,117.8
2036,HG,M,86,106
2036,HG,M,87,94.7
2036,HG,M,88,84.9
2036,HG,M,89,74.8
2036,HG,M,90,55.9
2036,HG,M,91,44.5
2036,HG,M,92,36.1
2036,HG,M,93,28.2
2036,HG,M,94,20.8
2036,HG,M,95,15.3
2036,HG,M,96,10.8
2036,HG,M,97,7.6
2036,HG,M,98,5.2
2036,HG,M,99,3.4
2036,HG,M,100,5.3
2036,HG,F,0,248.8
2036,HG,F,1,248
2036,HG,F,2,247.7
2036,HG,F,3,247.5
2036,HG,F,4,247.4
2036,HG,F,5,247.7
2036,HG,F,6,248
2036,HG,F,7,248.2
2036,HG,F,8,248.2
2036,HG,F,9,248
2036,HG,F,10,247.6
2036,HG,F,11,247.1
2036,HG,F,12,246.4
2036,HG,F,13,245.9
2036,HG,F,14,246.1
2036,HG,F,15,247.7
2036,HG,F,16,250.8
2036,HG,F,17,256.5
2036,HG,F,18,265.6
2036,HG,F,19,276.6
2036,HG,F,20,285.2
2036,HG,F,21,287
2036,HG,F,22,288.4
2036,HG,F,23,289.7
2036,HG,F,24,291.8
2036,HG,F,25,291.9
2036,HG,F,26,296.4
2036,HG,F,27,297.8
2036,HG,F,28,298.9
2036,HG,F,29,295.1
2036,HG,F,30,292
2036,HG,F,31,290.8
2036,HG,F,32,294
2036,HG,F,33,293.3
2036,HG,F,34,295.6
2036,HG,F,35,298
2036,HG,F,36,304.6
2036,HG,F,37,307.6
2036,HG,F,38,307.4
2036,HG,F,39,306.6
2036,HG,F,40,312.2
2036,HG,F,41,313.6
2036,HG,F,42,312
2036,HG,F,43,312.8
2036,HG,F,44,314.5
2036,HG,F,45,315.6
2036,HG,F,46,314.8
2036,HG,F,47,305.7
2036,HG,F,48,299
2036,HG,F,49,296.9
2036,HG,F,50,297
2036,HG,F,51,294.1
2036,HG,F,52,290.6
2036,HG,F,53,286.6
2036,HG,F,54,282.6
2036,HG,F,55,278.8
2036,HG,F,56,273.6
2036,HG,F,57,266.2
2036,HG,F,58,259.1
2036,HG,F,59,256.6
2036,HG,F,60,254
2036,HG,F,61,251.2
2036,HG,F,62,245.6
2036,HG,F,63,242.7
2036,HG,F,64,244.2
2036,HG,F,65,250.9
2036,HG,F,66,249.2
2036,HG,F,67,245.7
2036,HG,F,68,242.3
2036,HG,F,69,242.6
2036,HG,F,70,252
2036,HG,F,71,265.2
2036,HG,F,72,269.8
2036,HG,F,73,268.7
2036,HG,F,74,260.3
2036,HG,F,75,258.7
2036,HG,F,76,251.6
2036,HG,F,77,242.4
2036,HG,F,78,234.4
2036,HG,F,79,224.8
2036,HG,F,80,213.3
2036,HG,F,81,204.8
2036,HG,F,82,191.4
2036,HG,F,83,176.1
2036,HG,F,84,162.3
2036,HG,F,85,150.9
2036,HG,F,86,139.6
2036,HG,F,87,128.3
2036,HG,F,88,118.6
2036,HG,F,89,107.9
2036,HG,F,90,83.6
2036,HG,F,91,69.1
2036,HG,F,92,58.8
2036,HG,F,93,48.5
2036,HG,F,94,38.2
2036,HG,F,95,30.2
2036,HG,F,96,22.9
2036,HG,F,97,17.3
2036,HG,F,98,12.7
2036,HG,F,99,8.9
2036,HG,F,100,17.8
2036,SA,B,0,507.4
2036,SA,B,1,505.8
2036,SA,B,2,505.3
2036,SA,B,3,504.9
2036,SA,B,4,505.1
2036,SA,B,5,505.8
2036,SA,B,6,506.6
2036,SA,B,7,507.2
2036,SA,B,8,507.4
2036,SA,B,9,507.2
2036,SA,B,10,506.6
2036,SA,B,11,505.7
2036,SA,B,12,504.6
2036,SA,B,13,503.7
2036,SA,B,14,504.3
2036,SA,B,15,507.3
2036,SA,B,16,513.3
2036,SA,B,17,525.4
2036,SA,B,18,546.6
2036,SA,B,19,572.9
2036,SA,B,20,592.1
2036,SA,B,21,596.3
2036,SA,B,22,597.4
2036,SA,B,23,599.6
2036,SA,B,24,600
2036,SA,B,25,597.4
2036,SA,B,26,602.4
2036,SA,B,27,602.2
2036,SA,B,28,600.4
2036,SA,B,29,590.4
2036,SA,B,30,582
2036,SA,B,31,578.8
2036,SA,B,32,583.8
2036,SA,B,33,582.4
2036,SA,B,34,587.1
2036,SA,B,35,592.9
2036,SA,B,36,607.1
2036,SA,B,37,615.8
2036,SA,B,38,615
2036,SA,B,39,615.6
2036,SA,B,40,625.7
2036,SA,B,41,631.9
2036,SA,B,42,628.7
2036,SA,B,43,629.4
2036,SA,B,44,631.7
2036,SA,B,45,634.5
2036,SA,B,46,632.4
2036,SA,B,47,613.2
2036,SA,B,48,596.8
2036,SA,B,49,592.1
2036,SA,B,50,593
2036,SA,B,51,585.2
2036,SA,B,52,576.1
2036,SA,B,53,565.5
2036,SA,B,54,555.2
2036,SA,B,55,546.7
2036,SA,B,56,534.4
2036,SA,B,57,516.9
2036,SA,B,58,503
2036,SA,B,59,496.1
2036,SA,B,60,490.2
2036,SA,B,61,484.2
2036,SA,B,62,470.9
2036,SA,B,63,465.7
2036,SA,B,64,467.8
2036,SA,B,65,479.2
2036,SA,B,66,474.5
2036,SA,B,67,464.8
2036,SA,B,68,456.9
2036,SA,B,69,456.1
2036,SA,B,70,473.3
2036,SA,B,71,495.4
2036,SA,B,72,501.7
2036,SA,B,73,496.4
2036,SA,B,74,476.9
