year,proj_scenario,sex,age,VALUE
2027,M5,B,80,300.7
2027,M5,B,81,248.2
2027,M5,B,82,220.7
2027,M5,B,83,204
2027,M5,B,84,185
2027,M5,B,85,161.6
2027,M5,B,86,143.7
2027,M5,B,87,124.6
2027,M5,B,88,109.5
2027,M5,B,89,94.6
2027,M5,B,90,80
2027,M5,B,91,69.1
2027,M5,B,92,57
2027,M5,B,93,46.3
2027,M5,B,94,38.1
2027,M5,B,95,30.1
2027,M5,B,96,23.2
2027,M5,B,97,17
2027,M5,B,98,12
2027,M5,B,99,8.5
2027,M5,B,100,15.2
2027,M5,M,0,204.6
2027,M5,M,1,205.9
2027,M5,M,2,207.4
2027,M5,M,3,208.9
2027,M5,M,4,210.3
2027,M5,M,5,211.8
2027,M5,M,6,213.2
2027,M5,M,7,214.5
2027,M5,M,8,215.6
2027,M5,M,9,218.6
2027,M5,M,10,219.1
2027,M5,M,11,220.8
2027,M5,M,12,222.2
2027,M5,M,13,223.2
2027,M5,M,14,226.3
2027,M5,M,15,228.4
2027,M5,M,16,231.6
2027,M5,M,17,241.3
2027,M5,M,18,252.7
2027,M5,M,19,262.3
2027,M5,M,20,263.7
2027,M5,M,21,259.4
2027,M5,M,22,256.6
2027,M5,M,23,257
2027,M5,M,24,254.3
2027,M5,M,25,254.2
2027,M5,M,26,254.9
2027,M5,M,27,261
2027,M5,M,28,265.6
2027,M5,M,29,264.7
2027,M5,M,30,266.7
2027,M5,M,31,272.6
2027,M5,M,32,279.5
2027,M5,M,33,280
2027,M5,M,34,282.8
2027,M5,M,35,286.1
2027,M5,M,36,290.8
2027,M5,M,37,292
2027,M5,M,38,284.4
2027,M5,M,39,277.3
2027,M5,M,40,277.5
2027,M5,M,41,281.3
2027,M5,M,42,278.9
2027,M5,M,43,275.7
2027,M5,M,44,271.3
2027,M5,M,45,267.2
2027,M5,M,46,264.6
2027,M5,M,47,259.5
2027,M5,M,48,251
2027,M5,M,49,245.7
2027,M5,M,50,242.8
2027,M5,M,51,241.2
2027,M5,M,52,239.5
2027,M5,M,53,233.1
2027,M5,M,54,232.3
2027,M5,M,55,234.8
2027,M5,M,56,241.9
2027,M5,M,57,240.6
2027,M5,M,58,236.2
2027,M5,M,59,233.7
2027,M5,M,60,235.2
2027,M5,M,61,247.2
2027,M5,M,62,261.3
2027,M5,M,63,267.6
2027,M5,M,64,267.4
2027,M5,M,65,259.4
2027,M5,M,66,258.3
2027,M5,M,67,252.2
2027,M5,M,68,243.8
2027,M5,M,69,238.8
2027,M5,M,70,229.3
2027,M5,M,71,219.7
2027,M5,M,72,212.1
2027,M5,M,73,199.5
2027,M5,M,74,186.9
2027,M5,M,75,175.8
2027,M5,M,76,167.7
2027,M5,M,77,158.8
2027,M5,M,78,150.4
2027,M5,M,79,144.4
2027,M5,M,80,137.7
2027,M5,M,81,112.8
2027,M5,M,82,99.6
2027,M5,M,83,91.1
2027,M5,M,84,81.6
2027,M5,M,85,69.9
2027,M5,M,86,60.8
2027,M5,M,87,51.7
2027,M5,M,88,44.6
2027,M5,M,89,37.7
2027,M5,M,90,31
2027,M5,M,91,26
2027,M5,M,92,20.7
2027,M5,M,93,16.2
2027,M5,M,94,12.8
2027,M5,M,95,9.6
2027,M5,M,96,7
2027,M5,M,97,4.8
2027,M5,M,98,3.1
2027,M5,M,99,2.1
2027,M5,M,100,3
2027,M5,F,0,194.9
2027,M5,F,1,196.2
2027,M5,F,2,197.7
2027,M5,F,3,199
2027,M5,F,4,200.3
2027,M5,F,5,201.7
2027,M5,F,6,202.9
2027,M5,F,7,204.1
2027,M5,F,8,205.1
2027,M5,F,9,207.6
2027,M5,F,10,207.6
2027,M5,F,11,209.8
2027,M5,F,12,210.9
2027,M5,F,13,212.8
2027,M5,F,14,214.8
2027,M5,F,15,218.5
2027,M5,F,16,221.7
2027,M5,F,17,231.7
2027,M5,F,18,240.9
2027,M5,F,19,249.1
2027,M5,F,20,248.7
2027,M5,F,21,244.5
2027,M5,F,22,241.6
2027,M5,F,23,243.4
2027,M5,F,24,241.6
2027,M5,F,25,242.7
2027,M5,F,26,244.5
2027,M5,F,27,251.1
2027,M5,F,28,254.8
2027,M5,F,29,255.9
2027,M5,F,30,257
2027,M5,F,31,265
2027,M5,F,32,268.9
2027,M5,F,33,270.1
2027,M5,F,34,273.9
2027,M5,F,35,278.7
2027,M5,F,36,282.6
2027,M5,F,37,284.7
2027,M5,F,38,278.2
2027,M5,F,39,274.2
2027,M5,F,40,274.8
2027,M5,F,41,277.6
2027,M5,F,42,277
2027,M5,F,43,275.7
2027,M5,F,44,273.6
2027,M5,F,45,271.4
2027,M5,F,46,269
2027,M5,F,47,265
2027,M5,F,48,258.5
2027,M5,F,49,252.1
2027,M5,F,50,250.3
2027,M5,F,51,248.2
2027,M5,F,52,245.9
2027,M5,F,53,240.6
2027,M5,F,54,238.2
2027,M5,F,55,240.3
2027,M5,F,56,247.7
2027,M5,F,57,246.6
2027,M5,F,58,243.8
2027,M5,F,59,241.3
2027,M5,F,60,242.7
2027,M5,F,61,253.6
2027,M5,F,62,269
2027,M5,F,63,275.5
2027,M5,F,64,276.4
2027,M5,F,65,269.6
2027,M5,F,66,270.4
2027,M5,F,67,265.4
2027,M5,F,68,258.5
2027,M5,F,69,253
2027,M5,F,70,246.1
2027,M5,F,71,237
2027,M5,F,72,231.8
2027,M5,F,73,221
2027,M5,F,74,208.2
2027,M5,F,75,197.1
2027,M5,F,76,189
2027,M5,F,77,181.3
2027,M5,F,78,173.8
2027,M5,F,79,168.9
2027,M5,F,80,163
2027,M5,F,81,135.4
2027,M5,F,82,121.1
2027,M5,F,83,112.9
2027,M5,F,84,103.4
2027,M5,F,85,91.7
2027,M5,F,86,82.9
2027,M5,F,87,72.8
2027,M5,F,88,64.9
2027,M5,F,89,56.9
2027,M5,F,90,49
2027,M5,F,91,43.1
2027,M5,F,92,36.3
2027,M5,F,93,30.1
2027,M5,F,94,25.3
2027,M5,F,95,20.5
2027,M5,F,96,16.3
2027,M5,F,97,12.2
2027,M5,F,98,8.8
2027,M5,F,99,6.4
2027,M5,F,100,12.2
2027,HG,B,0,450
2027,HG,B,1,449.8
2027,HG,B,2,449.9
2027,HG,B,3,449.6
2027,HG,B,4,449
2027,HG,B,5,448.1
2027,HG,B,6,446.4
2027,HG,B,7,443.4
2027,HG,B,8,438.2
2027,HG,B,9,432.7
2027,HG,B,10,433.1
2027,HG,B,11,436.9
2027,HG,B,12,439.3
2027,HG,B,13,442.3
2027,HG,B,14,447.7
2027,HG,B,15,454.4
2027,HG,B,16,462.5
2027,HG,B,17,485.2
2027,HG,B,18,510.6
2027,HG,B,19,533.2
2027,HG,B,20,537.1
2027,HG,B,21,529.2
2027,HG,B,22,523.5
2027,HG,B,23,526
2027,HG,B,24,521.5
2027,HG,B,25,522.2
2027,HG,B,26,524.3
2027,HG,B,27,536.3
2027,HG,B,28,543.9
2027,HG,B,29,543.3
2027,HG,B,30,545.8
2027,HG,B,31,559.2
2027,HG,B,32,569.4
2027,HG,B,33,570.4
2027,HG,B,34,576.1
2027,HG,B,35,583.4
2027,HG,B,36,591
2027,HG,B,37,593.1
2027,HG,B,38,577.9
2027,HG,B,39,565.7
2027,HG,B,40,565.6
2027,HG,B,41,571.2
2027,HG,B,42,567.5
2027,HG,B,43,562.1
2027,HG,B,44,554.9
2027,HG,B,45,547.9
2027,HG,B,46,542.3
2027,HG,B,47,532.4
2027,HG,B,48,516.7
2027,HG,B,49,504.4
2027,HG,B,50,499.2
2027,HG,B,51,495
2027,HG,B,52,490.7
2027,HG,B,53,478.7
2027,HG,B,54,475.1
2027,HG,B,55,479.4
2027,HG,B,56,493.7
2027,HG,B,57,491.2
2027,HG,B,58,483.8
2027,HG,B,59,478.5
2027,HG,B,60,481.5
2027,HG,B,61,504.5
2027,HG,B,62,534
2027,HG,B,63,547
2027,HG,B,64,547.8
2027,HG,B,65,533
2027,HG,B,66,532.9
2027,HG,B,67,521.9
2027,HG,B,68,506.6
2027,HG,B,69,496.3
2027,HG,B,70,479.9
2027,HG,B,71,461.3
2027,HG,B,72,448.7
2027,HG,B,73,425.3
2027,HG,B,74,399.9
2027,HG,B,75,377.7
2027,HG,B,76,361.7
2027,HG,B,77,345.1
2027,HG,B,78,329.4
2027,HG,B,79,318.7
2027,HG,B,80,306.1
2027,HG,B,81,253.1
2027,HG,B,82,225.4
2027,HG,B,83,208.6
2027,HG,B,84,189.5
2027,HG,B,85,165.8
2027,HG,B,86,147.6
2027,HG,B,87,128.2
2027,HG,B,88,112.9
2027,HG,B,89,97.7
2027,HG,B,90,82.7
2027,HG,B,91,71.6
2027,HG,B,92,59.1
2027,HG,B,93,48.1
2027,HG,B,94,39.7
2027,HG,B,95,31.4
2027,HG,B,96,24.3
2027,HG,B,97,17.8
2027,HG,B,98,12.5
2027,HG,B,99,8.9
2027,HG,B,100,16
2027,HG,M,0,230.4
2027,HG,M,1,230.3
2027,HG,M,2,230.4
2027,HG,M,3,230.2
2027,HG,M,4,229.9
2027,HG,M,5,229.5
2027,HG,M,6,228.7
2027,HG,M,7,227.2
2027,HG,M,8,224.6
2027,HG,M,9,222
2027,HG,M,10,222.4
2027,HG,M,11,224.1
2027,HG,M,12,225.5
2027,HG,M,13,226.5
2027,HG,M,14,229.8
2027,HG,M,15,232.3
2027,HG,M,16,236.3
2027,HG,M,17,247.6
2027,HG,M,18,261.7
2027,HG,M,19,274
2027,HG,M,20,277.1
2027,HG,M,21,273.2
2027,HG,M,22,270.4
2027,HG,M,23,270.9
2027,HG,M,24,268.2
2027,HG,M,25,267.8
2027,HG,M,26,268.1
2027,HG,M,27,273.6
2027,HG,M,28,277.7
2027,HG,M,29,276.4
2027,HG,M,30,278
2027,HG,M,31,283.6
2027,HG,M,32,290.3
2027,HG,M,33,290.5
2027,HG,M,34,292.9
2027,HG,M,35,295.8
2027,HG,M,36,300
2027,HG,M,37,300.7
2027,HG,M,38,292.5
2027,HG,M,39,285
2027,HG,M,40,284.7
2027,HG,M,41,288
2027,HG,M,42,285.2
2027,HG,M,43,281.6
2027,HG,M,44,276.8
2027,HG,M,45,272.3
2027,HG,M,46,269.4
2027,HG,M,47,263.9
2027,HG,M,48,255
2027,HG,M,49,249.4
2027,HG,M,50,246.3
2027,HG,M,51,244.4
2027,HG,M,52,242.6
2027,HG,M,53,235.9
2027,HG,M,54,234.9
2027,HG,M,55,237.2
2027,HG,M,56,244.2
2027,HG,M,57,242.8
2027,HG,M,58,238.2
2027,HG,M,59,235.6
2027,HG,M,60,237.1
2027,HG,M,61,249.1
2027,HG,M,62,263.2
2027,HG,M,63,269.5
2027,HG,M,64,269.4
2027,HG,M,65,261.4
2027,HG,M,66,260.4
2027,HG,M,67,254.3
2027,HG,M,68,245.9
2027,HG,M,69,241
2027,HG,M,70,231.5
2027,HG,M,71,221.9
2027,HG,M,72,214.5
2027,HG,M,73,201.8
2027,HG,M,74,189.2
2027,HG,M,75,178.1
2027,HG,M,76,170.1
2027,HG,M,77,161.2
2027,HG,M,78,152.8
2027,HG,M,79,146.9
2027,HG,M,80,140.2
2027,HG,M,81,115.1
2027,HG,M,82,101.7
2027,HG,M,83,93.1
2027,HG,M,84,83.5
2027,HG,M,85,71.7
2027,HG,M,86,62.4
2027,HG,M,87,53.2
2027,HG,M,88,45.9
2027,HG,M,89,38.8
2027,HG,M,90,32
2027,HG,M,91,26.9
2027,HG,M,92,21.4
2027,HG,M,93,16.8
2027,HG,M,94,13.3
2027,HG,M,95,10
2027,HG,M,96,7.3
2027,HG,M,97,5
2027,HG,M,98,3.3
2027,HG,M,99,2.2
2027,HG,M,100,3.2
2027,HG,F,0,219.5
2027,HG,F,1,219.5
2027,HG,F,2,219.5
2027,HG,F,3,219.4
2027,HG,F,4,219
2027,HG,F,5,218.6
2027,HG,F,6,217.7
2027,HG,F,7,216.2
2027,HG,F,8,213.6
2027,HG,F,9,210.7
2027,HG,F,10,210.7
2027,HG,F,11,212.8
2027,HG,F,12,213.9
2027,HG,F,13,215.8
2027,HG,F,14,217.9
2027,HG,F,15,222.1
2027,HG,F,16,226.2
2027,HG,F,17,237.6
2027,HG,F,18,248.9
2027,HG,F,19,259.2
2027,HG,F,20,260
2027,HG,F,21,256
2027,HG,F,22,253.1
2027,HG,F,23,255.1
2027,HG,F,24,253.3
2027,HG,F,25,254.5
2027,HG,F,26,256.2
2027,HG,F,27,262.7
2027,HG,F,28,266.1
2027,HG,F,29,267
2027,HG,F,30,267.8
2027,HG,F,31,275.5
2027,HG,F,32,279.1
2027,HG,F,33,279.9
2027,HG,F,34,283.3
2027,HG,F,35,287.5
2027,HG,F,36,291
2027,HG,F,37,292.4
2027,HG,F,38,285.3
2027,HG,F,39,280.7
2027,HG,F,40,280.9
2027,HG,F,41,283.3
2027,HG,F,42,282.3
2027,HG,F,43,280.5
2027,HG,F,44,278.2
2027,HG,F,45,275.5
2027,HG,F,46,272.9
2027,HG,F,47,268.5
2027,HG,F,48,261.7
2027,HG,F,49,255
2027,HG,F,50,252.9
2027,HG,F,51,250.6
2027,HG,F,52,248.2
2027,HG,F,53,242.7
2027,HG,F,54,240.2
2027,HG,F,55,242.2
2027,HG,F,56,249.5
2027,HG,F,57,248.4
2027,HG,F,58,245.5
2027,HG,F,59,243
2027,HG,F,60,244.4
2027,HG,F,61,255.4
2027,HG,F,62,270.8
2027,HG,F,63,277.5
2027,HG,F,64,278.4
2027,HG,F,65,271.7
2027,HG,F,66,272.5
2027,HG,F,67,267.5
2027,HG,F,68,260.7
2027,HG,F,69,255.3
2027,HG,F,70,248.4
2027,HG,F,71,239.4
2027,HG,F,72,234.3
2027,HG,F,73,223.5
2027,HG,F,74,210.7
2027,HG,F,75,199.6
2027,HG,F,76,191.6
2027,HG,F,77,183.9
2027,HG,F,78,176.6
2027,HG,F,79,171.8
2027,HG,F,80,165.9
2027,HG,F,81,138
2027,HG,F,82,123.7
2027,HG,F,83,115.5
2027,HG,F,84,105.9
2027,HG,F,85,94.1
2027,HG,F,86,85.2
2027,HG,F,87,75
2027,HG,F,88,67
2027,HG,F,89,58.8
2027,HG,F,90,50.7
2027,HG,F,91,44.7
2027,HG,F,92,37.7
2027,HG,F,93,31.3
2027,HG,F,94,26.4
2027,HG,F,95,21.4
2027,HG,F,96,17
2027,HG,F,97,12.8
2027,HG,F,98,9.2
2027,HG,F,99,6.7
2027,HG,F,100,12.8
2027,SA,B,0,449.2
2027,SA,B,1,449
2027,SA,B,2,449.2
2027,SA,B,3,448.9
2027,SA,B,4,448.4
2027,SA,B,5,447.6
2027,SA,B,6,446
2027,SA,B,7,443
2027,SA,B,8,437.9
2027,SA,B,9,432.5
2027,SA,B,10,432.9
2027,SA,B,11,436.7
2027,SA,B,12,439.1
2027,SA,B,13,442.1
2027,SA,B,14,447.5
2027,SA,B,15,454.2
2027,SA,B,16,462.2
2027,SA,B,17,485
2027,SA,B,18,510.3
2027,SA,B,19,532.9
2027,SA,B,20,536.8
2027,SA,B,21,528.9
2027,SA,B,22,523.1
2027,SA,B,23,525.6
2027,SA,B,24,521.1
2027,SA,B,25,521.8
2027,SA,B,26,523.8
2027,SA,B,27,535.8
2027,SA,B,28,543.3
2027,SA,B,29,542.8
2027,SA,B,30,545.2
2027,SA,B,31,558.5
2027,SA,B,32,568.8
2027,SA,B,33,569.7
2027,SA,B,34,575.5
2027,SA,B,35,582.7
2027,SA,B,36,590.3
2027,SA,B,37,592.4
2027,SA,B,38,577.2
2027,SA,B,39,565
2027,SA,B,40,564.9
2027,SA,B,41,570.5
2027,SA,B,42,566.7
2027,SA,B,43,561.3
2027,SA,B,44,554.1
2027,SA,B,45,547
2027,SA,B,46,541.3
2027,SA,B,47,531.5
2027,SA,B,48,515.7
2027,SA,B,49,503.3
2027,SA,B,50,498
2027,SA,B,51,493.8
2027,SA,B,52,489.3
2027,SA,B,53,477.2
2027,SA,B,54,473.5
2027,SA,B,55,477.6
2027,SA,B,56,491.6
2027,SA,B,57,488.9
2027,SA,B,58,481.4
2027,SA,B,59,475.9
2027,SA,B,60,478.6
2027,SA,B,61,501.2
2027,SA,B,62,530.1
2027,SA,B,63,542.6
2027,SA,B,64,543
2027,SA,B,65,527.9
2027,SA,B,66,527.2
2027,SA,B,67,515.8
2027,SA,B,68,500.1
2027,SA,B,69,489.3
2027,SA,B,70,472.5
2027,SA,B,71,453.6
2027,SA,B,72,440.4
2027,SA,B,73,416.7
2027,SA,B,74,391.1
2027,SA,B,75,368.6
2027,SA,B,76,352.2
2027,SA,B,77,335.3
2027,SA,B,78,319.2
2027,SA,B,79,308
2027,SA,B,80,294.9
2027,SA,B,81,243.1
2027,SA,B,82,215.8
2027,SA,B,83,199
2027,SA,B,84,180.1
2027,SA,B,85,157.1
2027,SA,B,86,139.4
2027,SA,B,87,120.6
2027,SA,B,88,105.9
2027,SA,B,89,91.3
2027,SA,B,90,77.1
2027,SA,B,91,66.5
2027,SA,B,92,54.8
2027,SA,B,93,44.5
2027,SA,B,94,36.6
2027,SA,B,95,28.8
2027,SA,B,96,22.2
2027,SA,B,97,16.2
2027,SA,B,98,11.4
2027,SA,B,99,8.1
2027,SA,B,100,14.5
2027,SA,M,0,230
2027,SA,M,1,229.9
2027,SA,M,2,230
2027,SA,M,3,229.9
2027,SA,M,4,229.6
2027,SA,M,5,229.3
2027,SA,M,6,228.5
2027,SA,M,7,227
2027,SA,M,8,224.4
2027,SA,M,9,221.8
2027,SA,M,10,222.3
2027,SA,M,11,224
2027,SA,M,12,225.4
2027,SA,M,13,226.4
2027,SA,M,14,229.7
2027,SA,M,15,232.2
2027,SA,M,16,236.1
2027,SA,M,17,247.4
2027,SA,M,18,261.5
2027,SA,M,19,273.8
2027,SA,M,20,276.9
2027,SA,M,21,273
2027,SA,M,22,270.2
2027,SA,M,23,270.7
2027,SA,M,24,268
2027,SA,M,25,267.5
2027,SA,M,26,267.9
2027,SA,M,27,273.4
2027,SA,M,28,277.4
2027,SA,M,29,276
2027,SA,M,30,277.7
2027,SA,M,31,283.3
2027,SA,M,32,290
2027,SA,M,33,290.1
2027,SA,M,34,292.5
2027,SA,M,35,295.5
2027,SA,M,36,299.6
2027,SA,M,37,300.3
2027,SA,M,38,292.2
2027,SA,M,39,284.6
2027,SA,M,40,284.3
2027,SA,M,41,287.6
2027,SA,M,42,284.8
2027,SA,M,43,281.1
2027,SA,M,44,276.3
2027,SA,M,45,271.8
2027,SA,M,46,268.9
2027,SA,M,47,263.4
2027,SA,M,48,254.5
2027,SA,M,49,248.8
2027,SA,M,50,245.7
2027,SA,M,51,243.7
2027,SA,M,52,241.8
2027,SA,M,53,235.1
2027,SA,M,54,234
2027,SA,M,55,236.2
2027,SA,M,56,243
2027,SA,M,57,241.5
2027,SA,M,58,236.9
2027,SA,M,59,234.1
2027,SA,M,60,235.4
2027,SA,M,61,247.2
2027,SA,M,62,261
2027,SA,M,63,267
2027,SA,M,64,266.7
2027,SA,M,65,258.4
2027,SA,M,66,257.2
2027,SA,M,67,250.9
2027,SA,M,68,242.3
2027,SA,M,69,237
2027,SA,M,70,227.3
2027,SA,M,71,217.6
2027,SA,M,72,209.9
2027,SA,M,73,197
2027,SA,M,74,184.4
2027,SA,M,75,173.2
2027,SA,M,76,164.9
2027,SA,M,77,155.9
2027,SA,M,78,147.4
2027,SA,M,79,141.2
2027,SA,M,80,134.3
2027,SA,M,81,109.8
2027,SA,M,82,96.7
2027,SA,M,83,88.2
2027,SA,M,84,78.8
2027,SA,M,85,67.4
2027,SA,M,86,58.4
2027,SA,M,87,49.6
2027,SA,M,88,42.7
2027,SA,M,89,36
2027,SA,M,90,29.6
2027,SA,M,91,24.8
2027,SA,M,92,19.7
2027,SA,M,93,15.4
2027,SA,M,94,12.1
2027,SA,M,95,9.1
2027,SA,M,96,6.6
2027,SA,M,97,4.5
2027,SA,M,98,3
2027,SA,M,99,1.9
2027,SA,M,100,2.9
2027,SA,F,0,219.2
2027,SA,F,1,219.1
2027,SA,F,2,219.2
2027,SA,F,3,219.1
2027,SA,F,4,218.7
2027,SA,F,5,218.3
2027,SA,F,6,217.5
2027,SA,F,7,216
2027,SA,F,8,213.4
2027,SA,F,9,210.6
2027,SA,F,10,210.6
2027,SA,F,11,212.7
2027,SA,F,12,213.8
2027,SA,F,13,215.7
2027,SA,F,14,217.8
2027,SA,F,15,222
2027,SA,F,16,226.1
2027,SA,F,17,237.5
2027,SA,F,18,248.8
2027,SA,F,19,259.1
2027,SA,F,20,259.9
2027,SA,F,21,255.9
2027,SA,F,22,253
2027,SA,F,23,254.9
2027,SA,F,24,253.1
2027,SA,F,25,254.3
2027,SA,F,26,255.9
2027,SA,F,27,262.4
2027,SA,F,28,265.9
2027,SA,F,29,266.7
2027,SA,F,30,267.5
2027,SA,F,31,275.2
2027,SA,F,32,278.8
2027,SA,F,33,279.6
2027,SA,F,34,283
2027,SA,F,35,287.3
2027,SA,F,36,290.7
2027,SA,F,37,292.1
2027,SA,F,38,285
2027,SA,F,39,280.5
2027,SA,F,40,280.6
2027,SA,F,41,283
2027,SA,F,42,282
2027,SA,F,43,280.2
2027,SA,F,44,277.8
2027,SA,F,45,275.2
2027,SA,F,46,272.5
2027,SA,F,47,268.1
2027,SA,F,48,261.2
2027,SA,F,49,254.5
2027,SA,F,50,252.4
2027,SA,F,51,250
2027,SA,F,52,247.6
2027,SA,F,53,242.1
2027,SA,F,54,239.5
2027,SA,F,55,241.4
2027,SA,F,56,248.6
2027,SA,F,57,247.4
2027,SA,F,58,244.5
2027,SA,F,59,241.8
2027,SA,F,60,243.1
2027,SA,F,61,254
2027,SA,F,62,269.2
2027,SA,F,63,275.6
2027,SA,F,64,276.3
2027,SA,F,65,269.4
2027,SA,F,66,270
2027,SA,F,67,264.9
2027,SA,F,68,257.9
2027,SA,F,69,252.3
2027,SA,F,70,245.1
2027,SA,F,71,236
2027,SA,F,72,230.6
2027,SA,F,73,219.7
2027,SA,F,74,206.7
2027,SA,F,75,195.5
2027,SA,F,76,187.3
2027,SA,F,77,179.4
2027,SA,F,78,171.8
2027,SA,F,79,166.7
2027,SA,F,80,160.7
2027,SA,F,81,133.2
2027,SA,F,82,119.1
2027,SA,F,83,110.8
2027,SA,F,84,101.3
2027,SA,F,85,89.7
2027,SA,F,86,80.9
2027,SA,F,87,71
2027,SA,F,88,63.2
2027,SA,F,89,55.3
2027,SA,F,90,47.5
2027,SA,F,91,41.7
2027,SA,F,92,35.1
2027,SA,F,93,29.1
2027,SA,F,94,24.4
2027,SA,F,95,19.8
2027,SA,F,96,15.6
2027,SA,F,97,11.7
2027,SA,F,98,8.4
2027,SA,F,99,6.1
2027,SA,F,100,11.6
2027,FA,B,0,356.2
2027,FA,B,1,360.9
2027,FA,B,2,366.1
2027,FA,B,3,371.4
2027,FA,B,4,376.8
2027,FA,B,5,382.7
2027,FA,B,6,389
2027,FA,B,7,396
2027,FA,B,8,404.7
2027,FA,B,9,419.9
2027,FA,B,10,420.5
2027,FA,B,11,424.5
2027,FA,B,12,427.1
2027,FA,B,13,430.1
2027,FA,B,14,435.1
2027,FA,B,15,440.4
2027,FA,B,16,446
2027,FA,B,17,464.1
2027,FA,B,18,481.9
2027,FA,B,19,497.1
2027,FA,B,20,496.4
2027,FA,B,21,487.8
2027,FA,B,22,481.9
2027,FA,B,23,484.1
2027,FA,B,24,479.4
2027,FA,B,25,480.2
2027,FA,B,26,482.6
2027,FA,B,27,495.1
2027,FA,B,28,503.3
2027,FA,B,29,503.2
2027,FA,B,30,506.1
2027,FA,B,31,519.9
2027,FA,B,32,530.8
2027,FA,B,33,532.7
2027,FA,B,34,539.6
2027,FA,B,35,548.3
2027,FA,B,36,557.7
2027,FA,B,37,561.8
2027,FA,B,38,548.7
2027,FA,B,39,538.5
2027,FA,B,40,540.3
2027,FA,B,41,547.6
2027,FA,B,42,545.6
2027,FA,B,43,541.8
2027,FA,B,44,536.1
2027,FA,B,45,530.4
2027,FA,B,46,526.2
2027,FA,B,47,517.8
2027,FA,B,48,503.4
2027,FA,B,49,492.3
2027,FA,B,50,488.2
2027,FA,B,51,485
2027,FA,B,52,481.5
2027,FA,B,53,470.3
2027,FA,B,54,467.5
2027,FA,B,55,472.4
2027,FA,B,56,487.3
2027,FA,B,57,485.3
2027,FA,B,58,478.4
2027,FA,B,59,473.6
2027,FA,B,60,476.8
2027,FA,B,61,500.1
2027,FA,B,62,529.8
2027,FA,B,63,543
2027,FA,B,64,544
2027,FA,B,65,529.4
2027,FA,B,66,529.4
2027,FA,B,67,518.6
2027,FA,B,68,503.5
2027,FA,B,69,493.3
2027,FA,B,70,477.1
2027,FA,B,71,458.8
2027,FA,B,72,446.4
2027,FA,B,73,423.1
2027,FA,B,74,397.9
2027,FA,B,75,375.9
2027,FA,B,76,360.1
2027,FA,B,77,343.7
2027,FA,B,78,328.2
2027,FA,B,79,317.6
2027,FA,B,80,305.2
2027,FA,B,81,252.3
2027,FA,B,82,224.7
2027,FA,B,83,208
2027,FA,B,84,189
2027,FA,B,85,165.4
2027,FA,B,86,147.3
2027,FA,B,87,128
2027,FA,B,88,112.7
2027,FA,B,89,97.5
2027,FA,B,90,82.6
2027,FA,B,91,71.4
2027,FA,B,92,59
2027,FA,B,93,48
2027,FA,B,94,39.6
2027,FA,B,95,31.4
2027,FA,B,96,24.2
2027,FA,B,97,17.8
2027,FA,B,98,12.5
2027,FA,B,99,8.9
2027,FA,B,100,16
2027,FA,M,0,182.4
2027,FA,M,1,184.8
2027,FA,M,2,187.5
2027,FA,M,3,190.2
2027,FA,M,4,193
2027,FA,M,5,196.1
2027,FA,M,6,199.3
2027,FA,M,7,202.9
2027,FA,M,8,207.4
2027,FA,M,9,215.4
2027,FA,M,10,215.9
2027,FA,M,11,217.6
2027,FA,M,12,219.1
2027,FA,M,13,220.2
2027,FA,M,14,223.2
2027,FA,M,15,225.1
2027,FA,M,16,227.8
2027,FA,M,17,236.7
2027,FA,M,18,246.6
2027,FA,M,19,254.7
2027,FA,M,20,255.1
2027,FA,M,21,250.7
2027,FA,M,22,247.8
2027,FA,M,23,248.2
2027,FA,M,24,245.5
2027,FA,M,25,245.4
2027,FA,M,26,246.2
2027,FA,M,27,252.3
2027,FA,M,28,257
2027,FA,M,29,256
2027,FA,M,30,258
2027,FA,M,31,263.8
2027,FA,M,32,270.8
2027,FA,M,33,271.3
2027,FA,M,34,274.2
2027,FA,M,35,277.8
2027,FA,M,36,282.8
2027,FA,M,37,284.3
2027,FA,M,38,277.2
2027,FA,M,39,270.5
2027,FA,M,40,271.2
2027,FA,M,41,275.3
2027,FA,M,42,273.4
2027,FA,M,43,270.6
2027,FA,M,44,266.5
2027,FA,M,45,262.8
2027,FA,M,46,260.6
2027,FA,M,47,255.8
2027,FA,M,48,247.6
2027,FA,M,49,242.6
2027,FA,M,50,240.1
2027,FA,M,51,238.7
2027,FA,M,52,237.3
2027,FA,M,53,231.1
2027,FA,M,54,230.6
2027,FA,M,55,233.2
2027,FA,M,56,240.5
2027,FA,M,57,239.5
2027,FA,M,58,235.3
2027,FA,M,59,232.9
2027,FA,M,60,234.6
2027,FA,M,61,246.8
2027,FA,M,62,261
2027,FA,M,63,267.5
2027,FA,M,64,267.5
2027,FA,M,65,259.6
2027,FA,M,66,258.7
2027,FA,M,67,252.7
2027,FA,M,68,244.4
2027,FA,M,69,239.6
2027,FA,M,70,230.2
2027,FA,M,71,220.7
2027,FA,M,72,213.3
2027,FA,M,73,200.8
2027,FA,M,74,188.3
2027,FA,M,75,177.3
2027,FA,M,76,169.3
2027,FA,M,77,160.5
2027,FA,M,78,152.3
2027,FA,M,79,146.4
2027,FA,M,80,139.7
2027,FA,M,81,114.7
2027,FA,M,82,101.4
2027,FA,M,83,92.9
