year,age,F,M,province
1999,3,0.06214532302228688,0.10496118180707435,BC
1999,4,0.033187951652392314,0.05626409740572602,BC
1999,5,0.02118866761277317,0.03431225874907674,BC
1999,6,0.014810524575858422,0.022542193320003318,BC
1999,7,0.011229720368343932,0.01585456855665432,BC
1999,8,0.009151394249132664,0.011863328878572922,BC
1999,9,0.007941700891005602,0.009385017412697897,BC
1999,10,0.007271698077955628,0.007800500209056469,BC
1999,11,0.006960530125199964,0.006769415437164258,BC
1999,12,0.006901143804521084,0.006095421092945119,BC
1999,13,0.007021990419431945,0.005659298196799614,BC
1999,14,0.007265205417443756,0.005384064427837838,BC
1999,15,0.007573073788052075,0.005215899449673612,BC
1999,16,0.007879909287955228,0.00511330799067451,BC
1999,17,0.008120395323108017,0.005044644667006494,BC
1999,18,0.008279796900899795,0.004999538091239891,BC
1999,19,0.008363183223666503,0.004974187044473482,BC
1999,20,0.008378304909751305,0.004965119626886288,BC
1999,21,0.008334826036972014,0.0049690702855878606,BC
1999,22,0.008243581812181716,0.0049828845582922734,BC
1999,23,0.008115917160148546,0.005003446022435719,BC
1999,24,0.007963146491638744,0.005027623688195661,BC
1999,25,0.007796154864554607,0.005052239204934949,BC
1999,26,0.007625144328929863,0.005074054011009152,BC
1999,27,0.007459517620937877,0.005089776962163941,BC
1999,28,0.007307884769222445,0.005096093018990002,BC
1999,29,0.007178176194948085,0.005089713246324794,BC
1999,30,0.007077071859716016,0.005067847661467049,BC
1999,31,0.007004488398499096,0.005031310401729787,BC
1999,32,0.006957291373170152,0.00498276025729756,BC
1999,33,0.006932675821031164,0.004924877037306013,BC
1999,34,0.006928105520041448,0.004860293658034408,BC
1999,35,0.006941238502141504,0.004791555756371749,BC
1999,36,0.006969863690369474,0.00472109455873696,BC
1999,37,0.007011846792493996,0.0046512123517873346,BC
1999,38,0.007065084161774373,0.00458407961223149,BC
1999,39,0.007127463808285777,0.004521742732703846,BC
1999,40,0.007196833134077902,0.004466141310799638,BC
1999,41,0.007270973286178034,0.004419134129583897,BC
1999,42,0.007347580280525804,0.004382533233160047,BC
1999,43,0.007424353751055217,0.0043580746862853705,BC
1999,44,0.007500512261198197,0.004346410264711042,BC
1999,45,0.007576551626765334,0.004347384201377064,BC
1999,46,0.0076530260618149475,0.00436092578150741,BC
1999,47,0.007730512604338927,0.004387072860743753,BC
1999,48,0.007809611661649703,0.004425971260450593,BC
1999,49,0.007890948008553412,0.004477875699249277,BC
1999,50,0.007975172270409347,0.004543152256251981,BC
1999,51,0.008062962925839313,0.004622282391557638,BC
1999,52,0.008155028867640881,0.00471586857971929,BC
1999,53,0.00825211256549704,0.004824641642847523,BC
1999,54,0.008354993880495338,0.004949469902532246,BC
1999,55,0.0084644945894366,0.005091370304630338,BC
1999,56,0.008581454707925871,0.005251500771656142,BC
1999,57,0.008705720687152297,0.00543042417114146,BC
1999,58,0.008835810213511852,0.005627787313221591,BC
1999,59,0.008970066884340848,0.00584308773069114,BC
1999,60,0.009106729852563793,0.006075683649103706,BC
1999,61,0.009243927127511112,0.006324746443783412,BC
1999,62,0.00937967255409761,0.006589212498543433,BC
1999,63,0.00951186687803737,0.006867735189923958,BC
1999,64,0.00963830331003223,0.0071586381123245856,BC
1999,65,0.009756677981187668,0.007459871068083822,BC
1999,66,0.009864605631979481,0.007768970758934734,BC
1999,67,0.00995964079504782,0.00808302851080528,BC
1999,68,0.010039304615866166,0.008398667714736227,BC
1999,69,0.010101122855075901,0.008712036340032816,BC
1999,70,0.010143358299344445,0.009019123055616864,BC
1999,71,0.01016573548093363,0.009316143557188763,BC
1999,72,0.010168255298558039,0.009599100984135663,BC
1999,73,0.010151035591330359,0.009863766445961554,BC
1999,74,0.010114308703143934,0.010105740336099695,BC
1999,75,0.010058417961646379,0.010320528250396407,BC
1999,76,0.009983813136401738,0.010503631076672532,BC
1999,77,0.00989104495330711,0.010650648090912507,BC
1999,78,0.009780758753216639,0.010757391084562423,BC
1999,79,0.009653687391888694,0.010820006691652059,BC
1999,80,0.009510643485710714,0.01083510323074386,BC
1999,81,0.009352511113107299,0.010799877581730037,BC
1999,82,0.009180237158528433,0.010712237525068174,BC
1999,83,0.008995017810987658,0.010572467456094763,BC
1999,84,0.00879868461709594,0.010386508678320548,BC
1999,85,0.00859314533440948,0.010161607034616786,BC
1999,86,0.008380237595392151,0.009905064055104478,BC
1999,87,0.008161713801821055,0.009624025691450691,BC
1999,88,0.00793922907152677,0.009325311764185325,BC
1999,89,0.0077143321036470735,0.009015286976283116,BC
1999,90,0.007488458779259789,0.008699771964128902,BC
1999,91,0.007262928277211411,0.008383991094952442,BC
1999,92,0.007038941459415095,0.008072552564633616,BC
1999,93,0.0068175812648210415,0.00776945574353897,BC
1999,94,0.006599814845448143,0.007478120575377804,BC
1999,95,0.0063864971799864785,0.007201434057318868,BC
2000,3,0.06216966630302178,0.10433315639664077,BC
2000,4,0.03526230265128441,0.05804145396580084,BC
2000,5,0.023232416358571813,0.03634422727553219,BC
2000,6,0.01659862660973147,0.024397894032293903,BC
2000,7,0.012755578244269651,0.0174544048806243,BC
2000,8,0.010457660341094754,0.013228469933605262,BC
2000,9,0.009072593680772859,0.010558010907969644,BC
2000,10,0.008261275427909113,0.008821421640244334,BC
2000,11,0.007831367708453739,0.007669995286175344,BC
2000,12,0.007665829706097271,0.006898707235268004,BC
2000,13,0.007685425525834857,0.006380761234222542,BC
2000,14,0.007827445138227288,0.00603289120033544,BC
2000,15,0.008032887262791595,0.005796192124626824,BC
