year,sex,age,calibrator_multiplier,province
2000,1,84,3.0412846350370586,BC
2000,1,85,1.4499252062221517,BC
2000,1,86,2.6419837707616978,BC
2000,1,87,1.1409523423530392,BC
2000,1,88,2.2165082831377245,BC
2000,1,89,1.8842632603975056,BC
2000,1,90,0.9903609213054574,BC
2001,0,3,6.691297091905345,BC
2001,0,4,3.518064350117556,BC
2001,0,5,2.308172617085758,BC
2001,0,6,1.6944837732284554,BC
2001,0,7,0.8525288214367461,BC
2001,0,8,0.7837712259341216,BC
2001,0,9,0.5029110376566844,BC
2001,0,10,0.6974660079023703,BC
2001,0,11,0.33699266972689157,BC
2001,0,12,0.5514819056094095,BC
2001,0,13,0.42863205833730395,BC
2001,0,14,0.215900835412707,BC
2001,0,15,0.308814200552552,BC
2001,0,16,0.5348515264940114,BC
2001,0,17,0.3658942458450111,BC
2001,0,18,0.6208646390933235,BC
2001,0,19,0.5971863947174397,BC
2001,0,20,0.9770524806369276,BC
2001,0,21,0.5317683982852284,BC
2001,0,22,0.6103145137523883,BC
2001,0,23,0.17368085855613782,BC
2001,0,24,0.5281945301379142,BC
2001,0,25,0.2936689691807022,BC
2001,0,26,0.6473019062320747,BC
2001,0,27,0.6515584188273391,BC
2001,0,28,0.6954336221570045,BC
2001,0,29,0.3971290791831468,BC
2001,0,30,0.31276859933098616,BC
2001,0,31,0.5685722506653378,BC
2001,0,32,0.31413667892096664,BC
2001,0,33,0.5883733593032842,BC
2001,0,34,0.7106491794612425,BC
2001,0,35,0.9285183922729422,BC
2001,0,36,0.29094839263459504,BC
2001,0,37,0.6375288296866203,BC
2001,0,38,0.3600469574020531,BC
2001,0,39,0.6469522831637061,BC
2001,0,40,0.5898850873640417,BC
2001,0,41,0.4955883564573849,BC
2001,0,42,0.9075934287985952,BC
2001,0,43,0.7700540234055696,BC
2001,0,44,0.8268177874782459,BC
2001,0,45,0.5587054700191779,BC
2001,0,46,0.7886687695455252,BC
2001,0,47,1.0500444110186282,BC
2001,0,48,1.1337016961276123,BC
2001,0,49,1.0185659166753709,BC
2001,0,50,0.8235735907637091,BC
2001,0,51,0.8750155036819817,BC
2001,0,52,1.5291729723136016,BC
2001,0,53,1.4204111610585382,BC
2001,0,54,0.681051273983689,BC
2001,0,55,0.8831623250837,BC
2001,0,56,0.928430779951401,BC
2001,0,57,0.9909757744883164,BC
2001,0,58,1.1481398069756208,BC
2001,0,59,0.646928935018337,BC
2001,0,60,0.9447879255144962,BC
2001,0,61,1.5480720985368417,BC
2001,0,62,1.355852149213068,BC
2001,0,63,1.1974928506838665,BC
2001,0,64,1.2197946522150884,BC
2001,0,65,1.2999146809756366,BC
2001,0,66,1.6432806213745108,BC
2001,0,67,1.0108443714667077,BC
2001,0,68,1.789699466022274,BC
2001,0,69,0.9859719959871004,BC
2001,0,70,0.7942375051670467,BC
2001,0,71,0.7971781208266158,BC
2001,0,72,0.6514424810771369,BC
2001,0,73,0.5798684236476974,BC
2001,0,74,0.8294551150199372,BC
2001,0,75,1.2662055760544302,BC
2001,0,76,1.10753804041542,BC
2001,0,77,0.9446627499659532,BC
2001,0,78,0.90813470562305,BC
2001,0,79,0.9252136935406272,BC
2001,0,80,0.8782908419173445,BC
2001,0,81,1.180231559939968,BC
2001,0,82,1.5728697170974777,BC
2001,0,83,2.253692379373551,BC
2001,0,84,0.9802707691856498,BC
2001,0,85,1.4400838569807288,BC
2001,0,86,1.5299571211259697,BC
2001,0,87,1.8330750331393009,BC
2001,0,88,2.2610514004952953,BC
2001,0,89,1.399969211972862,BC
2001,0,90,0.698274403472688,BC
2001,1,3,7.028066095646191,BC
2001,1,4,3.346890425164293,BC
2001,1,5,2.204772391296716,BC
2001,1,6,2.0656373886000132,BC
2001,1,7,1.2588001092776648,BC
2001,1,8,0.7251936310135508,BC
2001,1,9,0.883283557678184,BC
2001,1,10,0.7620578892577838,BC
2001,1,11,0.4881383044931007,BC
2001,1,12,0.3899204971773662,BC
2001,1,13,0.32657864182341134,BC
2001,1,14,0.34908249160222604,BC
2001,1,15,0.23485442266155124,BC
2001,1,16,0.1452152328408103,BC
2001,1,17,0.16142764384693717,BC
2001,1,18,0.4051481969723944,BC
2001,1,19,0.05019478391695101,BC
2001,1,20,0.17306812722074005,BC
2001,1,21,0.388632425362302,BC
2001,1,22,0.2168898618040804,BC
2001,1,23,0.24023324526948153,BC
2001,1,24,0.8391252626036743,BC
2001,1,25,1.0628367572587063,BC
2001,1,26,0.3561907797431855,BC
2001,1,27,0.3619884008251466,BC
2001,1,28,0.7993552389223343,BC
2001,1,29,0.34550309707927884,BC
2001,1,30,0.7296991979297548,BC
2001,1,31,0.32032310875889675,BC
2001,1,32,0.5757011890193665,BC
2001,1,33,0.6741007169484737,BC
2001,1,34,0.4238347020768933,BC
2001,1,35,0.65948823970933,BC
2001,1,36,0.6954357006895706,BC
2001,1,37,0.8156816044061325,BC
2001,1,38,0.433358059265833,BC
2001,1,39,1.051303951164332,BC
2001,1,40,0.6760007152274617,BC
2001,1,41,0.6815516896749844,BC
2001,1,42,0.4689357392157142,BC
2001,1,43,0.9360924934543196,BC
2001,1,44,0.4026492281381483,BC
2001,1,45,0.5696766594119334,BC
2001,1,46,0.6570558890857516,BC
2001,1,47,0.593160279540846,BC
2001,1,48,0.4361425288886705,BC
2001,1,49,1.4192218162038888,BC
2001,1,50,1.3573881887652308,BC
2001,1,51,0.818100220937319,BC
2001,1,52,0.7482433790582933,BC
2001,1,53,0.5512595820972476,BC
2001,1,54,0.45933885220940474,BC
2001,1,55,0.8779808340633056,BC
2001,1,56,0.34536706843303966,BC
2001,1,57,0.34042770130865907,BC
2001,1,58,0.5751663294289636,BC
2001,1,59,0.6097631457669768,BC
2001,1,60,0.9921948343909088,BC
2001,1,61,0.7728492890983589,BC
2001,1,62,0.783210153594083,BC
2001,1,63,0.7884787168507281,BC
2001,1,64,0.7893428420643656,BC
2001,1,65,1.143810640773144,BC
2001,1,66,0.7636886687600993,BC
2001,1,67,1.004779282127373,BC
2001,1,68,1.7061938277872528,BC
2001,1,69,0.4732106182653362,BC
2001,1,70,0.693447203254707,BC
2001,1,71,0.937165044593434,BC
2001,1,72,1.0864759430753084,BC
2001,1,73,0.6122689978008767,BC
2001,1,74,0.2547831734919683,BC
2001,1,75,0.7925264010541994,BC
2001,1,76,0.9716400324808064,BC
2001,1,77,0.5723136330792572,BC
2001,1,78,0.45860394396102994,BC
2001,1,79,0.9583692918407763,BC
2001,1,80,0.1763161231312814,BC
2001,1,81,1.1844233464646232,BC
2001,1,82,0.5141317754377976,BC
2001,1,83,0.8985163468317017,BC
2001,1,84,1.7258799103783589,BC
2001,1,85,1.4956469972472957,BC
2001,1,86,1.6388718287046082,BC
2001,1,87,1.011031417046632,BC
2001,1,88,1.3105452569800742,BC
2001,1,89,0,BC
2001,1,90,0.905981056249385,BC
2002,0,3,6.913705914628614,BC
2002,0,4,3.2806017102976157,BC
2002,0,5,1.7595125226501402,BC
2002,0,6,0.9701002314431189,BC
2002,0,7,1.2850167116643143,BC
2002,0,8,0.9032803737673696,BC
2002,0,9,0.44193620445875,BC
2002,0,10,0.2506139270438111,BC
2002,0,11,0.2809646604878064,BC
2002,0,12,0.5886107765344729,BC
2002,0,13,0.15991544009582945,BC
2002,0,14,0.4110021293477757,BC
2002,0,15,0.37862147167793503,BC
2002,0,16,0.30009852361828465,BC
2002,0,17,0.7374918292504283,BC
2002,0,18,0.2645827595690253,BC
2002,0,19,0.13493813323524398,BC
2002,0,20,0.5598650139631711,BC
2002,0,21,0.240825338450117,BC
2002,0,22,0.6011135429406829,BC
2002,0,23,0.42146351567605095,BC
2002,0,24,0.4939880414168034,BC
2002,0,25,0.6657978805614456,BC
2002,0,26,0.4989030771553066,BC
2002,0,27,0.4429072997043627,BC
2002,0,28,0.3337634182030532,BC
2002,0,29,0.5416210445377353,BC
2002,0,30,0.7997298389028925,BC
2002,0,31,0.3433184093022858,BC
2002,0,32,0.19434104243464553,BC
2002,0,33,0.3919307729810524,BC
2002,0,34,0.8996568567059616,BC
2002,0,35,0.5115420385793351,BC
2002,0,36,0.6265962105905144,BC
2002,0,37,0.6779756635811349,BC
2002,0,38,0.4662242749910679,BC
2002,0,39,0.4603324481319336,BC
2002,0,40,0.3876453428358682,BC
2002,0,41,0.42325478936840394,BC
2002,0,42,0.33606220792274794,BC
2002,0,43,0.3812108603173756,BC
2002,0,44,0.5072354498643908,BC
2002,0,45,0.7290184995713688,BC
2002,0,46,0.8690658219501625,BC
2002,0,47,0.5191479271486363,BC
2002,0,48,0.6682328020972562,BC
2002,0,49,0.4594408035716416,BC
2002,0,50,0.7124841881564933,BC
2002,0,51,0.7204653468396324,BC
2002,0,52,0.7688538116984511,BC
2002,0,53,0.5910622407462032,BC
2002,0,54,0.4907745187862177,BC
2002,0,55,0.5830155299971729,BC
2002,0,56,0.17707698790577686,BC
2002,0,57,1.234234578918796,BC
2002,0,58,1.1665068961165403,BC
2002,0,59,0.6295156418128948,BC
2002,0,60,0.7378195135425702,BC
2002,0,61,0.20283537050985825,BC
2002,0,62,0.21742930307633576,BC
2002,0,63,0.9728024463980453,BC
2002,0,64,0.450209522455793,BC
2002,0,65,0.7658551516306977,BC
2002,0,66,0.4603039093649155,BC
2002,0,67,0.311721869047598,BC
2002,0,68,0.8009955613643186,BC
2002,0,69,0.46380457380865214,BC
2002,0,70,0.7088503105422163,BC
2002,0,71,0.45749216857568215,BC
2002,0,72,0.30652284135012076,BC
2002,0,73,0.6299412063010656,BC
2002,0,74,0.4844633514526051,BC
2002,0,75,0.5691465091334197,BC
2002,0,76,0.49807857339479816,BC
2002,0,77,0.7591768734358445,BC
2002,0,78,0.4264419132467566,BC
2002,0,79,0.18259608923283013,BC
2002,0,80,0.4670647895444777,BC
2002,0,81,0.5965926832207985,BC
2002,0,82,0.660474451991771,BC
2002,0,83,0.9500997726500754,BC
2002,0,84,0.31316766487471515,BC
2002,0,85,0.6830825805407562,BC
2002,0,86,0.9571950461487044,BC
2002,0,87,0.41036954898461064,BC
2002,0,88,0.7486994379770275,BC
2002,0,89,0.9252361587805508,BC
2002,0,90,0.7129642667805551,BC
2002,1,3,5.274331205891575,BC
2002,1,4,3.515203815129495,BC
2002,1,5,2.0963038481935903,BC
2002,1,6,1.461419916821893,BC
2002,1,7,1.1188477722964998,BC
2002,1,8,0.7572786112948086,BC
2002,1,9,0.7502450760126634,BC
2002,1,10,0.3357132094407125,BC
2002,1,11,0.48762229439851096,BC
2002,1,12,0.28369489799276953,BC
2002,1,13,0.2962761407542451,BC
2002,1,14,0.2926983406009189,BC
2002,1,15,0.25613140328642486,BC
2002,1,16,0.27146115350220507,BC
2002,1,17,0.21927527858216211,BC
2002,1,18,0.28293921388112775,BC
2002,1,19,0.2187354854668268,BC
2002,1,20,0.2937314057795317,BC
2002,1,21,0.33613916524972903,BC
2002,1,22,0.1864183545225721,BC
2002,1,23,0.615864346850537,BC
2002,1,24,0.4484136641521107,BC
2002,1,25,0.5452711273666838,BC
2002,1,26,0.5716369421437485,BC
2002,1,27,0.4108902514253688,BC
2002,1,28,0.33598501414351173,BC
2002,1,29,0.33196375363423475,BC
2002,1,30,0.7334737631936737,BC
2002,1,31,0.23040071161359868,BC
2002,1,32,0.2291763941319749,BC
2002,1,33,0.5504745821986279,BC
2002,1,34,0.5657691519244036,BC
2002,1,35,0,BC
2002,1,36,0.23566438798635317,BC
2002,1,37,0.6599901387968286,BC
2002,1,38,0.6992125358176263,BC
2002,1,39,0.27097840531001677,BC
2002,1,40,0.5637866854639232,BC
2002,1,41,0.7748884758452245,BC
2002,1,42,0.5670224484631432,BC
2002,1,43,0.29225207922504065,BC
2002,1,44,0.29073704945348755,BC
2002,1,45,0.5252959424120756,BC
2002,1,46,0.3789448438330253,BC
2002,1,47,0.8428495531160416,BC
2002,1,48,0.5558683315712809,BC
2002,1,49,0.9028072795847396,BC
2002,1,50,0.4206565732223605,BC
2002,1,51,0.6872033556293,BC
2002,1,52,0.5179212171831289,BC
2002,1,53,0.3560063667717405,BC
2002,1,54,0.2621378044977462,BC
2002,1,55,0.7818461381315666,BC
2002,1,56,0.4169598516856968,BC
2002,1,57,0.7628396061844055,BC
2002,1,58,0.6401300684149023,BC
2002,1,59,0.5395419254435374,BC
2002,1,60,0.22919346587941208,BC
2002,1,61,0.4654395000012177,BC
2002,1,62,0.4829353239664251,BC
2002,1,63,0.3674311652008763,BC
2002,1,64,0.369572507192441,BC
2002,1,65,0.617897334982411,BC
2002,1,66,0.23978303310007487,BC
2002,1,67,0.4822541386917448,BC
2002,1,68,0.4779611611438196,BC
2002,1,69,0.815134449232506,BC
2002,1,70,0,BC
2002,1,71,0.4471677190027746,BC
2002,1,72,0.22928230495940496,BC
2002,1,73,0.23704089299146033,BC
2002,1,74,0.36667318727062215,BC
2002,1,75,0.3851029919825951,BC
2002,1,76,0.5374522795051235,BC
2002,1,77,0.28433797926706433,BC
2002,1,78,0.44155806324881014,BC
2002,1,79,0,BC
2002,1,80,0.8294728840875479,BC
2002,1,81,0.5552567314419884,BC
2002,1,82,0.411699001273879,BC
2002,1,83,0,BC
2002,1,84,0,BC
2002,1,85,0,BC
2002,1,86,0.402649838667427,BC
2002,1,87,0.8979015025953943,BC
2002,1,88,0,BC
2002,1,89,0,BC
2002,1,90,0,BC
2003,0,3,5.151722203026598,BC
2003,0,4,3.406988301771778,BC
2003,0,5,1.378203142962194,BC
2003,0,6,0.9338497896648588,BC
2003,0,7,0.7536549249518226,BC
2003,0,8,0.506552214019545,BC
2003,0,9,0.215540339392784,BC
2003,0,10,0.28361163540948525,BC
2003,0,11,0.193883494529463,BC
2003,0,12,0.15094657280680884,BC
2003,0,13,0.14899360751066246,BC
2003,0,14,0.3078222051799431,BC
2003,0,15,0.40256667380053296,BC
2003,0,16,0.20639478328724783,BC
2003,0,17,0.5043701770109904,BC
2003,0,18,0.29665163085483326,BC
2003,0,19,0.2111588797676964,BC
2003,0,20,0.3875825426967019,BC
2003,0,21,0.7530482134040538,BC
2003,0,22,0.32465227597274093,BC
2003,0,23,0.28974663390398786,BC
2003,0,24,0.40632295232545257,BC
2003,0,25,0.4725479384256953,BC
2003,0,26,0.5805151912848427,BC
2003,0,27,0.4230911836800548,BC
2003,0,28,0.6855210666220652,BC
2003,0,29,0.6863640619360334,BC
2003,0,30,0.922797709500888,BC
2003,0,31,0.457496869671057,BC
2003,0,32,0.18690721276995492,BC
2003,0,33,0.41618318322609976,BC
2003,0,34,0.9288903677316854,BC
2003,0,35,0.4724875200790943,BC
2003,0,36,0.43510112874062473,BC
2003,0,37,0.5886709349777197,BC
2003,0,38,0.4658104239718052,BC
2003,0,39,0.63338931573708,BC
2003,0,40,0.6236562451458324,BC
2003,0,41,0.5620667627868489,BC
2003,0,42,0.19697117616370785,BC
2003,0,43,0.430553940366656,BC
2003,0,44,0.5540184016630053,BC
2003,0,45,0.4342981023088658,BC
2003,0,46,0.8420430038003426,BC
2003,0,47,0.5288048421129206,BC
2003,0,48,0.6879305084569026,BC
2003,0,49,0.4603827411306376,BC
2003,0,50,0.6050132454501741,BC
2003,0,51,0.44758421248128977,BC
2003,0,52,0.317062100104191,BC
2003,0,53,0.45360520697446705,BC
2003,0,54,0.6987368267813608,BC
2003,0,55,0.5562903592928093,BC
2003,0,56,0.8663108905506302,BC
2003,0,57,0.5586264503633318,BC
2003,0,58,0.6977171108199127,BC
2003,0,59,0.9810330985972188,BC
2003,0,60,0.473921471947368,BC
2003,0,61,1.1369849473286209,BC
2003,0,62,0.5077497639793856,BC
2003,0,63,0.5459248124250453,BC
2003,0,64,0.5656348729581672,BC
2003,0,65,0.4950348972330992,BC
2003,0,66,1.1564225468354774,BC
2003,0,67,0.9453758705299647,BC
2003,0,68,1.036389324409489,BC
2003,0,69,0.611534634302905,BC
2003,0,70,0.22113932432339353,BC
2003,0,71,0.7547478099245574,BC
2003,0,72,0.22037515862395332,BC
2003,0,73,1.1875912956359704,BC
2003,0,74,0.3841254706249396,BC
2003,0,75,1.1096804126749429,BC
2003,0,76,0.5601379853561228,BC
2003,0,77,0.1641950119667915,BC
2003,0,78,0.4202495372620229,BC
2003,0,79,0.7730253967037264,BC
2003,0,80,0.4595186587942659,BC
2003,0,81,0.569203417741912,BC
2003,0,82,0.6088636334039408,BC
2003,0,83,0.7942319376959346,BC
2003,0,84,0.4245919407941596,BC
2003,0,85,0.32727690969798223,BC
2003,0,86,0.8990514919984628,BC
2003,0,87,0,BC
2003,0,88,1.108635990263111,BC
2003,0,89,0.5462331045393326,BC
2003,0,90,0.3166984464653744,BC
2003,1,3,5.202217347816784,BC
2003,1,4,2.697420285724055,BC
2003,1,5,2.061356883850438,BC
2003,1,6,0.8619896533623828,BC
2003,1,7,0.8512537021224388,BC
2003,1,8,0.5399152403451736,BC
2003,1,9,0.44315993903088374,BC
2003,1,10,0.3016019812644448,BC
2003,1,11,0.3686027158457073,BC
2003,1,12,0.19700073532403437,BC
2003,1,13,0.12548575730806688,BC
2003,1,14,0.15994306549299628,BC
2003,1,15,0.14747376427945255,BC
2003,1,16,0.1937440681062284,BC
2003,1,17,0.1721548761329568,BC
2003,1,18,0.25738218916824845,BC
2003,1,19,0.31907031758306026,BC
2003,1,20,0.2171668451022012,BC
2003,1,21,0.14469786121936937,BC
2003,1,22,0.1631675870578495,BC
2003,1,23,0.2986661112504109,BC
2003,1,24,0.32595758936578473,BC
2003,1,25,0.35488203373216703,BC
2003,1,26,0.2947363864716263,BC
2003,1,27,0.7750302104102819,BC
2003,1,28,0.6270554402517694,BC
2003,1,29,0.4005558958511371,BC
2003,1,30,0.5597861944816758,BC
2003,1,31,0.3154691025336603,BC
2003,1,32,0.1492469383700888,BC
2003,1,33,0.44597444450009216,BC
2003,1,34,0.5353757674961478,BC
2003,1,35,0.3934437937103423,BC
2003,1,36,0.3150666440386617,BC
2003,1,37,0.8330972343038814,BC
2003,1,38,0.3505598304018385,BC
2003,1,39,0.7314706945521928,BC
2003,1,40,0.3859076434558032,BC
2003,1,41,0.6028613256997105,BC
2003,1,42,0.4681945778164304,BC
2003,1,43,0.6740446991058585,BC
2003,1,44,0.2081336718460493,BC
2003,1,45,0.757714071675722,BC
2003,1,46,0.5689674418477311,BC
2003,1,47,0.3588482866617333,BC
2003,1,48,0.14552911427592724,BC
2003,1,49,0.37766693441055815,BC
2003,1,50,0.3133165128359822,BC
2003,1,51,0.4821279143214496,BC
2003,1,52,0.8187796021248759,BC
2003,1,53,0.492194662618324,BC
2003,1,54,0,BC
2003,1,55,0.4992308983870062,BC
2003,1,56,0.3295353934889525,BC
2003,1,57,0.39756621922447527,BC
2003,1,58,0.31063399578573114,BC
2003,1,59,0.9094511255426516,BC
2003,1,60,0.3074596884586568,BC
2003,1,61,0.6543795069965569,BC
2003,1,62,0.22220337649445487,BC
2003,1,63,0.2309719385323748,BC
2003,1,64,0.5861399599138606,BC
2003,1,65,0,BC
2003,1,66,0.35609862315257507,BC
2003,1,67,0.4611613578086808,BC
2003,1,68,0.34792876906736986,BC
2003,1,69,0.6933866279427073,BC
2003,1,70,0.4497497004892726,BC
2003,1,71,0.7715342622652482,BC
2003,1,72,0.3245738985492602,BC
2003,1,73,0.7828635755976983,BC
2003,1,74,0.46389321346764434,BC
2003,1,75,0.48268592191242354,BC
2003,1,76,0.2558874471789463,BC
2003,1,77,0.26923431887800414,BC
2003,1,78,0.5734216133978346,BC
2003,1,79,0.299584423111073,BC
2003,1,80,0.974483121135576,BC
2003,1,81,0.3434268998751771,BC
2003,1,82,0.5788994109060851,BC
2003,1,83,0,BC
2003,1,84,0,BC
2003,1,85,0.3453541596600226,BC
2003,1,86,0.4038743907231287,BC
2003,1,87,0.9111244730395592,BC
2003,1,88,0.5157111882039453,BC
2003,1,89,0.6524848024322174,BC
2003,1,90,0.24122763920540352,BC
2004,0,3,5.781545805279821,BC
2004,0,4,4.420582772620517,BC
2004,0,5,2.740550944648538,BC
2004,0,6,1.242687167052673,BC
2004,0,7,0.5162509082471599,BC
2004,0,8,0.8623783503638495,BC
2004,0,9,0.4650265130228496,BC
2004,0,10,0.40034541862901346,BC
2004,0,11,0.6470268789001018,BC
2004,0,12,0.47937028528318154,BC
2004,0,13,0.10882230102611368,BC
2004,0,14,0.07244190233872305,BC
2004,0,15,0.22591799123401504,BC
2004,0,16,0.27564803041190505,BC
2004,0,17,0.40452208786698984,BC
2004,0,18,0.2857476754619744,BC
2004,0,19,0.44601594823836854,BC
2004,0,20,0.16149739988725337,BC
2004,0,21,0.28746937035948134,BC
2004,0,22,0.2932041626699335,BC
2004,0,23,0.5280664889052334,BC
2004,0,24,0.2289674468949585,BC
2004,0,25,0.2866267700191963,BC
2004,0,26,0.2482479723334068,BC
2004,0,27,0.34913746988777256,BC
2004,0,28,0.5035746789497154,BC
2004,0,29,0.2501626676551032,BC
2004,0,30,0.3517747719526189,BC
2004,0,31,0.2939710977200383,BC
2004,0,32,0.5386915268835163,BC
2004,0,33,0.35825238062393727,BC
2004,0,34,0.2658218457657618,BC
2004,0,35,0.7088759339926425,BC
2004,0,36,0.3593312544237662,BC
2004,0,37,0.5030410818922684,BC
2004,0,38,0.512196741716476,BC
2004,0,39,0.47784871338110135,BC
2004,0,40,0.408117065292689,BC
2004,0,41,0.2915865578234845,BC
2004,0,42,0.7524761394566518,BC
2004,0,43,0.516997786408841,BC
