year,sex,age,province,n,total_n,prop
2004,TRUE,57,BC,28696,4155651,0.006905295945208103
2004,TRUE,58,BC,23275,4155651,0.005600807190016679
2004,TRUE,59,BC,22029,4155651,0.005300974504355635
2004,TRUE,60,BC,22147,4155651,0.005329369574105236
2004,TRUE,61,BC,21293,4155651,0.005123866272697106
2004,TRUE,62,BC,19505,4155651,0.004693608775135352
2004,TRUE,63,BC,18616,4155651,0.004479683207276068
2004,TRUE,64,BC,17447,4155651,0.004198379507807561
2004,TRUE,65,BC,16667,4155651,0.004010683284039011
2004,TRUE,66,BC,16097,4155651,0.003873520658977378
2004,TRUE,67,BC,15447,4155651,0.003717107139170253
2004,TRUE,68,BC,15403,4155651,0.0037065191470602317
2004,TRUE,69,BC,14823,4155651,0.0035669501601554125
2004,TRUE,70,BC,14349,4155651,0.0034528886087883703
2004,TRUE,71,BC,14235,4155651,0.0034254560837760437
2004,TRUE,72,BC,13992,4155651,0.003366981490986611
2004,TRUE,73,BC,13766,4155651,0.0033125977133305947
2004,TRUE,74,BC,12859,4155651,0.0030943406941535754
2004,TRUE,75,BC,12075,4155651,0.0029056819256477505
2004,TRUE,76,BC,11317,4155651,0.0027232796979342107
2004,TRUE,77,BC,10404,4155651,0.002503578861651279
2004,TRUE,78,BC,9688,4155651,0.002331283353679123
2004,TRUE,79,BC,8961,4155651,0.002156340847679461
2004,TRUE,80,BC,8477,4155651,0.0020398729344692323
2004,TRUE,81,BC,7715,4155651,0.0018565081620184178
2004,TRUE,82,BC,7187,4155651,0.0017294522566981684
2004,TRUE,83,BC,6343,4155651,0.001526355317133224
2004,TRUE,84,BC,5647,4155651,0.0013588725328474408
2004,TRUE,85,BC,4115,4155651,9.902178984712623e-4
2004,TRUE,86,BC,3469,4155651,8.347669234014117e-4
2004,TRUE,87,BC,2988,4155651,7.19020918744139e-4
2004,TRUE,88,BC,2606,4155651,6.270978963344131e-4
2004,TRUE,89,BC,2333,4155651,5.614042180154204e-4
2004,TRUE,90,BC,1845,4155651,4.4397376006791715e-4
2004,TRUE,91,BC,1383,4155651,3.327998429126989e-4
2004,TRUE,92,BC,1015,4155651,2.442457270834341e-4
2004,TRUE,93,BC,697,4155651,1.6772342047010203e-4
2004,TRUE,94,BC,553,4155651,1.3307180992821582e-4
2004,TRUE,95,BC,387,4155651,9.31262033313192e-5
2004,TRUE,96,BC,275,4155651,6.617495068762993e-5
2004,TRUE,97,BC,181,4155651,4.355514936167643e-5
2004,TRUE,98,BC,119,4155651,2.863570593391986e-5
2004,TRUE,99,BC,67,4155651,1.6122624349349838e-5
2004,TRUE,100,BC,103,4155651,2.4785526984821392e-5
2004,FALSE,0,BC,19530,4155651,0.004699624679743318
2004,FALSE,1,BC,19769,4155651,0.004757136727795476
2004,FALSE,2,BC,19573,4155651,0.0047099720356690205
2004,FALSE,3,BC,19913,4155651,0.004791788338337362
2004,FALSE,4,BC,20615,4155651,0.004960714939729058
2004,FALSE,5,BC,21155,4155651,0.005090658479261131
2004,FALSE,6,BC,21524,4155651,0.005179453231274715
2004,FALSE,7,BC,22346,4155651,0.005377256174784649
2004,FALSE,8,BC,23568,4155651,0.005671313592022044
2004,FALSE,9,BC,23922,4155651,0.005756498801270848
2004,FALSE,10,BC,24285,4155651,0.005843849736178519
2004,FALSE,11,BC,24933,4155651,0.005999781983617007
2004,FALSE,12,BC,25481,4155651,0.0061316506126236296
2004,FALSE,13,BC,26012,4155651,0.006259428426496835
2004,FALSE,14,BC,26542,4155651,0.006386965604185722
2004,FALSE,15,BC,26348,4155651,0.0063402821844279035
2004,FALSE,16,BC,26016,4155651,0.00626039097123411
2004,FALSE,17,BC,26125,4155651,0.006286620315324843
2004,FALSE,18,BC,26674,4155651,0.0064187295805157845
2004,FALSE,19,BC,27630,4155651,0.006648777772724418
2004,FALSE,20,BC,28504,4155651,0.006859093797818922
2004,FALSE,21,BC,28735,4155651,0.006914680756396531
2004,FALSE,22,BC,28831,4155651,0.006937781830091121
2004,FALSE,23,BC,28022,4155651,0.00674310715697733
2004,FALSE,24,BC,27431,4155651,0.006600891172045006
2004,FALSE,25,BC,26718,4155651,0.006429317572625805
2004,FALSE,26,BC,26049,4155651,0.0062683319653166255
2004,FALSE,27,BC,26223,4155651,0.006310202661388071
2004,FALSE,28,BC,26231,4155651,0.00631212775086262
2004,FALSE,29,BC,26627,4155651,0.006407419679852808
2004,FALSE,30,BC,26698,4155651,0.006424504848939432
2004,FALSE,31,BC,27537,4155651,0.006626398607582783
2004,FALSE,32,BC,27662,4155651,0.006656478130622615
2004,FALSE,33,BC,30326,4155651,0.00729753292564751
2004,FALSE,34,BC,30681,4155651,0.007382958771080632
2004,FALSE,35,BC,30659,4155651,0.007377664775025622
2004,FALSE,36,BC,30172,4155651,0.007260474953262437
2004,FALSE,37,BC,29519,4155651,0.007103339524902356
2004,FALSE,38,BC,31462,4155651,0.007570895631033501
2004,FALSE,39,BC,33554,4155651,0.008074306528628125
2004,FALSE,40,BC,35847,4155651,0.0086260852992708
2004,FALSE,41,BC,36336,4155651,0.008743756393402621
2004,FALSE,42,BC,35067,4155651,0.00843838907550225
2004,FALSE,43,BC,35606,4155651,0.008568091978850004
2004,FALSE,44,BC,35746,4155651,0.008601781044654616
2004,FALSE,45,BC,35171,4155651,0.00846341523867139
2004,FALSE,46,BC,35221,4155651,0.008475447047887323
2004,FALSE,47,BC,34564,4155651,0.008317349074789968
2004,FALSE,48,BC,33950,4155651,0.008169598457618313
2004,FALSE,49,BC,34094,4155651,0.0082042500681602
2004,FALSE,50,BC,32807,4155651,0.007894551298942091
2004,FALSE,51,BC,31667,4155651,0.007620226048818826
2004,FALSE,52,BC,30424,4155651,0.007321115271710738
2004,FALSE,53,BC,29934,4155651,0.007203203541394598
2004,FALSE,54,BC,29752,4155651,0.007159407755848602
2004,FALSE,55,BC,28715,4155651,0.006909868032710158
2004,FALSE,56,BC,28649,4155651,0.006893986044545127
2004,FALSE,57,BC,29032,4155651,0.0069861497031391715
2004,FALSE,58,BC,23300,4155651,0.005606823094624644
2004,FALSE,59,BC,22274,4155651,0.005359930369513706
2004,FALSE,60,BC,22199,4155651,0.005341882655689806
2004,FALSE,61,BC,21332,4155651,0.005133251083885533
2004,FALSE,62,BC,19713,4155651,0.004743661101473632
2004,FALSE,63,BC,19478,4155651,0.004687111598158748
2004,FALSE,64,BC,17804,4155651,0.004284286625609321
2004,FALSE,65,BC,16945,4155651,0.0040775801432795964
2004,FALSE,66,BC,16724,4155651,0.004024399546545174
2004,FALSE,67,BC,16147,4155651,0.003885552468193311
2004,FALSE,68,BC,15774,4155651,0.0037957951714424525
2004,FALSE,69,BC,15281,4155651,0.003677161532573356
2004,FALSE,70,BC,14585,4155651,0.0035096787482875725
2004,FALSE,71,BC,14936,4155651,0.0035941420489834204
2004,FALSE,72,BC,14308,4155651,0.0034430225252313055
2004,FALSE,73,BC,14489,4155651,0.003486577674592982
2004,FALSE,74,BC,14138,4155651,0.003402114373897134
2004,FALSE,75,BC,13509,4155651,0.003250754213960701
2004,FALSE,76,BC,12949,4155651,0.003115997950742254
2004,FALSE,77,BC,12745,4155651,0.003066908169141249
2004,FALSE,78,BC,12387,4155651,0.0029807604151551705
2004,FALSE,79,BC,12037,4155651,0.0028965377506436417
2004,FALSE,80,BC,11717,4155651,0.002819534171661672
2004,FALSE,81,BC,10945,4155651,0.0026337630373676714
2004,FALSE,82,BC,10608,4155651,0.0025526686432522845
2004,FALSE,83,BC,9967,4155651,0.002398420849104027
2004,FALSE,84,BC,8957,4155651,0.0021553783029421864
2004,FALSE,85,BC,7198,4155651,0.0017320992547256735
2004,FALSE,86,BC,6217,4155651,0.0014960351579090738
2004,FALSE,87,BC,5745,4155651,0.0013824548789106688
2004,FALSE,88,BC,5037,4155651,0.0012120844604130616
2004,FALSE,89,BC,4672,4155651,0.0011242522531367527
2004,FALSE,90,BC,3818,4155651,9.187489517286221e-4
2004,FALSE,91,BC,3074,4155651,7.397156305955433e-4
2004,FALSE,92,BC,2452,4155651,5.900399239493403e-4
2004,FALSE,93,BC,1930,4155651,4.6442783573500274e-4
2004,FALSE,94,BC,1490,4155651,3.585479146347949e-4
2004,FALSE,95,BC,1112,4155651,2.6758743696234354e-4
2004,FALSE,96,BC,798,4155651,1.9202767508628613e-4
2004,FALSE,97,BC,566,4155651,1.3620008032435833e-4
2004,FALSE,98,BC,373,4155651,8.975729675085805e-5
2004,FALSE,99,BC,258,4155651,6.20841355542128e-5
2004,FALSE,100,BC,471,4155651,1.1333964281408617e-4
2005,TRUE,0,CA,174325,32243753,0.005406473619866769
2005,TRUE,1,CA,176718,32243753,0.005480689546282035
2005,TRUE,2,CA,174511,32243753,0.005412242179128466
2005,TRUE,3,CA,175060,32243753,0.005429268733078312
2005,TRUE,4,CA,177037,32243753,0.0054905829355534385
2005,TRUE,5,CA,183562,32243753,0.005692947716104884
2005,TRUE,6,CA,183920,32243753,0.005704050641995676
2005,TRUE,7,CA,187820,32243753,0.00582500430393447
2005,TRUE,8,CA,195801,32243753,0.0060725251182764
2005,TRUE,9,CA,203678,32243753,0.006316820501633293
2005,TRUE,10,CA,210227,32243753,0.006519929612412054
2005,TRUE,11,CA,211744,32243753,0.006566977485530298
2005,TRUE,12,CA,216356,32243753,0.006710012944212791
2005,TRUE,13,CA,220936,32243753,0.006852055962592196
2005,TRUE,14,CA,227692,32243753,0.007061584921581554
2005,TRUE,15,CA,230814,32243753,0.007158409878651533
2005,TRUE,16,CA,224263,32243753,0.006955238740353829
2005,TRUE,17,CA,217039,32243753,0.006731195341931815
2005,TRUE,18,CA,219883,32243753,0.006819398473868721
2005,TRUE,19,CA,227373,32243753,0.0070516915323101505
2005,TRUE,20,CA,231472,32243753,0.00717881693238377
2005,TRUE,21,CA,229655,32243753,0.0071224649314240805
2005,TRUE,22,CA,228166,32243753,0.007076285443571038
2005,TRUE,23,CA,226479,32243753,0.007023965231342642
2005,TRUE,24,CA,227168,32243753,0.007045333711618496
2005,TRUE,25,CA,224096,32243753,0.006950059442522091
2005,TRUE,26,CA,216859,32243753,0.006725612865226948
2005,TRUE,27,CA,213286,32243753,0.006614800702635329
2005,TRUE,28,CA,214615,32243753,0.006656017988972934
2005,TRUE,29,CA,216011,32243753,0.006699313197195128
2005,TRUE,30,CA,217451,32243753,0.0067439730108340675
2005,TRUE,31,CA,212718,32243753,0.006597184887255525
2005,TRUE,32,CA,216308,32243753,0.006708524283758159
2005,TRUE,33,CA,221099,32243753,0.006857111205386048
2005,TRUE,34,CA,232240,32243753,0.007202635499657872
2005,TRUE,35,CA,234109,32243753,0.0072606002161100785
2005,TRUE,36,CA,231792,32243753,0.007188741335414646
2005,TRUE,37,CA,231285,32243753,0.0071730173593626025
2005,TRUE,38,CA,236170,32243753,0.007324519574380811
2005,TRUE,39,CA,251457,32243753,0.007798626915421415
2005,TRUE,40,CA,271498,32243753,0.008420173668989462
2005,TRUE,41,CA,281786,32243753,0.00873924322643211
2005,TRUE,42,CA,284402,32243753,0.008820375221209516
2005,TRUE,43,CA,275759,32243753,0.008552323298097464
2005,TRUE,44,CA,277416,32243753,0.008603713097541717
2005,TRUE,45,CA,272683,32243753,0.008456924973963173
2005,TRUE,46,CA,265309,32243753,0.008228229511620437
2005,TRUE,47,CA,263693,32243753,0.008178111276314516
2005,TRUE,48,CA,258721,32243753,0.008023910864222288
2005,TRUE,49,CA,249604,32243753,0.007741158419120752
2005,TRUE,50,CA,248425,32243753,0.00770459319670387
2005,TRUE,51,CA,238038,32243753,0.007382453277073547
2005,TRUE,52,CA,227090,32243753,0.00704291463837972
2005,TRUE,53,CA,218636,32243753,0.0067807243158077785
2005,TRUE,54,CA,214649,32243753,0.006657072456794965
2005,TRUE,55,CA,209552,32243753,0.006498995324768801
2005,TRUE,56,CA,204272,32243753,0.006335242674759356
2005,TRUE,57,CA,204234,32243753,0.00633406415189944
2005,TRUE,58,CA,206229,32243753,0.006395936602045053
2005,TRUE,59,CA,173347,32243753,0.005376142163103656
2005,TRUE,60,CA,163373,32243753,0.005066810926135056
2005,TRUE,61,CA,159497,32243753,0.004946601594423577
2005,TRUE,62,CA,153403,32243753,0.004757603744204342
2005,TRUE,63,CA,141519,32243753,0.004389036226645205
2005,TRUE,64,CA,135124,32243753,0.004190703234825053
2005,TRUE,65,CA,124625,32243753,0.003865089774133923
2005,TRUE,66,CA,120058,32243753,0.003723449934627647
2005,TRUE,67,CA,114257,32243753,0.0035435391159335575
2005,TRUE,68,CA,108128,32243753,0.003353455784132821
2005,TRUE,69,CA,107156,32243753,0.0033233104099265366
2005,TRUE,70,CA,102641,32243753,0.003183283285912778
2005,TRUE,71,CA,98816,32243753,0.003064655655934345
2005,TRUE,72,CA,98305,32243753,0.0030488076248444155
2005,TRUE,73,CA,96093,32243753,0.002980205188893489
2005,TRUE,74,CA,92330,32243753,0.002863500412002288
2005,TRUE,75,CA,86968,32243753,0.0026972046337161806
2005,TRUE,76,CA,79806,32243753,0.002475084088381399
2005,TRUE,77,CA,76033,32243753,0.002358069173895483
2005,TRUE,78,CA,69350,32243753,0.0021508042193475433
2005,TRUE,79,CA,65031,32243753,0.0020168557921901955
2005,TRUE,80,CA,59645,32243753,0.001849815683676773
2005,TRUE,81,CA,53729,32243753,0.0016663382826434627
2005,TRUE,82,CA,48146,32243753,0.0014931884635141573
2005,TRUE,83,CA,43629,32243753,0.0013530993119814558
2005,TRUE,84,CA,38099,32243753,0.001181593222104139
2005,TRUE,85,CA,31831,32243753,9.871989777368658e-4
2005,TRUE,86,CA,23926,32243753,7.420352091147703e-4
2005,TRUE,87,CA,19894,32243753,6.169877309257394e-4
2005,TRUE,88,CA,16549,32243753,5.132467054936192e-4
2005,TRUE,89,CA,13813,32243753,4.283930595796339e-4
2005,TRUE,90,CA,11515,32243753,3.5712344031415947e-4
2005,TRUE,91,CA,8665,32243753,2.687342258204248e-4
2005,TRUE,92,CA,6737,32243753,2.089396975594001e-4
2005,TRUE,93,CA,4666,32243753,1.4471020169395292e-4
2005,TRUE,94,CA,3319,32243753,1.029346676858615e-4
2005,TRUE,95,CA,2376,32243753,7.368869250425036e-5
2005,TRUE,96,CA,1557,32243753,4.828842349710346e-5
2005,TRUE,97,CA,1127,32243753,3.4952506924364546e-5
2005,TRUE,98,CA,680,32243753,2.1089356440610372e-5
2005,TRUE,99,CA,440,32243753,1.364605416745377e-5
2005,TRUE,100,CA,614,32243753,1.9042448315492306e-5
2005,FALSE,0,CA,164859,32243753,0.005112897372709684
2005,FALSE,1,CA,167268,32243753,0.0051876095192764935
2005,FALSE,2,CA,165651,32243753,0.005137460270211101
2005,FALSE,3,CA,165865,32243753,0.005144097214737999
2005,FALSE,4,CA,166951,32243753,0.005177778157524033
2005,FALSE,5,CA,174316,32243753,0.005406194496031526
2005,FALSE,6,CA,175030,32243753,0.005428338320294167
2005,FALSE,7,CA,179536,32243753,0.005568086320472682
2005,FALSE,8,CA,185275,32243753,0.005746074286079539
2005,FALSE,9,CA,195844,32243753,0.006073858709933673
2005,FALSE,10,CA,199935,32243753,0.006200735999931522
2005,FALSE,11,CA,201889,32243753,0.006261336885938805
2005,FALSE,12,CA,206910,32243753,0.006417056972245135
2005,FALSE,13,CA,212570,32243753,0.006592594850853745
2005,FALSE,14,CA,216271,32243753,0.006707376774657714
2005,FALSE,15,CA,218264,32243753,0.006769187197284385
2005,FALSE,16,CA,211513,32243753,0.006559813307092385
2005,FALSE,17,CA,205055,32243753,0.006359526448425529
2005,FALSE,18,CA,208153,32243753,0.006455607075268192
2005,FALSE,19,CA,213802,32243753,0.006630803802522615
2005,FALSE,20,CA,217005,32243753,0.006730140874109785
2005,FALSE,21,CA,218536,32243753,0.00677762293986063
2005,FALSE,22,CA,217695,32243753,0.00675154036814511
2005,FALSE,23,CA,218067,32243753,0.0067630774866685025
2005,FALSE,24,CA,220077,32243753,0.00682541514320619
2005,FALSE,25,CA,217120,32243753,0.0067337074564490056
2005,FALSE,26,CA,213338,32243753,0.006616413418127846
2005,FALSE,27,CA,210366,32243753,0.006524240524978591
2005,FALSE,28,CA,212390,32243753,0.006587012374148877
2005,FALSE,29,CA,213016,32243753,0.0066064269875780275
2005,FALSE,30,CA,214892,32243753,0.006664608800346535
2005,FALSE,31,CA,210488,32243753,0.006528024203634112
2005,FALSE,32,CA,212650,32243753,0.006595075951611464
2005,FALSE,33,CA,216432,32243753,0.006712369989932624
2005,FALSE,34,CA,227832,32243753,0.007065926847907562
2005,FALSE,35,CA,227934,32243753,0.007069090251373654
2005,FALSE,36,CA,227276,32243753,0.007048683197641416
2005,FALSE,37,CA,227829,32243753,0.007065833806629148
2005,FALSE,38,CA,232113,32243753,0.007198696752204993
2005,FALSE,39,CA,246367,32243753,0.007640766879711552
2005,FALSE,40,CA,267218,32243753,0.008287434778451503
2005,FALSE,41,CA,275936,32243753,0.008557812733523917
2005,FALSE,42,CA,278712,32243753,0.008643906929816762
2005,FALSE,43,CA,272210,32243753,0.008442255465733161
2005,FALSE,44,CA,275281,32243753,0.008537498721070094
2005,FALSE,45,CA,271067,32243753,0.008406806738657253
2005,FALSE,46,CA,265188,32243753,0.008224476846724386
2005,FALSE,47,CA,262815,32243753,0.008150881195498552
2005,FALSE,48,CA,259424,32243753,0.008045713537130742
2005,FALSE,49,CA,251929,32243753,0.007813265409891957
2005,FALSE,50,CA,251498,32243753,0.007799898479559746
2005,FALSE,51,CA,243117,32243753,0.007539972161429223
2005,FALSE,52,CA,231873,32243753,0.0071912534499318365
2005,FALSE,53,CA,221929,32243753,0.006882852625747381
2005,FALSE,54,CA,218470,32243753,0.006775576031735512
2005,FALSE,55,CA,213200,32243753,0.006612133519320781
2005,FALSE,56,CA,208816,32243753,0.006476169197797787
2005,FALSE,57,CA,208195,32243753,0.006456909653165995
2005,FALSE,58,CA,210608,32243753,0.00653174585477069
2005,FALSE,59,CA,177906,32243753,0.00551753389253416
2005,FALSE,60,CA,167316,32243753,0.005189098179731125
2005,FALSE,61,CA,163824,32243753,0.005080798131656696
2005,FALSE,62,CA,158103,32243753,0.004903368413720326
2005,FALSE,63,CA,147052,32243753,0.004560635357800936
2005,FALSE,64,CA,142239,32243753,0.004411366133464674
2005,FALSE,65,CA,132336,32243753,0.00410423687341855
2005,FALSE,66,CA,128307,32243753,0.003979282436507934
2005,FALSE,67,CA,123134,32243753,0.0038188482587619373
2005,FALSE,68,CA,118217,32243753,0.003666353603440642
2005,FALSE,69,CA,118025,32243753,0.003660398961622116
2005,FALSE,70,CA,115029,32243753,0.003567481738245545
2005,FALSE,71,CA,110258,32243753,0.003419515091807086
2005,FALSE,72,CA,111515,32243753,0.0034584993874627436
2005,FALSE,73,CA,110012,32243753,0.0034118857069771005
2005,FALSE,74,CA,108728,32243753,0.0033720640398157125
2005,FALSE,75,CA,105317,32243753,0.0032662761062584745
2005,FALSE,76,CA,99419,32243753,0.0030833569528956506
2005,FALSE,77,CA,97310,32243753,0.003017948934170287
2005,FALSE,78,CA,93189,32243753,0.002890141231388294
2005,FALSE,79,CA,91022,32243753,0.0028229344146135844
2005,FALSE,80,CA,87324,32243753,0.0027082455320880296
2005,FALSE,81,CA,82688,32243753,0.0025644657431782214
2005,FALSE,82,CA,76752,32243753,0.0023803680669554814
2005,FALSE,83,CA,72525,32243753,0.002249272905669511
2005,FALSE,84,CA,66047,32243753,0.0020483657718132252
2005,FALSE,85,CA,58667,32243753,0.0018194842269136599
2005,FALSE,86,CA,47186,32243753,0.001463415254421531
2005,FALSE,87,CA,40782,32243753,0.0012648031387661356
2005,FALSE,88,CA,36407,32243753,0.001129117941078385
2005,FALSE,89,CA,31433,32243753,9.748555014672145e-4
2005,FALSE,90,CA,27613,32243753,8.563829402861385e-4
2005,FALSE,91,CA,23036,32243753,7.144329631851478e-4
2005,FALSE,92,CA,18395,32243753,5.70498105477982e-4
2005,FALSE,93,CA,14404,32243753,4.4672219142728205e-4
2005,FALSE,94,CA,11052,32243753,3.427640696788615e-4
2005,FALSE,95,CA,8429,32243753,2.6141497858515417e-4
2005,FALSE,96,CA,6024,32243753,1.868268870562307e-4
2005,FALSE,97,CA,4353,32243753,1.3500289497937786e-4
2005,FALSE,98,CA,2958,32243753,9.173870051665512e-5
2005,FALSE,99,CA,1971,32243753,6.112811991829859e-5
2005,FALSE,100,CA,3575,32243753,1.1087419011056188e-4
2005,TRUE,0,BC,20907,4196062,0.004982528856818607
2005,TRUE,1,BC,21026,4196062,0.005010888780957002
2005,TRUE,2,BC,21384,4196062,0.005096206872062424
2005,TRUE,3,BC,21196,4196062,0.005051402958297565
2005,TRUE,4,BC,21456,4196062,0.005113365817759604
2005,TRUE,5,BC,22051,4196062,0.005255165438451577
2005,TRUE,6,BC,22514,4196062,0.005365506992032053
2005,TRUE,7,BC,22836,4196062,0.0054422456102888855
2005,TRUE,8,BC,24049,4196062,0.005731326181548318
2005,TRUE,9,BC,25015,4196062,0.005961542036318815
2005,TRUE,10,BC,25939,4196062,0.00618174850609929
2005,TRUE,11,BC,26101,4196062,0.006220356133917945
2005,TRUE,12,BC,26713,4196062,0.006366207172343974
2005,TRUE,13,BC,27406,4196062,0.00653136202467933
2005,TRUE,14,BC,28085,4196062,0.006693180415351346
2005,TRUE,15,BC,29016,4196062,0.006915055115963491
2005,TRUE,16,BC,29308,4196062,0.0069846441735131656
2005,TRUE,17,BC,28789,4196062,0.006860956773279327
2005,TRUE,18,BC,28524,4196062,0.006797802320366096
2005,TRUE,19,BC,29403,4196062,0.0070072844490858335
2005,TRUE,20,BC,30127,4196062,0.007179827180818586
2005,TRUE,21,BC,29595,4196062,0.007053041637611646
2005,TRUE,22,BC,29690,4196062,0.007075681913184314
2005,TRUE,23,BC,29633,4196062,0.007062097747840714
2005,TRUE,24,BC,28767,4196062,0.006855713762094077
2005,TRUE,25,BC,27898,4196062,0.0066486148202767265
2005,TRUE,26,BC,27026,4196062,0.0064408009223886585
2005,TRUE,27,BC,26159,4196062,0.006234178617951784
2005,TRUE,28,BC,26473,4196062,0.006309010686686708
2005,TRUE,29,BC,26062,4196062,0.006211061704998639
2005,TRUE,30,BC,26565,4196062,0.0063309360061886595
2005,TRUE,31,BC,26661,4196062,0.006353814600451566
2005,TRUE,32,BC,27135,4196062,0.006466777659624667
2005,TRUE,33,BC,28010,4196062,0.006675306513583451
2005,TRUE,34,BC,30175,4196062,0.00719126647795004
2005,TRUE,35,BC,30888,4196062,0.007361187704090168
2005,TRUE,36,BC,30299,4196062,0.007220817995539627
2005,TRUE,37,BC,29727,4196062,0.007084499704723143
2005,TRUE,38,BC,29872,4196062,0.007119055914807741
2005,TRUE,39,BC,31191,4196062,0.007433398267232467
2005,TRUE,40,BC,33715,4196062,0.008034914641394717
2005,TRUE,41,BC,35616,4196062,0.008487958471538314
2005,TRUE,42,BC,36709,4196062,0.008748440799969113
2005,TRUE,43,BC,34868,4196062,0.008309696091239833
2005,TRUE,44,BC,34893,4196062,0.008315654058495799
2005,TRUE,45,BC,34727,4196062,0.00827609315591619
2005,TRUE,46,BC,33783,4196062,0.008051120312330943
2005,TRUE,47,BC,34258,4196062,0.008164321690194282
2005,TRUE,48,BC,33369,4196062,0.007952456374572158
2005,TRUE,49,BC,33260,4196062,0.00792647963733615
2005,TRUE,50,BC,32945,4196062,0.007851409249910988
2005,TRUE,51,BC,31908,4196062,0.00760427276813355
2005,TRUE,52,BC,30934,4196062,0.007372150363841145
2005,TRUE,53,BC,30020,4196062,0.007154327080963055
2005,TRUE,54,BC,29559,4196062,0.007044462164763056
2005,TRUE,55,BC,29500,4196062,0.007030401362038978
2005,TRUE,56,BC,28115,4196062,0.0067003299760585045
2005,TRUE,57,BC,28520,4196062,0.006796849045605141
2005,TRUE,58,BC,28717,4196062,0.006843797827582147
2005,TRUE,59,BC,23143,4196062,0.0055154094481921385
2005,TRUE,60,BC,21986,4196062,0.0052396747235860675
2005,TRUE,61,BC,22158,4196062,0.005280665538307108
2005,TRUE,62,BC,21245,4196062,0.0050630805741192575
2005,TRUE,63,BC,19458,4196062,0.004637205074662863
2005,TRUE,64,BC,18548,4196062,0.004420335066545728
2005,TRUE,65,BC,17346,4196062,0.004133876000878919
2005,TRUE,66,BC,16555,4196062,0.003945365916900179
2005,TRUE,67,BC,15947,4196062,0.0038004681532351047
2005,TRUE,68,BC,15296,4196062,0.0036453226858897698
2005,TRUE,69,BC,15202,4196062,0.0036229207290073406
2005,TRUE,70,BC,14573,4196062,0.0034730182728472552
2005,TRUE,71,BC,14052,4196062,0.00334885423523294
2005,TRUE,72,BC,13911,4196062,0.0033152512999092957
2005,TRUE,73,BC,13641,4196062,0.0032509052535448714
2005,TRUE,74,BC,13367,4196062,0.0031856059324194925
2005,TRUE,75,BC,12426,4196062,0.0029613480449049608
2005,TRUE,76,BC,11625,4196062,0.002770454774023835
2005,TRUE,77,BC,10836,4196062,0.002582421327425572
2005,TRUE,78,BC,9911,4196062,0.002361976538954858
2005,TRUE,79,BC,9173,4196062,0.0021860973455587645
2005,TRUE,80,BC,8436,4196062,0.002010456470852909
2005,TRUE,81,BC,7997,4196062,0.0019058345658381597
2005,TRUE,82,BC,7181,4196062,0.0017113665146034544
2005,TRUE,83,BC,6681,4196062,0.0015922071694841496
2005,TRUE,84,BC,5837,4196062,0.0013910661949227633
2005,TRUE,85,BC,5137,4196062,0.0012242431117557367
2005,TRUE,86,BC,3638,4196062,8.670033950880611e-4
2005,TRUE,87,BC,3053,4196062,7.275869612984746e-4
2005,TRUE,88,BC,2626,4196062,6.258248805665884e-4
2005,TRUE,89,BC,2210,4196062,5.266843054273269e-4
2005,TRUE,90,BC,1930,4196062,4.5995507216051623e-4
2005,TRUE,91,BC,1500,4196062,3.574780353579142e-4
2005,TRUE,92,BC,1113,4196062,2.652487022355723e-4
2005,TRUE,93,BC,789,4196062,1.8803344659826284e-4
2005,TRUE,94,BC,532,4196062,1.2678554320694023e-4
2005,TRUE,95,BC,414,4196062,9.866393775878431e-5
2005,TRUE,96,BC,286,4196062,6.81591454082423e-5
2005,TRUE,97,BC,187,4196062,4.456559507461996e-5
2005,TRUE,98,BC,129,4196062,3.0743111040780615e-5
2005,TRUE,99,BC,86,4196062,2.049540736052041e-5
2005,TRUE,100,BC,98,4196062,2.3355231643383724e-5
2005,FALSE,0,BC,19635,4196062,0.004679387482835097
2005,FALSE,1,BC,19794,4196062,0.0047172801545830355
2005,FALSE,2,BC,19918,4196062,0.004746831672172623
2005,FALSE,3,BC,19716,4196062,0.004698691296744424
2005,FALSE,4,BC,20070,4196062,0.0047830561130888915
2005,FALSE,5,BC,20800,4196062,0.004957028756963076
2005,FALSE,6,BC,21414,4196062,0.005103356432769582
2005,FALSE,7,BC,21677,4196062,0.005166034248302337
2005,FALSE,8,BC,22540,4196062,0.005371703277978257
2005,FALSE,9,BC,23786,4196062,0.005668648366015564
2005,FALSE,10,BC,24188,4196062,0.005764452479491485
2005,FALSE,11,BC,24627,4196062,0.005869074384506234
2005,FALSE,12,BC,25300,4196062,0.006029462863036818
2005,FALSE,13,BC,25783,4196062,0.0061445707904220674
2005,FALSE,14,BC,26378,4196062,0.00628637041111404
2005,FALSE,15,BC,26959,4196062,0.006424833570142672
2005,FALSE,16,BC,26872,4196062,0.006404099844091913
2005,FALSE,17,BC,26317,4196062,0.006271832971009484
2005,FALSE,18,BC,26197,4196062,0.006243234728180852
2005,FALSE,19,BC,27170,4196062,0.006475118813783019
2005,FALSE,20,BC,27988,4196062,0.006670063502398201
2005,FALSE,21,BC,28756,4196062,0.006853092256501453
2005,FALSE,22,BC,28873,4196062,0.006880975543259371
2005,FALSE,23,BC,28981,4196062,0.00690671396180514
2005,FALSE,24,BC,28271,4196062,0.006737507691735727
2005,FALSE,25,BC,27721,4196062,0.006606432412104493
