year,age,F,M,province
2000,3,0.03343276124305717,0.06914954733911112,CA
2000,4,0.020588604891766688,0.038692440646458645,CA
2000,5,0.014880255483943887,0.025608311342203538,CA
2000,6,0.013014024351740192,0.019018298384735816,CA
2000,7,0.013959459764948993,0.01925788876279992,CA
2000,8,0.014552935427542407,0.018934281427777006,CA
2000,9,0.014754299152651695,0.018039224928792008,CA
2000,10,0.014533732203716718,0.01656938046498227,CA
2000,11,0.013872650547566895,0.014526577105671429,CA
2000,12,0.0127645729775685,0.011918124326931873,CA
2000,13,0.011215970584520035,0.008757200859055847,CA
2000,14,0.009247111251323797,0.005615594565342719,CA
2000,15,0.008150798062911774,0.005530749425538134,CA
2000,16,0.008491854176068125,0.005496252912849539,CA
2000,17,0.008741901492325857,0.005464583532521286,CA
2000,18,0.008888397367872794,0.005424855833658232,CA
2000,19,0.008940096169873762,0.005374592226374042,CA
2000,20,0.00890905174840538,0.005311146046742779,CA
2000,21,0.008809492986921852,0.00523168697051065,CA
2000,22,0.008656776044178402,0.005133185373944721,CA
2000,23,0.008466489931429483,0.005012392006688307,CA
2000,24,0.008253764846343159,0.0048658098629194985,CA
2000,25,0.008032802762103483,0.004705918299644708,CA
2000,26,0.007816626471088092,0.004565422329121632,CA
2000,27,0.00761630239291014,0.0044449261342632,CA
2000,28,0.007440135406866916,0.004348252325979476,CA
2000,29,0.007295021008383862,0.004278304678037505,CA
2000,30,0.007185853928188712,0.004235583229780869,CA
2000,31,0.007110801934230027,0.004221398530667428,CA
2000,32,0.00706509038355993,0.004237502537195223,CA
2000,33,0.00704440437245233,0.004285751158130936,CA
2000,34,0.007044762428927154,0.004367641630536358,CA
2000,35,0.007062390604823991,0.004457838645893317,CA
2000,36,0.0070936205521902745,0.0045409255630094875,CA
2000,37,0.007134808699611243,0.004616413101571119,CA
2000,38,0.007182275018590062,0.004683206367650794,CA
2000,39,0.00723228601792756,0.0047400824174767126,CA
2000,40,0.007281120660333894,0.004785156342711233,CA
2000,41,0.007324839218860735,0.004817288181579789,CA
2000,42,0.007359395175483369,0.004835596374282582,CA
2000,43,0.007380919147517602,0.004839432417742921,CA
2000,44,0.007389245603181584,0.004830137986094246,CA
2000,45,0.007387261733910799,0.004813840458937853,CA
2000,46,0.007377990115829312,0.004792835598469762,CA
2000,47,0.007364468387242397,0.004768827903327735,CA
2000,48,0.007349725607549429,0.004743550579321479,CA
2000,49,0.007336771004627346,0.004718726833719253,CA
2000,50,0.007328595058423176,0.004696068027419148,CA
2000,51,0.007328032165489301,0.004677219985958006,CA
2000,52,0.007337933851796374,0.004663832837584703,CA
2000,53,0.007361355984920603,0.004657634042574688,CA
2000,54,0.007401458470648298,0.004664311811972376,CA
2000,55,0.0074615686906861906,0.0046922167369874285,CA
2000,56,0.007545172503121048,0.004743217977427681,CA
2000,57,0.007652920262299884,0.004817956110628373,CA
2000,58,0.007781712391720402,0.004915131915573537,CA
2000,59,0.007928319117947974,0.005033442043788847,CA
2000,60,0.00808937457855037,0.005171628763323284,CA
2000,61,0.008261259954803105,0.0053283977935496,CA
2000,62,0.008440087782342925,0.005502340020772281,CA
2000,63,0.008621865727177366,0.00569175368202033,CA
2000,64,0.008802003840872583,0.005891614272264832,CA
2000,65,0.008975477124717593,0.006098058279339964,CA
2000,66,0.009136900044280152,0.006308120545298987,CA
2000,67,0.009280580763850146,0.006518315411236958,CA
2000,68,0.009400608530803906,0.006724709034100121,CA
2000,69,0.009490992581738814,0.006922940775902331,CA
2000,70,0.009547920390298129,0.007109387029026082,CA
2000,71,0.009572008496119513,0.007282480741558545,CA
2000,72,0.00956471649506764,0.00744096285754367,CA
2000,73,0.009527818120332807,0.007583535540060665,CA
2000,74,0.009464980170180687,0.007710179403224493,CA
2000,75,0.009380352053730015,0.007821919052894588,CA
2000,76,0.009276220766265858,0.007918044739650687,CA
2000,77,0.009154919031602884,0.007997926969947985,CA
2000,78,0.009018789598041851,0.00806103278562019,CA
2000,79,0.008870150365990634,0.008106931486853264,CA
2000,80,0.008711264455641465,0.008135299357216935,CA
2000,81,0.008544315324334736,0.00814592332160427,CA
2000,82,0.008371386572685532,0.008138703243627171,CA
2000,83,0.008193616085941297,0.008113001352692564,CA
2000,84,0.008009502831731616,0.008066265510679141,CA
2000,85,0.007817095029616417,0.007995730808424445,CA
2000,86,0.007613764844716417,0.0078987213501035,CA
2000,87,0.00739809936997185,0.007773148053355702,CA
2000,88,0.007169241456558936,0.0076174552306257914,CA
2000,89,0.0069266666704242835,0.00743065167560171,CA
2000,90,0.006670203262227198,0.007212386795258638,CA
2000,91,0.006400047350137078,0.006963013123414852,CA
2000,92,0.0061167715643385134,0.0066836299533997445,CA
2000,93,0.005821325538313715,0.00637610319331923,CA
2000,94,0.005515026868678649,0.006043057326829485,CA
2000,95,0.00519954150718592,0.0056878365662237085,CA
2000,96,0.0052165006333001335,0.00586855606070405,CA
2000,97,0.0052165006333001335,0.00586855606070405,CA
2000,98,0.0052165006333001335,0.00586855606070405,CA
2000,99,0.0052165006333001335,0.00586855606070405,CA
2000,100,0.0052165006333001335,0.00586855606070405,CA
2000,101,0.0052165006333001335,0.00586855606070405,CA
2000,102,0.0052165006333001335,0.00586855606070405,CA
2000,103,0.0052165006333001335,0.00586855606070405,CA
2000,104,0.0052165006333001335,0.00586855606070405,CA
2000,105,0.0052165006333001335,0.00586855606070405,CA
2000,106,0.0052165006333001335,0.00586855606070405,CA
2000,107,0.0052165006333001335,0.00586855606070405,CA
2000,108,0.0052165006333001335,0.00586855606070405,CA
